	SP90989	SP117290	SP116797	SP84743	SP84982	SP9816	SP124439	SP107363	SP97194	SP5559	SP28659	SP107439	SP102581	SP23925	SP2293	SP53810	SP52667	SP79243	SP116578	SP121761	SP80754	SP96116	SP102133	SP30113	SP67609	SP116276	SP50097	SP116919	SP114898	SP81312	SP92364	SP125584	SP22031	SP26649	SP84384	SP112907	SP102045	SP85818	SP80615	SP79427	SP111031	SP112290	SP54113	SP29559	SP103894	SP93227	SP77956	SP21400	SP116520	SP112985	SP82103	SP49229	SP114980	SP96118	SP110847	SP16886	SP19295	SP105018	SP99013	SP112947	SP80217	SP116545	SP23502	SP25350	SP125778	SP99325	SP94741	SP49114	SP1305	SP2155	SP90125	SP56553	SP94933	SP62616	SP90629	SP18787	SP116365	SP107784	SP48189	SP102973	SP57189	SP27825	SP17905	SP55235	SP123975	SP111119	SP25494	SP21017	SP98953	SP33688	SP107012	SP5052	SP23775	SP56704	SP59448	SP116676	SP111170	SP63546	SP116819	SP116589	SP93540	SP101670	SP94348	SP103080	SP107076	SP110242	SP125752	SP84392	SP96126	SP95126	SP24135	SP90209	SP59803	SP92659	SP1365	SP57735	SP125746	SP102957	SP3631	SP18310	SP112817	SP112777	DRUP01010025T	CPCT02050439T	CPCT02340026T	CPCT02340014T	DRUP01330020T	CPCT02070336T	CPCT02050424T	CPCT02340081T	CPCT02020865T	DRUP01030028T	CPCT02020597TII	DRUP01340014T	WIDE01010510T	CPCT02100089T	CPCT02080153T	CPCT02020815T	CPCT02120078T	CPCT02450014T	CPCT02020413T	CPCT02070357T	CPCT02070053T	CPCT02010605T	CPCT02100101T	CPCT02040317T	CPCT02030278T	CPCT02250003T	DRUP01030015T	CPCT02050117T	CPCT02070466TII	WIDE01010470T	CPCT02210064T	CPCT02010648T	DRUP01050003T	CPCT02100090T	CPCT02050149T	WIDE01010075T	CPCT02030532T	CPCT02050104T	CPCT02150052T	CPCT02100092T	CPCT02340022T	DRUP01070080T	CPCT02340010T	CPCT02100141T	CPCT02060054T	CPCT02050370T	CPCT02010373T	WIDE01010071T	CPCT02130184T	CPCT02070373T	CPCT02140057T	CPCT02070069TII	DRUP01070015T	CPCT02100044T	CPCT02010408T	CPCT02060291T	DRUP01230001T	WIDE01010539T	CPCT02010486T	CPCT02160034T	WIDE01010016T	CPCT02080120T	CPCT02220045T	CPCT02310006T	CPCT02010786T	CPCT02050170T	CPCT02010530T	DRUP01050017T	CPCT02140107T	CPCT02220047T	CPCT02020476T	CPCT02050385T	CPCT02040113T	CPCT02080273T	CPCT02080045T	CPCT02070436T	CPCT02130170T	DRUP01010022T	CPCT02240008T	CPCT02020436T	CPCT02010523T	CPCT02060033T	CPCT02060246T	CPCT02010772T	CPCT02040329T	CPCT02030430T	CPCT02010715T	CPCT02080110T	CPCT02010662T	CPCT02140012T	CPCT02090019T	CPCT02220023T	CPCT02080294T	CPCT02060224T	DRUP01070038T	WIDE01010565T	WIDE01010404T	CPCT02010579T	DRUP01020002T	CPCT02050390T	CPCT02050349T	CPCT02130140T	CPCT02380029T	DRUP01010078T	DRUP01070009T	CPCT02080157T	CPCT02050192T	WIDE01010208T	CPCT02360007T	CPCT02060265T	CPCT02070192T	CPCT02070058T	CPCT02010505T	CPCT02050211T	CPCT02030451T	CPCT02050089T	CPCT02120032T	WIDE01010228T	CPCT02040299T	CPCT02080078T	CPCT02160058T	CPCT02180009T	CPCT02190055T	CPCT02040280TII	CPCT02130146T	DRUP01010106T	CPCT02020789T	CPCT02020599T	CPCT02060225T	CPCT02010635T	WIDE01010028T	CPCT02110059T	CPCT02180068T	CPCT02020428T	CPCT02390002T	DRUP01340015T	CPCT02010794T	CPCT02090032T	CPCT02370012T	CPCT02070353T
A[Del(C):R4]G	12	0	0	0	14	0	0	0	5	0	1	0	0	0	1	8	3	0	0	0	0	0	0	4	0	0	4	0	0	1	15	0	0	0	31	1	0	0	1	0	1	0	7	0	0	25	0	0	1	0	1	0	0	2	0	0	0	3	0	1	0	0	0	1	0	34	11	0	1	0	0	6	5	1	0	0	0	0	0	0	6	0	0	4	0	0	0	26	0	0	9	0	0	4	0	0	0	0	0	0	29	0	15	1	2	24	0	26	0	0	0	11	0	0	0	4	9	0	0	31	0	0	22	0	0	0	29	0	2	0	0	0	0	0	0	1	0	11	0	19	1	0	1	0	0	7	0	0	0	0	0	0	1	0	2	0	0	3	1	1	3	0	0	40	0	0	0	3	12	0	0	1	3	0	17	0	0	0	12	0	0	0	1	0	0	0	26	1	2	6	0	0	0	1	7	9	0	1	0	8	0	1	0	0	0	0	5	0	0	1	0	0	0	13	0	0	2	2	0	0	0	0	3	8	26	19	0	9	0	0	13	0	6	0	0	31	0	0	1	1	0	0	0	1	1	10	1	1	0	0	1	0	1	0	1	0	4	1	1	1	3	0
A[Del(C):R4]T	17	1	0	3	25	1	0	0	6	1	1	0	0	1	0	17	6	0	2	0	0	0	0	10	1	0	6	0	1	1	22	0	1	0	59	2	2	0	6	0	4	4	9	0	0	50	0	2	0	0	0	1	1	4	1	4	0	3	0	0	0	0	2	2	0	74	29	2	3	2	1	6	16	0	2	0	0	0	0	3	12	0	10	11	0	2	4	42	0	0	24	0	0	11	0	1	0	2	0	2	35	1	27	2	3	72	1	47	2	0	1	26	0	0	2	6	19	4	0	61	2	0	40	0	1	1	44	6	2	0	2	0	0	0	0	0	0	25	2	21	3	1	0	1	3	10	5	1	1	0	0	6	1	0	5	0	0	16	3	4	5	0	2	78	1	2	5	1	21	0	2	0	5	2	31	1	1	0	17	1	1	1	2	0	0	0	30	1	4	15	1	0	3	0	10	21	2	1	1	18	0	1	0	2	3	0	6	3	0	1	1	1	4	17	0	0	5	1	0	2	1	4	8	28	32	22	0	7	0	0	14	3	19	0	0	37	1	1	1	1	3	0	1	2	3	15	5	10	1	1	0	0	0	2	1	0	13	1	4	1	2	0
A[Del(C):R5]A	84	0	0	5	92	1	0	1	3	0	1	0	0	0	1	30	7	0	1	1	3	0	5	29	2	0	7	0	0	6	75	0	1	0	248	0	1	0	14	0	3	4	21	0	0	169	0	1	2	0	0	0	0	30	1	4	2	0	2	0	0	0	1	1	3	266	99	5	1	2	0	15	61	0	0	1	0	0	1	1	27	2	22	20	2	5	2	201	3	1	48	0	3	14	3	4	1	0	0	0	179	0	112	2	5	233	0	239	6	1	2	134	0	3	1	17	89	1	1	248	0	1	202	0	0	0	134	4	4	0	0	2	1	0	3	0	1	64	1	50	0	3	0	0	3	18	2	1	1	1	3	10	1	1	4	0	0	59	12	5	8	0	1	254	0	0	5	1	40	0	3	0	5	0	108	3	0	0	59	4	0	2	0	0	6	2	141	19	4	75	1	0	5	2	14	118	0	0	0	78	1	0	1	1	0	0	8	7	0	0	1	2	3	46	2	0	23	2	1	1	2	1	13	105	129	37	2	37	0	0	83	4	63	0	0	152	1	5	8	0	7	1	2	1	2	48	7	18	0	1	2	0	1	2	4	0	24	0	1	0	6	0
A[Del(C):R5]G	15	0	0	0	15	0	1	0	0	0	0	0	0	1	0	5	1	0	0	0	0	0	1	2	0	0	0	0	0	2	21	0	0	0	74	0	0	0	1	0	0	1	2	0	1	33	0	1	0	0	0	0	0	4	1	0	0	1	0	0	0	0	1	0	0	69	25	0	2	0	1	2	12	1	0	0	0	0	0	1	5	0	1	3	0	3	1	38	0	0	12	0	0	1	0	0	1	0	0	0	52	0	25	0	0	63	0	58	0	0	0	24	0	0	0	0	23	1	0	65	0	0	59	0	0	0	42	2	0	1	0	0	0	0	0	0	0	10	0	11	0	0	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0	12	3	0	0	0	1	71	0	0	0	0	5	0	0	0	1	0	24	0	0	0	14	1	0	0	0	0	0	1	41	6	1	19	2	0	0	0	4	24	0	1	1	24	1	0	0	0	0	0	2	4	0	0	0	0	0	8	0	0	3	0	0	1	0	1	3	27	39	11	0	12	0	1	24	1	20	0	0	36	0	1	2	0	1	0	0	0	0	8	0	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0
A[Del(C):R5]T	77	1	0	0	83	0	1	1	2	1	0	0	0	0	1	13	1	0	0	1	1	1	7	9	0	0	3	0	0	3	88	0	0	1	353	0	0	0	7	0	1	2	16	2	0	142	0	0	0	0	0	1	1	22	1	0	2	3	1	0	0	0	2	1	0	266	116	3	2	2	0	4	45	0	1	1	0	1	0	0	9	1	3	11	2	4	2	198	1	0	58	1	1	9	1	1	2	0	0	0	206	0	129	1	1	222	2	271	1	0	3	126	0	2	0	3	94	2	0	290	1	0	234	0	0	1	190	2	0	0	2	1	0	0	1	0	0	17	1	72	0	0	0	0	2	6	2	1	1	0	1	2	1	0	3	0	0	55	6	4	0	0	2	300	1	5	3	0	19	0	1	1	5	0	98	0	0	0	50	1	0	2	3	0	0	0	132	11	2	71	3	0	0	0	11	99	1	1	2	105	2	0	0	1	2	0	8	12	0	1	1	1	2	18	1	0	17	1	1	0	0	1	7	90	142	32	0	38	0	1	72	1	63	1	0	154	0	5	2	4	4	0	2	0	0	17	8	8	0	0	0	1	0	0	3	0	7	0	1	0	1	0
A[Del(C):R6]A	154	1	0	5	184	0	0	1	0	0	0	0	0	0	1	13	1	0	0	0	1	1	12	10	0	0	3	0	2	3	174	0	1	1	483	1	1	0	12	0	5	1	6	1	0	270	0	6	0	0	1	0	2	51	1	3	3	0	0	0	0	0	5	1	0	447	211	0	1	1	1	12	116	0	0	1	0	0	1	2	16	1	13	11	0	2	0	380	1	1	105	1	1	6	5	0	1	1	0	0	391	0	209	0	1	407	1	491	2	2	1	240	1	0	0	9	157	1	0	572	0	0	386	1	0	0	304	3	1	0	0	1	0	1	4	1	3	16	0	137	0	2	0	1	8	8	1	0	3	0	0	15	4	0	5	0	0	77	14	1	5	0	5	506	1	3	1	1	10	1	1	1	1	0	213	4	0	1	98	3	0	2	0	0	3	0	281	45	1	151	0	0	2	0	5	186	1	0	0	153	0	1	0	0	1	0	4	21	0	0	2	1	1	11	1	0	50	0	0	2	2	2	5	157	294	21	1	64	1	0	116	4	91	0	0	292	0	4	9	1	4	1	2	1	0	26	22	8	0	1	0	0	0	0	1	0	7	0	0	0	2	1
A[Del(C):R6]G	50	1	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	42	0	0	0	126	0	0	0	1	0	0	0	2	0	1	45	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	109	51	1	0	0	0	4	17	0	0	0	0	0	1	0	2	0	2	5	0	2	0	80	0	0	25	1	0	3	0	0	0	0	0	0	86	0	42	0	0	91	0	114	1	0	0	41	1	0	1	0	39	1	0	131	0	0	110	0	0	0	78	0	0	0	0	0	0	0	1	0	1	5	0	36	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	16	2	0	0	0	1	120	0	1	0	0	2	0	0	0	2	0	46	0	0	0	19	0	0	1	0	0	0	0	68	13	0	30	1	0	0	0	2	51	0	0	0	42	0	2	0	0	1	0	2	1	0	0	0	0	0	2	0	0	22	0	0	0	0	0	1	43	76	6	0	27	0	0	25	0	22	0	0	54	0	0	2	0	0	0	1	0	0	4	6	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0
A[Del(C):R6]T	73	1	0	1	75	0	0	0	0	0	0	0	0	1	0	4	1	0	1	0	0	0	5	5	2	0	0	0	2	2	108	0	0	0	281	0	0	0	7	0	3	1	6	0	0	129	0	1	0	0	0	0	0	23	0	1	0	0	0	0	0	0	1	0	0	253	87	1	1	0	0	4	36	1	0	0	0	1	1	0	9	0	3	7	0	2	2	156	0	0	47	0	1	3	2	0	1	0	0	0	212	0	120	0	1	164	0	200	1	1	0	126	0	0	0	1	69	1	0	269	0	0	190	0	0	0	151	1	2	0	0	1	0	0	0	0	0	5	1	99	0	0	0	0	3	4	0	0	0	0	0	6	3	0	3	1	0	37	7	2	1	0	0	213	1	5	0	0	8	1	0	0	1	0	93	1	0	0	47	1	0	2	1	1	0	0	117	20	1	85	0	0	1	1	4	86	0	0	0	69	1	0	1	0	0	1	5	11	0	1	0	0	0	5	0	0	33	0	1	2	0	0	1	75	177	12	0	37	0	1	57	3	59	1	0	125	0	2	5	1	1	0	0	0	1	7	6	4	0	1	0	0	0	0	1	0	4	0	0	1	0	0
A[Del(C):R7]A	141	1	0	0	169	1	0	0	0	1	1	0	0	2	0	6	0	0	1	0	0	1	10	4	0	0	0	0	0	8	163	0	1	0	455	0	0	0	7	0	3	1	0	0	1	225	1	1	0	0	2	0	1	44	0	1	0	0	1	0	0	0	2	0	0	458	197	0	0	0	0	2	71	0	0	1	1	2	0	0	7	1	7	0	5	2	3	321	0	0	105	1	1	6	1	1	2	0	0	0	440	1	238	0	0	427	0	495	2	0	1	360	0	1	0	1	232	0	1	602	1	0	464	0	0	0	328	0	0	0	0	2	0	0	0	0	1	4	0	161	0	0	0	2	6	4	0	0	0	0	0	14	5	1	10	0	0	73	13	0	0	0	5	504	0	5	2	0	6	0	0	0	3	0	252	0	1	1	146	2	0	3	0	0	0	0	317	59	1	194	0	0	3	0	0	374	0	1	0	225	0	0	1	0	0	0	2	35	0	0	0	1	0	5	0	0	65	1	1	0	0	0	0	173	301	8	1	80	0	2	175	1	142	0	0	339	0	2	10	2	0	0	2	2	0	4	29	0	0	0	0	0	1	0	4	0	0	0	0	0	1	1
A[Del(C):R7]G	44	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	39	0	0	0	130	0	0	0	0	0	0	0	0	0	0	32	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	104	55	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	80	0	0	19	0	0	0	0	0	0	0	0	0	92	0	56	0	0	104	1	118	1	0	0	58	1	1	0	0	52	0	0	105	0	0	100	0	0	0	98	1	0	0	0	0	0	0	0	1	0	1	0	31	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	21	2	1	0	0	0	122	0	0	0	0	0	0	0	0	0	0	47	1	0	0	30	1	0	0	0	0	0	0	54	11	0	40	0	0	0	0	0	55	0	0	0	48	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	16	0	0	0	0	0	0	36	72	1	0	21	0	0	34	1	30	0	0	79	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A[Del(C):R7]T	28	0	0	1	26	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	2	37	0	1	0	100	0	0	0	3	0	0	0	0	0	0	72	0	1	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	76	23	0	0	0	0	1	21	2	0	0	0	0	0	1	0	0	2	0	2	0	0	67	0	0	16	0	0	1	1	0	0	0	0	0	74	0	42	1	0	74	0	80	1	0	0	80	0	0	0	1	29	0	0	111	0	0	87	0	0	0	54	0	0	0	0	0	0	0	0	0	0	1	0	41	0	0	0	2	2	1	0	0	0	0	0	5	1	0	2	0	0	19	7	0	1	1	1	108	1	0	0	0	2	0	1	0	1	0	30	0	0	0	13	2	0	2	1	0	0	0	47	15	1	30	2	0	0	0	0	41	0	0	0	27	0	0	0	0	0	0	1	3	0	0	1	0	0	1	0	0	13	0	0	0	0	0	0	32	54	0	0	15	0	1	22	1	28	0	0	44	0	2	3	0	0	1	0	0	0	3	4	1	0	0	0	0	0	2	1	0	2	0	0	0	0	0
A[Del(C):R8]A	73	0	0	0	60	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	4	76	0	1	0	128	0	0	0	1	0	2	0	0	0	3	103	1	3	0	0	0	0	0	15	1	1	2	1	0	1	0	0	0	0	0	162	104	0	0	0	0	2	61	0	0	0	0	2	0	0	2	0	5	1	6	1	0	135	0	1	29	0	0	0	1	0	1	0	1	0	173	0	114	0	0	184	1	146	1	0	0	150	0	3	0	0	106	0	0	186	1	0	271	0	0	0	153	0	0	0	0	1	0	1	1	3	0	3	2	91	0	2	0	1	5	3	0	0	1	0	0	8	7	0	8	2	1	48	17	3	3	1	3	294	0	1	1	0	1	1	0	0	1	0	156	1	1	0	136	1	0	5	1	0	0	1	226	55	1	147	0	0	1	0	0	284	0	1	1	141	0	1	0	0	1	0	2	43	0	1	2	1	0	1	0	0	59	0	0	1	0	0	0	128	165	3	0	79	0	2	121	2	87	0	0	213	0	3	5	3	0	0	0	0	0	2	26	0	0	1	2	0	1	1	1	0	0	0	0	0	3	2
A[Del(C):R8]G	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	1	0	0	0	0	0	0	9	0	4	0	0	13	0	14	0	0	0	6	0	0	0	0	7	0	0	20	0	0	29	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	8	3	0	0	0	1	31	0	1	0	0	0	0	0	0	0	0	15	2	0	0	8	0	0	0	0	1	0	0	20	8	0	14	0	1	0	0	0	20	0	0	0	12	0	0	0	0	0	0	0	4	0	0	1	0	0	1	0	0	8	0	0	0	0	0	0	14	22	0	1	5	0	0	12	0	13	0	0	27	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A[Del(C):R8]T	15	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	15	0	0	0	35	0	0	0	1	0	0	0	0	0	0	21	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	21	19	0	0	0	0	0	13	0	0	1	0	1	0	0	0	0	1	0	0	1	0	24	0	0	3	0	0	0	0	0	1	0	0	0	33	0	13	0	0	34	0	34	1	0	0	32	0	0	0	0	17	0	0	37	0	0	56	0	0	1	37	0	0	1	0	0	1	0	0	2	0	0	0	30	0	0	0	0	4	0	0	0	0	0	0	0	1	0	4	0	0	12	3	1	1	0	0	74	0	0	0	0	0	1	0	2	0	0	27	0	0	0	23	0	0	1	0	0	0	0	46	9	0	25	0	0	0	0	0	34	0	1	0	24	0	0	0	0	0	0	0	11	0	0	1	1	0	0	0	0	16	0	0	1	1	0	0	22	48	1	0	17	0	0	16	0	23	0	0	48	0	2	3	0	1	2	0	0	0	1	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(C):R1]A	2	0	0	3	2	2	2	0	15	2	5	2	0	2	0	111	20	0	6	2	1	2	5	31	2	0	8	0	1	2	0	0	2	5	6	2	5	0	2	0	2	5	61	6	4	3	2	2	0	0	4	3	2	0	5	1	2	14	1	1	0	0	5	1	3	0	0	6	1	0	2	26	2	4	2	0	2	1	0	5	60	1	3	46	2	4	12	6	2	2	5	7	5	18	4	4	4	1	0	3	5	5	6	5	2	2	1	8	2	3	6	1	3	1	2	21	0	5	1	3	3	3	5	2	2	12	20	16	10	0	7	4	1	1	3	2	4	123	22	2	16	15	2	4	0	28	6	8	5	0	5	3	3	3	0	2	0	1	1	20	15	2	3	8	1	3	5	6	74	0	2	4	18	1	2	1	0	1	15	4	1	2	2	4	12	0	4	1	27	5	3	4	5	5	30	5	5	5	5	3	1	4	0	0	7	0	20	4	1	1	1	1	7	101	0	1	4	4	3	1	1	6	39	11	4	106	2	8	3	2	5	11	3	1	1	8	1	2	1	1	12	3	4	4	2	97	9	60	1	3	10	1	0	3	1	0	30	0	7	2	5	1
G[Del(C):R1]G	6	0	0	0	3	1	0	0	5	0	0	0	0	1	1	18	7	0	0	0	0	1	1	20	1	0	0	0	2	1	5	0	0	0	12	1	2	0	0	0	1	1	12	1	0	5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	7	2	2	2	1	1	7	4	1	4	0	0	1	0	0	15	0	0	13	0	2	0	6	0	0	1	1	0	7	0	0	1	0	0	0	6	1	2	0	1	8	0	6	0	0	0	5	0	0	0	6	5	0	0	2	0	0	19	0	0	0	43	4	3	0	1	0	1	0	1	0	0	29	0	16	3	6	0	0	0	8	1	1	2	0	0	0	0	1	0	1	1	2	2	2	5	1	1	36	0	0	1	3	21	1	1	0	6	0	18	3	1	1	12	0	0	2	0	0	0	0	16	4	6	10	0	0	0	1	13	29	0	2	1	18	1	0	0	0	0	0	6	5	1	0	1	1	2	23	0	0	5	0	0	0	1	0	7	20	20	25	1	7	0	0	10	2	9	0	0	22	1	1	4	0	1	1	1	1	2	18	2	14	1	0	1	1	1	0	0	0	9	1	4	0	3	0
G[Del(C):R1]T	2	1	0	9	6	5	7	0	20	1	6	5	0	2	3	70	22	0	8	7	3	1	8	33	11	0	17	0	0	4	3	0	1	2	7	3	16	0	23	0	5	2	47	1	1	13	0	11	6	0	2	3	2	1	4	7	5	24	6	1	0	2	8	5	12	12	2	10	11	7	4	30	9	9	15	4	5	1	1	11	44	3	52	35	0	13	26	9	4	5	1	13	4	14	9	11	4	12	0	2	3	19	4	9	7	10	0	6	6	10	11	15	5	3	7	15	1	6	4	4	4	4	22	4	0	27	45	15	23	0	7	1	0	0	3	1	1	76	45	9	16	36	0	4	9	13	8	5	6	0	5	20	2	4	14	6	2	0	8	61	29	5	4	16	1	10	4	6	41	1	6	9	38	3	11	11	3	8	38	8	0	6	2	2	22	1	16	2	40	16	17	8	5	4	17	15	7	26	3	28	5	3	2	2	6	0	15	7	4	2	4	2	11	68	2	3	9	10	10	6	12	11	18	19	8	79	2	7	0	3	13	16	6	10	0	17	4	2	4	4	15	2	14	20	8	54	20	26	7	3	7	0	4	4	13	3	13	4	5	7	9	8
G[Del(C):R2]A	0	1	0	3	4	4	2	0	11	2	4	0	0	5	3	153	31	0	4	2	0	3	5	111	4	0	18	0	2	1	6	0	1	2	21	2	7	0	5	0	5	14	128	9	2	6	0	2	1	0	1	2	1	2	2	0	1	10	0	2	0	0	3	1	11	22	7	13	11	7	1	51	4	4	2	2	1	3	0	6	143	3	1	82	1	5	6	4	4	1	8	6	5	59	7	2	3	1	0	2	10	4	3	11	14	8	1	12	1	2	9	4	2	2	8	50	3	14	0	6	4	1	14	1	1	16	56	13	5	1	7	2	5	0	2	3	2	193	22	1	8	9	0	2	3	98	4	5	5	1	4	2	2	1	2	1	3	2	1	22	9	1	0	26	2	4	13	5	178	2	13	10	49	0	7	1	1	1	16	0	0	0	3	0	5	0	5	5	24	10	10	2	1	9	69	15	5	6	4	6	1	4	3	0	7	0	68	3	1	4	2	2	8	185	1	0	6	6	2	2	5	10	62	19	2	238	3	7	1	2	7	21	15	6	1	4	4	3	3	2	24	0	4	6	4	197	6	79	4	1	4	2	4	1	8	1	75	0	8	5	9	1
G[Del(C):R2]G	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	44	10	0	0	1	0	0	0	27	0	0	0	0	1	2	1	0	0	0	2	1	0	0	1	0	2	3	46	0	1	2	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	6	3	2	6	0	0	9	0	3	1	1	1	0	0	1	21	0	0	22	0	1	1	1	0	0	2	1	1	9	0	0	0	0	0	0	4	1	2	2	1	3	0	3	0	0	1	0	0	0	0	12	0	1	0	2	0	1	4	0	0	1	13	4	2	0	3	0	0	0	2	0	1	58	3	2	4	2	0	1	0	18	0	2	0	1	1	0	0	0	1	0	0	0	2	0	4	0	0	5	0	1	6	2	36	0	2	3	17	0	1	0	2	0	3	2	0	0	0	0	1	0	5	1	6	0	2	2	0	2	15	7	2	2	0	4	2	0	1	0	0	0	14	1	0	0	0	1	0	31	0	0	1	1	0	0	0	0	16	2	2	57	0	3	0	1	2	5	6	1	0	2	0	1	0	0	8	0	1	4	0	45	2	11	0	1	0	0	0	0	0	0	11	0	1	0	0	1
