MutationType	CPCT02060042T	CPCT02130027T	CPCT02290024T	CPCT02230080T	CPCT02070282T	CPCT02060201T	CPCT02010752T	CPCT02130046T	CPCT02190033T	WIDE01010213T	CPCT02440010T	WIDE01010272T	DRUP01070085T	CPCT02380045T	CPCT02150013T	CPCT02010769T	CPCT02450014T	CPCT02130122T	CPCT02230107T	DRUP01090017T	CPCT02020781T	CPCT02310016T	CPCT02300050T	CPCT02020808T	CPCT02050414T	CPCT02230042T	CPCT02040170T	CPCT02330059T	CPCT02330063T	CPCT02020512T	CPCT02110031T	CPCT02030347T	CPCT02050179T	CPCT02010591T	CPCT02170007T	CPCT02210025T	CPCT02030376T	CPCT02050110T	CPCT02030318T	CPCT02100056T	CPCT02030326T	CPCT02120007T	WIDE01010573T	WIDE01010693T
A[Ins(T):R4]C	1	0	4	3	5	1	0	1	3	2	4	0	66	5	1	3	4077	0	1	4	4	1	4	1	4	0	1	3	1	0	0	72	4	0	0	0	0	2	5	0	1	1	1	3
A[Ins(T):R4]G	0	1	5	3	2	1	1	5	2	1	3	0	48	1	0	2	624	1	1	3	1	3	1	2	1	0	0	5	3	1	0	73	3	2	1	3	0	8	4	0	0	1	1	1
A[Ins(T):R5]A	0	1	15	5	6	7	4	5	6	3	9	2	193	15	2	4	2773	8	6	12	3	3	3	8	10	3	2	8	9	4	1	199	7	0	0	5	3	7	12	0	4	11	6	3
A[Ins(T):R5]C	0	5	14	3	7	8	2	7	9	7	5	6	130	12	2	2	1093	11	1	9	3	4	2	11	7	2	4	7	8	3	3	168	14	3	5	9	5	12	12	0	12	4	7	6
A[Ins(T):R5]G	1	1	17	4	7	5	3	5	7	4	14	2	172	11	1	7	1393	2	5	15	5	9	7	6	7	2	1	12	4	10	3	232	8	2	8	2	4	7	5	0	5	4	5	5
A[Ins(T):R6]A	0	2	30	22	17	22	4	7	22	7	20	3	332	20	4	6	2719	15	10	24	10	9	13	13	21	5	5	23	11	10	7	412	23	6	6	10	7	16	24	1	12	17	13	6
A[Ins(T):R6]C	3	5	28	11	22	22	5	18	18	10	17	4	333	28	7	4	1459	19	14	17	11	10	14	15	22	4	5	22	12	14	11	330	22	4	9	15	3	16	23	3	12	7	19	16
A[Ins(T):R6]G	2	5	27	19	11	20	5	19	24	6	20	6	468	26	7	15	3068	9	16	25	17	11	10	15	21	4	3	27	27	11	10	440	33	8	10	17	6	29	21	4	20	13	15	9
A[Ins(T):R7]A	2	6	36	20	18	20	7	26	36	14	35	7	583	35	2	15	4578	18	18	32	16	8	19	17	37	5	9	36	25	12	12	684	30	11	10	23	12	18	39	4	10	22	17	10
A[Ins(T):R7]C	1	3	34	23	15	26	7	13	30	13	25	6	407	31	9	10	4038	12	20	27	17	5	13	20	31	2	3	34	37	9	6	472	29	7	7	23	4	32	32	2	18	15	18	14
A[Ins(T):R7]G	2	9	35	30	17	26	5	13	24	11	23	12	555	27	2	12	4363	23	15	29	7	11	15	10	25	4	1	38	20	10	4	616	27	10	11	19	10	28	23	2	19	15	11	5
A[Ins(T):R8]A	1	10	46	26	27	24	3	26	32	8	34	13	642	38	10	17	3886	13	29	37	19	12	21	17	41	4	14	45	41	16	17	670	46	12	12	23	11	37	41	5	30	19	19	11
A[Ins(T):R8]C	1	11	35	18	14	14	4	19	22	13	25	5	509	24	11	14	4523	12	24	31	23	13	23	13	26	5	6	42	27	17	10	594	29	6	12	17	10	37	31	4	19	18	25	13
A[Ins(T):R8]G	4	6	29	16	24	24	5	14	27	12	21	6	634	42	8	13	3634	11	16	24	13	10	17	17	45	3	3	27	25	16	14	559	28	10	7	27	10	29	33	6	24	20	16	14
A[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]A	0	0	1	0	0	2	2	1	2	5	4	0	7	1	0	1	23	1	0	3	0	2	2	1	2	0	0	1	2	0	1	6	0	1	3	1	1	1	4	0	0	0	0	1
C[Ins(T):R0]C	0	0	0	1	0	1	0	0	1	2	1	0	9	0	0	0	72	0	0	1	0	0	0	0	0	0	0	0	2	2	0	5	2	0	1	0	1	1	1	0	0	1	0	0
C[Ins(T):R0]G	1	1	0	1	1	1	0	0	1	0	0	0	3	0	0	0	14	0	2	1	2	0	1	0	1	0	0	0	1	0	0	6	0	1	0	1	0	0	0	1	0	1	0	0
C[Ins(T):R1]A	1	1	0	1	1	2	1	1	3	1	0	2	3	2	1	4	138	0	1	1	0	2	1	0	0	2	1	2	1	1	0	8	0	0	2	0	0	2	0	0	2	1	4	2
C[Ins(T):R1]C	0	0	0	0	1	0	1	0	0	0	1	0	5	2	2	3	60	1	0	2	1	1	0	0	3	0	0	0	0	0	1	10	0	2	0	2	0	1	0	0	0	1	2	0
C[Ins(T):R1]G	1	0	0	0	2	1	0	2	1	3	4	1	5	1	0	1	26	4	5	4	2	0	0	2	3	0	1	3	2	0	1	6	1	1	1	2	0	3	1	0	2	0	3	1
C[Ins(T):R2]A	1	0	0	0	2	0	0	1	4	0	2	0	8	2	0	1	48	0	0	1	1	1	1	1	0	0	0	1	2	1	1	16	0	0	0	1	1	1	2	2	1	1	4	0
C[Ins(T):R2]C	1	0	1	1	3	0	0	0	2	0	1	0	15	1	2	0	72	1	1	1	1	3	1	0	1	0	0	3	0	2	1	35	2	2	0	1	1	0	1	1	1	1	2	0
C[Ins(T):R2]G	0	0	1	0	0	4	0	2	2	0	2	0	31	1	0	1	159	0	0	2	2	0	0	1	0	0	0	2	1	0	2	79	1	0	1	0	1	0	1	0	1	0	2	2
C[Ins(T):R3]A	0	1	1	1	0	0	0	1	1	0	2	1	8	1	1	1	60	1	0	2	0	1	1	1	1	0	0	1	3	0	2	16	4	3	0	2	1	2	0	0	0	0	3	0
C[Ins(T):R3]C	2	0	1	0	2	1	1	1	3	0	2	1	24	2	0	0	48	0	0	2	2	0	0	2	3	1	1	4	4	1	0	24	0	2	1	1	1	3	1	1	1	0	4	2
C[Ins(T):R3]G	0	2	1	2	0	0	0	1	2	0	0	0	22	1	1	1	77	0	0	1	1	1	0	0	2	0	0	1	0	1	1	44	1	0	0	1	1	1	1	1	1	0	0	0
C[Ins(T):R4]A	0	0	4	2	2	3	0	0	2	1	0	3	23	1	1	1	522	0	1	1	1	2	1	1	2	0	0	1	1	1	0	38	1	1	1	0	0	1	2	2	2	1	0	0
C[Ins(T):R4]C	0	0	4	2	0	1	1	1	2	0	1	1	31	2	1	2	1749	1	2	1	0	1	0	0	3	0	1	3	2	0	0	52	1	0	0	1	0	2	3	0	2	1	1	2
C[Ins(T):R4]G	0	0	3	0	0	1	1	1	1	0	1	0	22	2	0	0	412	0	0	3	0	0	0	2	2	0	0	2	1	1	1	41	1	0	0	1	1	2	1	0	1	0	0	1
C[Ins(T):R5]A	0	1	1	6	4	2	1	2	3	4	2	2	39	7	0	2	907	5	0	1	1	2	3	3	2	2	1	7	2	4	1	71	5	1	3	5	0	2	5	1	2	5	5	3
C[Ins(T):R5]C	0	4	9	5	6	3	1	3	7	2	3	0	68	7	1	3	923	2	4	2	1	2	2	2	5	0	0	5	2	1	0	59	4	3	3	4	3	4	1	0	3	2	2	2
C[Ins(T):R5]G	0	0	5	2	1	3	0	3	1	2	3	0	59	6	1	1	566	0	3	3	2	4	3	4	4	0	2	2	3	0	2	92	5	1	2	4	0	4	3	2	2	3	6	0
C[Ins(T):R6]A	1	3	14	9	5	6	3	9	10	3	9	5	122	8	1	4	1943	6	5	14	7	2	6	8	8	1	2	10	7	3	3	172	12	2	4	2	5	7	7	0	13	2	8	7
C[Ins(T):R6]C	0	1	24	14	5	13	2	10	17	10	18	7	215	18	3	5	1740	11	5	22	7	5	14	11	18	3	1	15	11	10	8	201	17	4	4	8	3	19	12	1	10	9	7	7
C[Ins(T):R6]G	1	1	8	5	9	9	2	13	9	8	14	1	236	16	2	5	1447	12	3	17	7	4	7	5	13	4	0	15	11	7	5	201	24	3	6	9	2	14	16	0	5	6	6	8
C[Ins(T):R7]A	1	3	20	15	12	5	5	9	17	11	16	5	250	13	6	11	3125	13	6	18	11	1	12	10	10	3	3	16	8	3	4	312	17	5	5	7	5	12	18	1	6	12	8	6
C[Ins(T):R7]C	3	3	10	6	9	7	2	4	9	6	12	2	224	13	3	7	3634	8	4	12	6	6	7	9	12	1	2	15	6	6	2	229	17	4	1	7	3	12	17	2	9	8	9	5
C[Ins(T):R7]G	0	2	21	7	9	13	3	8	22	6	16	5	313	17	2	6	3685	9	5	20	7	6	5	5	16	1	3	14	10	8	3	361	11	5	6	3	7	10	19	3	8	7	17	6
C[Ins(T):R8]A	1	6	20	11	11	14	3	9	28	7	15	8	369	16	3	9	2221	8	17	15	9	6	17	9	20	2	4	25	13	7	8	329	12	4	7	11	5	16	27	3	9	9	10	8
C[Ins(T):R8]C	2	4	22	15	13	17	1	7	13	16	32	5	425	12	9	6	2805	12	7	33	11	9	12	8	20	3	4	21	16	9	6	363	23	3	4	17	2	15	19	4	14	10	17	4
C[Ins(T):R8]G	0	6	30	21	6	20	5	11	26	11	14	10	526	24	4	9	2739	8	13	16	12	6	6	12	28	3	6	21	16	9	6	439	23	4	4	20	4	27	26	1	22	10	11	10
C[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]A	0	0	0	0	1	2	0	0	0	3	1	0	3	1	1	1	17	0	1	1	0	1	3	2	0	0	1	0	0	1	5	4	0	0	5	0	0	1	0	1	1	1	2	0
G[Ins(T):R0]C	0	0	1	1	0	1	0	0	0	1	0	0	0	2	0	0	13	0	0	2	1	0	1	1	0	0	0	1	0	0	9	8	1	0	0	0	1	0	1	3	0	0	0	0
G[Ins(T):R0]G	0	1	2	1	1	2	0	0	0	5	2	1	14	2	1	0	88	0	0	2	3	1	1	0	4	0	0	2	0	0	2	25	3	0	1	1	0	2	0	0	5	0	3	0
G[Ins(T):R1]A	1	3	1	2	6	2	1	3	3	1	4	0	4	3	2	4	17	1	2	5	5	3	3	1	2	0	4	5	6	5	20	6	2	3	1	0	1	5	1	3	3	2	7	1
G[Ins(T):R1]C	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	13	0	0	0	2	0	1	0	1	0	1	0	0	2	8	6	1	0	0	0	1	2	0	0	1	0	0	0
G[Ins(T):R1]G	0	0	2	2	7	1	1	0	1	2	1	2	6	1	0	2	40	2	1	2	3	4	4	3	1	0	1	3	1	1	37	11	0	0	1	0	1	1	3	2	2	1	2	2
G[Ins(T):R2]A	1	0	0	2	1	1	1	0	1	1	0	2	2	1	0	0	28	2	0	0	1	1	0	0	1	0	0	1	4	0	14	2	0	1	1	0	0	3	2	1	1	0	0	0
G[Ins(T):R2]C	0	1	0	0	2	0	1	0	1	1	0	0	5	0	1	0	20	0	1	2	2	0	2	0	0	0	1	0	2	0	10	4	0	0	1	1	0	0	1	0	1	0	2	1
G[Ins(T):R2]G	1	1	1	0	3	1	1	0	1	0	2	1	27	1	0	1	73	1	1	3	0	0	1	3	3	0	1	1	3	0	22	48	0	0	1	3	1	0	4	1	1	2	2	0
G[Ins(T):R3]A	1	0	0	1	3	1	0	0	0	0	0	0	2	0	0	0	18	0	0	1	0	0	2	0	0	0	0	0	0	0	5	6	1	1	0	1	0	2	1	1	1	0	1	1
G[Ins(T):R3]C	1	0	0	1	1	1	0	1	0	1	3	0	1	0	0	0	21	1	0	2	0	1	0	1	2	0	0	0	0	0	4	10	0	0	0	1	0	1	1	0	1	0	3	0
G[Ins(T):R3]G	0	0	0	2	1	0	0	0	0	1	0	0	13	1	1	0	35	2	0	1	1	0	2	1	3	0	1	3	1	1	9	27	3	0	2	0	1	2	0	1	0	0	3	2
G[Ins(T):R4]A	0	0	2	0	0	0	0	0	1	2	0	1	13	0	1	3	429	1	0	0	0	1	0	0	1	0	0	1	0	1	1	16	1	1	0	1	0	1	1	0	0	0	2	0
G[Ins(T):R4]C	0	0	1	0	0	1	0	0	1	1	0	0	4	1	0	0	755	0	0	0	0	0	0	1	0	0	1	1	0	0	3	9	0	0	0	0	0	1	0	0	0	0	1	0
G[Ins(T):R4]G	0	1	2	1	0	0	1	0	1	0	1	0	27	1	0	1	594	1	0	1	0	0	2	0	2	0	0	0	0	0	4	46	1	1	0	1	1	2	0	1	3	1	2	0
G[Ins(T):R5]A	0	2	5	2	2	3	0	1	3	2	2	1	49	3	1	3	460	1	2	3	4	0	5	1	5	1	0	5	2	2	1	59	2	0	0	0	1	5	3	0	2	0	0	0
G[Ins(T):R5]C	0	0	6	2	5	2	0	0	3	3	2	0	52	4	0	2	687	1	2	2	1	2	1	2	3	0	1	1	2	0	0	53	1	1	1	3	2	5	4	1	0	2	0	0
G[Ins(T):R5]G	2	0	4	2	1	2	1	1	2	2	4	1	85	1	0	1	455	0	0	5	0	2	2	1	2	2	2	2	1	1	0	115	1	1	0	2	1	4	4	2	1	2	3	1
G[Ins(T):R6]A	1	3	11	7	4	7	1	3	10	4	12	4	172	10	0	2	840	4	8	13	5	2	4	2	7	2	4	7	5	5	4	210	5	0	4	3	4	5	7	2	5	10	6	5
G[Ins(T):R6]C	1	3	15	5	7	13	2	6	10	5	9	1	289	16	7	4	578	6	2	14	4	4	5	10	15	2	4	14	9	6	11	219	17	2	10	9	7	17	10	3	6	7	9	6
G[Ins(T):R6]G	2	2	23	10	15	15	3	5	10	7	15	6	564	10	3	7	1213	7	11	17	3	4	15	7	12	4	5	17	10	9	3	428	22	3	5	5	5	12	18	2	9	8	5	5
G[Ins(T):R7]A	2	1	13	15	3	11	3	6	18	10	15	5	313	17	3	8	1897	11	8	15	5	4	9	5	21	7	1	16	14	10	6	350	20	9	7	18	5	8	13	1	11	9	11	3
G[Ins(T):R7]C	1	3	16	10	8	9	11	14	11	6	10	7	320	16	5	7	1374	8	13	13	14	6	7	10	20	2	5	16	14	4	4	306	15	7	5	13	2	13	12	2	5	7	15	6
G[Ins(T):R7]G	4	5	17	17	9	14	3	6	20	9	17	5	561	23	6	9	2742	11	5	18	13	7	12	9	24	2	5	13	16	6	7	503	23	5	3	8	9	13	17	1	14	10	8	9
G[Ins(T):R8]A	2	0	18	13	15	12	2	7	15	14	10	7	434	15	1	6	1419	14	11	17	12	7	7	14	18	4	2	19	17	8	7	321	21	6	3	13	5	11	16	1	7	11	16	5
G[Ins(T):R8]C	1	3	19	16	5	11	3	8	26	8	8	4	419	24	2	4	1576	10	18	10	9	6	18	7	20	2	4	16	8	8	9	369	23	7	4	12	3	13	14	3	11	12	16	5
G[Ins(T):R8]G	5	5	22	16	5	16	6	8	18	9	15	3	608	15	7	6	1955	11	7	20	19	9	17	18	20	6	3	24	22	9	2	464	38	5	3	12	5	14	26	2	12	13	12	6
G[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del2:U1:R1	1	3	3	5	14	2	2	4	2	7	18	2	17	2	1	2	9	6	5	16	7	1	12	3	8	0	2	5	7	2	3	16	12	6	6	1	1	6	9	5	3	3	22	3
Del3:U1:R1	0	0	0	0	4	0	0	1	1	0	0	1	50	1	1	1	23	1	0	1	1	1	4	1	0	2	0	2	1	0	0	87	1	1	2	0	0	1	2	0	1	2	2	2
Del4:U1:R1	0	1	2	0	2	0	3	0	4	7	0	0	16	1	1	0	15	0	2	0	3	1	0	0	2	0	2	2	0	0	0	51	2	1	1	2	0	1	3	1	0	1	2	0
Del5:U1:R1	0	1	0	0	0	0	2	0	0	2	8	0	7	1	1	1	4	0	0	2	2	1	3	2	0	0	0	2	0	0	0	22	1	0	0	2	1	1	0	0	1	0	3	0
Del6:U1:R1	0	2	1	0	0	2	0	1	1	1	2	1	4	0	0	3	3	1	0	1	2	0	1	2	2	0	0	1	1	0	2	14	1	0	0	1	0	2	0	0	2	1	3	1
Del7:U1:R1	0	0	0	0	0	2	2	0	0	0	0	1	2	1	0	1	0	1	0	0	1	0	0	1	0	0	0	2	1	0	0	2	1	0	2	2	0	1	2	0	0	0	1	0
Del8:U1:R1	0	0	2	2	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	1	3	0	2	2	0	1	0	5	1	0	0	2	0	0	0	0	2	1	0	0	0	0	2	0
Del9:U1:R1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	2	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
Del(10,):U1:R1	2	2	3	2	0	5	8	7	7	12	5	2	9	0	3	5	4	3	1	1	12	1	4	11	3	1	1	8	8	3	2	3	4	0	5	4	2	8	3	2	7	3	7	1
Del2:U(2,):R1	0	5	6	5	11	2	6	3	10	9	13	7	251	6	4	6	166	1	7	12	7	4	10	10	13	2	5	12	8	3	11	317	11	10	17	8	2	11	9	6	4	3	12	5
Del3:U(2,):R1	0	3	3	2	3	3	2	0	0	6	2	1	49	2	2	3	32	6	2	3	2	2	4	3	4	1	1	4	3	1	0	91	2	2	3	1	2	6	4	3	1	1	10	2
Del4:U(2,):R1	2	3	3	0	2	1	2	1	3	4	2	0	24	2	1	4	6	1	1	5	4	5	2	2	6	0	3	5	3	3	0	40	6	2	3	3	2	2	5	1	2	5	6	0
Del5:U(2,):R1	2	3	3	3	1	1	3	3	3	2	3	3	7	4	4	1	7	3	1	0	7	1	3	3	3	4	0	6	1	0	0	15	2	2	5	8	4	4	2	4	2	3	4	2
Del6:U(2,):R1	1	2	1	3	1	2	3	1	2	3	2	0	6	6	1	3	9	5	3	1	3	1	2	4	4	1	0	0	2	0	2	9	1	1	6	4	1	2	0	0	1	0	4	1
Del7:U(2,):R1	2	2	4	3	1	1	2	1	2	3	3	0	4	1	4	2	8	3	4	2	6	0	0	3	1	1	2	5	1	0	0	4	1	0	2	5	1	2	0	2	1	1	3	2
Del8:U(2,):R1	0	0	2	1	1	2	5	0	0	1	4	1	1	2	2	3	3	3	2	2	2	1	2	1	5	1	0	2	1	0	1	1	4	2	3	2	2	0	1	0	1	0	1	1
Del9:U(2,):R1	1	0	1	3	2	1	3	0	3	1	7	0	4	0	2	0	4	0	0	3	0	2	1	3	1	0	0	2	0	1	0	1	0	0	2	2	0	1	5	1	0	1	4	0
Del(10,):U(2,):R1	2	6	9	4	6	9	14	10	14	16	19	5	23	13	11	7	7	6	6	14	42	6	17	14	13	4	5	16	17	7	10	9	11	6	16	21	8	11	18	3	5	5	25	0
Del2:U1:R3	0	4	7	7	6	1	7	5	5	10	6	3	120	7	4	2	33	5	2	11	5	3	12	4	11	0	0	5	7	4	8	69	5	8	8	4	3	7	5	1	3	0	12	5
Del2:U1:R4	1	1	3	1	6	2	0	3	3	4	2	0	50	0	4	3	10	3	3	2	1	1	3	1	4	0	2	5	4	0	7	46	3	3	4	1	0	3	6	0	4	3	9	1
Del2:U1:R(5,9)	0	0	5	0	4	3	0	2	2	5	3	3	614	2	3	0	497	4	1	6	1	1	4	3	0	1	1	9	1	2	3	2912	7	0	5	2	2	1	5	3	0	5	13	2
Del2:U2:R2	1	9	18	10	16	4	6	14	17	20	16	17	255	11	10	9	53	5	17	19	14	10	22	19	16	4	13	26	28	10	23	282	20	16	18	7	15	23	18	6	3	13	37	8
Del2:U2:R3	0	2	1	5	8	1	1	7	1	4	3	4	136	2	4	2	55	6	7	3	10	2	6	8	4	3	4	11	9	2	6	203	11	2	3	0	4	8	6	2	3	3	17	1
Del2:U2:R4	1	0	3	3	1	1	0	3	4	4	4	0	218	1	6	3	141	2	0	7	3	1	1	2	3	0	2	4	4	1	2	443	5	0	2	1	1	2	1	0	1	4	4	2
Del2:U2:R(5,9)	1	4	15	2	12	3	2	3	10	9	9	3	1510	2	2	7	857	8	4	12	9	5	9	5	20	1	8	10	10	7	1	3678	15	1	9	3	8	6	8	1	4	9	7	4
Del3:U1:R4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
Del3:U1:R(5,9)	1	1	0	0	0	1	0	0	0	3	2	1	11	1	0	2	6	1	0	1	1	0	0	0	2	0	0	1	1	0	1	42	1	2	2	0	0	2	0	0	0	2	4	1
Del3:U3:R2	4	6	22	15	26	8	3	20	20	16	14	6	299	11	11	10	34	18	14	18	21	12	14	20	24	5	6	30	33	12	15	299	31	17	24	15	12	14	16	2	8	16	35	9
Del3:U3:R3	1	2	4	5	6	2	4	5	2	7	5	3	88	4	0	3	26	6	5	6	7	2	4	5	13	3	1	3	11	2	6	106	10	3	9	6	4	1	3	1	4	2	16	3
Del3:U3:R4	0	1	2	2	4	2	1	2	1	1	1	0	37	0	2	1	12	0	2	1	1	0	2	1	7	0	0	2	9	0	2	66	7	3	1	0	1	1	0	1	0	1	6	0
Del3:U3:R(5,9)	0	1	1	0	1	0	0	3	1	1	0	1	98	2	0	0	42	0	1	0	3	0	2	1	0	1	0	2	0	1	1	170	3	3	1	0	0	0	1	0	0	0	4	0
Del4:U1:R(5,9)	0	1	1	0	0	0	0	0	0	0	0	0	3	0	1	0	4	1	1	1	0	1	0	0	1	0	0	0	1	0	1	5	2	0	0	0	0	1	1	0	2	2	0	0
Del4:U2:R3	0	0	0	0	0	0	0	2	0	1	0	0	3	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	2	1	0	1	0	0	0	2	0	0
Del4:U2:R4	0	0	0	1	2	0	2	1	2	0	1	0	15	0	1	1	3	0	2	1	3	0	1	1	3	1	0	3	0	1	2	6	0	2	2	0	1	0	1	0	0	0	7	0
Del4:U2:R(5,9)	0	0	1	1	2	1	2	1	3	0	1	1	79	1	1	0	23	2	1	1	5	1	5	2	8	1	1	5	3	2	7	199	6	0	8	1	0	3	0	1	0	0	8	0
Del4:U4:R2	4	8	14	10	15	2	3	10	3	10	5	5	89	3	4	8	28	6	12	11	14	2	10	13	22	0	4	29	24	7	10	125	16	9	20	7	6	10	5	1	8	7	45	7
Del4:U4:R3	0	3	3	0	1	1	3	4	4	3	5	2	44	2	0	1	25	1	2	7	4	1	0	5	7	0	3	5	5	2	4	52	4	2	4	2	5	0	1	0	0	2	13	3
Del4:U4:R4	0	1	1	2	2	0	3	1	0	1	3	2	21	0	1	0	28	1	1	3	1	4	2	5	3	0	2	3	2	1	2	43	3	1	1	1	0	4	3	1	0	2	5	0
Del4:U4:R(5,9)	0	0	2	0	1	1	0	1	2	2	2	1	101	1	0	0	36	1	0	3	2	0	2	1	3	0	0	2	2	0	0	127	1	0	0	1	1	1	3	0	0	1	4	0
Del5:U1:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
Del5:U5:R2	1	1	1	3	3	0	0	3	1	3	2	2	19	0	4	2	6	0	0	2	5	1	5	4	6	1	0	5	1	1	1	17	4	3	5	2	0	3	2	3	1	2	15	1
Del5:U5:R3	0	1	0	0	0	0	0	0	1	0	0	0	12	1	0	0	6	2	0	0	2	0	0	1	2	0	0	0	0	0	1	11	1	2	3	0	1	0	0	0	0	1	2	0
Del5:U5:R4	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	3	0	0	0	3	0	1	0	1	0	0	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	2	0
Del5:U5:R(5,9)	0	0	0	0	0	1	1	0	0	0	1	0	12	0	0	0	7	0	0	1	3	1	1	1	1	0	0	0	0	1	0	8	0	0	0	0	0	1	0	1	0	0	0	0
Del(6,):U1:R(7,9)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U2:R(4,9)	0	2	0	0	1	0	0	0	1	1	0	0	12	0	1	0	3	0	0	0	1	0	0	0	0	1	0	1	0	0	0	18	0	0	0	0	0	0	1	0	0	1	0	0
Del(6,):U3:R(3,9)	0	0	0	0	0	0	0	1	0	0	1	1	9	0	0	1	5	0	1	1	1	0	0	2	1	0	0	1	4	1	0	10	1	0	1	1	0	0	1	0	2	0	2	0
Del(6,):U(4,):R(2,9)	0	3	7	5	6	5	5	2	6	11	10	2	48	1	0	10	42	11	5	15	19	11	13	9	9	2	4	7	11	1	10	38	13	1	10	4	8	12	10	3	7	7	13	3
Ins(2,4):M	6	12	25	17	17	13	9	23	35	28	36	11	339	23	22	17	1403	19	26	62	23	27	34	16	27	5	13	41	22	9	17	249	40	27	14	47	15	26	22	6	16	66	28	14
Ins(5,):M	6	27	29	19	16	37	14	26	36	39	43	14	474	25	28	22	1786	24	29	73	41	33	35	22	23	12	27	45	42	9	18	300	51	27	34	52	19	27	33	19	21	51	24	19
Ins2:U1:R0	0	1	1	0	0	0	0	0	6	3	0	0	12	0	1	0	63	2	1	2	3	1	1	1	2	0	1	1	3	0	1	14	2	2	1	0	0	1	0	0	2	1	0	1
Ins3:U1:R0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0
Ins4:U1:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins2:U2:R0	1	2	2	3	3	7	0	3	7	3	3	1	35	3	1	2	360	1	2	6	9	5	1	2	5	3	0	8	2	0	3	25	4	2	6	8	4	4	5	3	2	7	3	3
Ins3:U3:R0	1	0	1	1	0	2	2	1	3	2	1	1	20	0	4	0	136	0	3	1	3	3	1	1	1	0	1	3	1	1	1	10	0	1	1	3	1	5	4	1	1	2	4	1
Ins4:U2:R0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ins4:U4:R0	0	0	0	0	1	1	2	0	2	3	2	1	7	3	2	2	69	2	1	2	1	2	2	1	1	2	0	1	4	1	1	9	2	1	2	0	1	2	1	0	1	1	1	0
