MutationType	SP101845	SP101682	SP61553	SP101724	SP102103	SP102174	SP101622	SP102161	SP101654	SP102074	SP101694	SP101616	SP101666	SP101558	SP102096	SP102084	SP101580	SP102064	SP101564	SP101921	SP101648	SP101628	SP101708	SP102055	SP101634	SP101588	SP101584	SP101686	SP101532	SP101732	SP101528	SP101536	SP101576	SP102015	SP102168	SP101716	SP101592	SP101658	SP102045	SP101552	SP101519	SP101690	SP102123	SP101662	SP101600	SP101544	SP102133	SP101881	SP102035	SP101642	SP101596	SP101670	SP101674	SP101572	SP101678	SP101740	SP101700	SP101891	SP102143	SP102113	SP101521	SP101526	SP101540	SP101604	SP101548	SP101523	SP102090	SP101795	SP102187	SP101515	SP101931	SP101610	SP61703	SP59707	SP68659	SP62616	SP59761	SP66960	SP61453	SP63796	SP69155	SP59950	SP59938	SP64976	SP64296	SP65807	SP59803	SP66159	SP63356	SP68348	SP62450	SP67428	SP61713	SP68725	SP67609	SP62110	SP64546	SP63546	SP60322	SP60243	SP63966	SP60362	SP69077	SP67346	SP66687	SP63716	SP65376	SP61343	SP60001	SP59860	SP60610	SP64036	SP60842
G[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]A	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
T[Ins(C):R0]G	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
T[Ins(C):R0]T	1	0	0	2	1	1	1	0	1	0	3	4	1	0	0	1	1	2	0	0	2	0	2	1	0	2	3	1	0	1	1	1	0	1	0	2	2	0	4	2	0	1	0	0	3	1	78	1	0	5	2	0	1	0	4	3	1	3	1	2	1	0	1	0	1	1	0	0	3	0	1	0	1	0	0	1	2	1	1	0	2	3	2	0	0	0	2	1	0	1	1	0	0	1	1	1	0	1	0	0	1	2	0	1	1	0	2	1	1	0	1	5	1
T[Ins(C):R1]A	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	3	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
T[Ins(C):R1]G	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R1]T	1	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	2	1	0	0	2	1	0	0	0	0	0	0	2	0	1	1	0	0	1	1	1	0	0	2	0	1	5	0	1	2	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	2	0	0	1	0	0	0	0	1	0
T[Ins(C):R2]A	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R2]G	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R2]T	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
T[Ins(C):R3]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
T[Ins(C):R3]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R3]T	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
T[Ins(C):R4]A	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	80	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R4]G	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R4]T	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	34	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R5]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	31	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R5]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R5]T	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	38	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1
T[Ins(C):R6]A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	45	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R6]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R6]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R7]A	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	90	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1
T[Ins(C):R7]G	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	19	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
T[Ins(C):R7]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
T[Ins(C):R8]A	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	38	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R8]T	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]A	2	1	0	1	0	1	0	1	1	1	1	1	0	0	1	2	2	2	0	1	3	3	2	1	1	1	3	0	3	0	0	1	0	0	3	10	1	0	6	2	1	3	0	0	0	1	38	2	2	1	0	0	1	0	0	6	1	1	0	0	2	3	1	1	3	0	2	0	3	2	0	0	3	1	1	1	1	1	2	0	0	1	0	1	2	6	2	1	0	2	0	1	0	0	4	1	2	1	1	2	0	1	2	2	1	0	1	0	3	2	0	4	1
A[Ins(T):R0]C	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	1	0	2	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A[Ins(T):R0]G	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	1	1	0	0	0	0	0	0	11	1	0	0	0	0	1	0	0	0	0	2	0	0	3	0	1	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	3	0	0	0	1	3	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	0	2	0
A[Ins(T):R1]A	2	3	0	0	0	1	2	3	1	1	2	2	1	1	2	1	0	0	0	0	0	0	0	0	1	2	2	0	2	1	2	3	1	1	0	4	2	1	0	0	1	1	0	0	1	3	2	1	1	0	1	2	1	0	3	0	0	3	1	1	0	1	2	0	0	1	0	2	0	1	4	1	3	0	0	1	1	3	0	0	0	0	0	0	0	1	3	2	0	0	0	1	1	0	1	4	1	0	0	0	0	0	4	0	0	0	2	1	1	2	1	0	1
A[Ins(T):R1]C	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	2	1	2	0	0	0	0	2	1	1	2	1	2	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	2	1	0	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	0	3	0	1	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0
A[Ins(T):R1]G	0	2	0	0	1	1	2	2	0	1	2	1	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	2	0	1	0	0	3	0	0	3	0	0	0	1	11	1	0	1	2	1	0	2	1	4	0	0	0	1	0	0	0	1	1	0	1	3	3	0	0	1	3	2	0	0	1	0	0	1	0	1	0	1	0	0	0	2	1	0	1	0	0	0	0	1	2	2	0	0	0	1	2	1	1	0	0	0	2	0	3	0	1
A[Ins(T):R2]A	1	1	0	2	1	2	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	1	0	16	1	2	0	3	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	2	2	1	0	0	2	0	2	1	1	1	0	0	0	1	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	2	1	2
A[Ins(T):R2]C	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	8	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
A[Ins(T):R2]G	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	2	0	1	1	0	2	1	2	2	3	1	0	0	1	1	0	1	0	0	1	23	2	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	2	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R3]A	0	1	0	2	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	12	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1
A[Ins(T):R3]C	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0	0	0	1	11	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	1	1	0	0
A[Ins(T):R3]G	1	0	0	2	0	1	1	1	1	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	2	0	0	1	0	21	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	1	0	0	2	0	0	1	0	0	0	0	1	1	0	0	1
A[Ins(T):R4]A	2	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	64	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	1
A[Ins(T):R4]C	1	0	2	2	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	52	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	2	1	0	1	0	0	0	1	1	0
A[Ins(T):R4]G	0	1	0	3	1	0	1	1	0	0	0	2	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	0	0	0	3	2	0	0	0	1	47	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	2	0	0	0	3	0	0	0	0	0	2	0	2	0	1	0	0	0	1	2	0	0	1	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	2	2	0	0	2	2	0	0	0	1	0	0	0
A[Ins(T):R5]A	0	1	3	2	0	2	1	0	1	1	1	3	0	0	1	2	1	1	2	0	1	1	1	0	1	0	1	0	0	1	0	3	1	0	1	6	0	0	2	1	4	3	3	0	0	0	168	0	1	1	2	1	0	0	1	1	0	0	0	0	1	0	4	0	0	0	1	0	0	0	1	1	4	1	0	0	0	3	0	1	1	1	1	2	2	3	2	3	0	2	0	1	0	0	0	1	0	0	0	0	2	3	0	0	2	4	1	0	1	0	0	0	0
A[Ins(T):R5]C	2	0	4	2	2	1	0	1	2	1	3	2	3	1	0	4	2	0	2	0	0	1	1	1	0	2	2	0	1	1	0	1	1	1	2	1	0	0	0	1	4	3	1	0	2	2	115	1	0	2	3	1	1	0	2	1	0	0	0	1	2	3	2	1	0	0	2	0	0	0	2	1	1	1	1	1	1	0	1	0	0	1	2	1	3	1	0	2	1	0	0	1	0	0	0	0	0	1	0	0	4	3	0	0	4	1	0	1	1	0	0	1	0
A[Ins(T):R5]G	2	0	2	3	0	1	1	0	2	0	1	3	1	1	0	1	2	3	1	2	0	4	0	1	0	1	0	0	1	0	0	1	4	1	2	0	0	0	1	0	2	0	1	0	1	1	113	0	0	0	3	0	0	1	1	1	0	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	4	2	0	1	0	1	1	1	1	2	1	0	0	1	2	0	1	0	1	1	0	1	1	0	0	1	0	0	3	0	0	3	1	0	0	0	0	3	0	2	0
A[Ins(T):R6]A	2	0	6	3	2	5	0	0	4	1	3	5	0	2	2	2	2	0	1	4	2	2	2	2	1	1	1	1	1	4	0	1	4	1	2	6	2	0	0	1	1	1	1	1	1	4	297	0	2	2	2	3	0	1	2	3	0	0	2	0	4	2	3	4	1	0	3	1	0	0	3	0	5	2	4	0	6	7	1	0	0	1	1	2	5	1	0	2	3	4	0	1	2	1	1	2	1	2	0	2	9	0	2	3	6	1	2	5	1	1	2	2	2
A[Ins(T):R6]C	3	1	3	4	0	0	1	0	4	1	0	5	1	0	2	7	6	0	2	3	4	3	2	0	0	2	3	2	2	2	0	2	5	0	4	5	2	2	3	0	4	0	5	1	2	4	254	2	1	3	5	1	0	3	4	0	3	0	3	0	3	2	8	1	1	0	1	2	3	0	3	0	2	2	2	2	5	2	0	1	3	2	2	2	6	6	3	3	2	6	5	1	3	2	1	3	1	1	1	0	5	3	3	0	6	4	2	2	0	5	1	4	3
A[Ins(T):R6]G	4	1	3	1	0	6	0	3	3	4	2	6	1	3	4	4	3	2	4	3	0	2	0	2	0	3	1	4	1	2	0	3	4	0	1	11	0	1	0	1	3	0	3	2	2	4	386	1	0	7	4	1	1	2	4	0	3	0	1	0	5	7	4	1	2	1	1	2	1	1	1	0	8	3	0	0	1	4	4	0	2	2	0	4	6	1	4	1	1	3	2	1	2	1	0	3	1	1	0	0	7	6	3	2	4	2	3	2	0	1	2	6	2
A[Ins(T):R7]A	3	0	4	3	2	2	0	0	4	1	1	6	3	0	4	4	3	3	1	4	0	6	2	1	1	4	1	2	0	1	0	1	3	0	1	10	2	1	2	3	2	1	4	2	3	1	541	0	2	4	6	3	0	2	2	2	1	0	2	1	1	1	4	3	1	1	1	2	0	0	1	4	4	1	2	1	1	1	2	0	2	4	0	3	4	7	3	2	2	7	1	0	0	1	1	1	2	3	0	0	6	4	2	2	6	3	5	2	0	2	3	3	0
A[Ins(T):R7]C	3	3	7	7	1	0	3	0	3	0	3	7	0	1	3	3	0	2	3	3	1	4	1	0	1	3	2	2	1	6	2	3	1	0	2	12	3	0	3	1	6	0	4	2	5	5	369	1	1	3	4	2	1	3	6	0	1	1	2	1	1	3	5	2	2	0	4	2	2	0	3	2	3	3	1	3	6	5	2	1	0	2	1	2	8	3	4	3	4	4	0	2	1	0	2	0	0	1	3	1	4	3	4	2	4	1	0	1	3	8	2	2	1
A[Ins(T):R7]G	5	1	4	2	2	3	2	2	2	1	4	5	0	0	5	2	3	0	1	1	0	1	3	0	0	2	2	0	2	4	2	2	1	1	6	3	0	1	0	0	6	4	3	1	2	1	454	0	2	3	0	2	0	3	4	1	1	2	1	2	0	4	6	3	3	3	3	1	0	1	6	0	6	2	3	4	0	5	0	2	2	4	2	1	1	3	4	0	4	5	1	1	0	1	2	5	1	2	1	3	4	7	1	2	4	0	1	2	1	7	2	5	0
A[Ins(T):R8]A	1	1	2	7	1	1	1	3	2	4	1	5	2	1	3	2	0	5	1	5	3	3	2	3	1	1	2	1	2	1	1	0	1	0	0	6	1	0	5	0	9	4	7	1	6	10	589	2	1	8	3	1	1	0	6	2	0	1	2	3	7	5	6	2	0	3	2	0	1	2	3	2	4	1	2	1	2	8	2	2	1	2	1	2	1	1	6	3	3	2	0	4	0	0	0	2	1	2	0	0	6	4	3	1	7	6	0	1	4	3	1	3	3
