MutationType	CPCT02020389T	CPCT02080033T	CPCT02060156T	DRUP01340014T	DRUP01010121T	CPCT02130034T	CPCT02260015T	CPCT02220071T	CPCT02010710T	CPCT02340068T	CPCT02130050T	DRUP01060016T	CPCT02260017T	CPCT02020682T	DRUP01030013T	CPCT02130059T	WIDE01010296T	CPCT02380044T	CPCT02060117T	CPCT02080220T	CPCT02210056T	CPCT02020734T	CPCT02020716T	CPCT02080226T	DRUP01080014T	DRUP01270003T	CPCT02190044T	CPCT02130131T	CPCT02220054T	CPCT02330075T	CPCT02130134T	CPCT02130148T	CPCT02070381T	DRUP01070053T	DRUP01060025T	DRUP01100007T	CPCT02380019T	CPCT02020598T	DRUP01070059T	CPCT02080152T	CPCT02070406T	CPCT02450002T	DRUP01070024T	DRUP01060027T	CPCT02030381T	DRUP01220005T	CPCT02370010T	CPCT02020623T	CPCT02290023T	DRUP01010022T	CPCT02070159T	CPCT02030354T	CPCT02020565T	CPCT02060114T	CPCT02060118T	CPCT02220002T	DRUP01030002T	CPCT02070060T	CPCT02030320T	CPCT02060035T	CPCT02070110T	CPCT02020492T	CPCT02030327T	CPCT02020503T	CPCT02380029T	CPCT02020636T	CPCT02130013T	DRUP01110002T	WIDE01010639T	DRUP01010167T	WIDE01010570T
A[Ins(C):R2]A	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	2	2	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	3	1	0	0	0	0	0	2	1	0	3	0	0	2
A[Ins(C):R2]G	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0
A[Ins(C):R2]T	0	0	0	0	0	0	2	1	0	0	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	2	0	1	0	0	0	0	2	0	1	4	0	3	0
A[Ins(C):R3]A	0	0	2	3	1	0	0	1	1	0	0	0	1	0	6	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	1	0	5	1	0	0	4	0	0	0	1	0	0	0	1	0	0	1	0	0	0	7	0	0	2	0	3	0
A[Ins(C):R3]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0
A[Ins(C):R3]T	0	1	0	1	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	0	3	1
A[Ins(C):R4]A	0	1	1	1	1	0	0	3	0	1	0	1	0	2	8	0	1	0	3	0	1	1	0	0	2	0	1	0	0	3	0	0	0	1	1	4	1	0	2	4	1	0	1	0	0	2	2	1	1	15	0	0	0	1	0	1	0	0	0	0	0	0	0	0	16	1	0	26	0	21	0
A[Ins(C):R4]G	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	9	0	11	0
A[Ins(C):R4]T	0	0	0	0	0	0	0	1	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	1	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	10	0	0	12	0	11	0
A[Ins(C):R5]A	0	0	0	2	0	0	0	5	0	0	0	0	0	0	10	0	0	0	1	0	1	0	0	0	7	0	0	1	1	0	0	0	0	0	0	0	0	1	1	6	0	1	1	0	0	2	0	0	2	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20	0	1	25	0	20	1
A[Ins(C):R5]G	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	4	0
A[Ins(C):R5]T	0	0	0	0	0	0	0	1	0	0	0	0	0	1	5	1	1	0	0	1	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	14	0	19	0
A[Ins(C):R6]A	0	1	1	1	0	0	0	2	0	0	2	0	0	0	14	1	1	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	1	0	0	1	2	7	0	0	0	0	0	1	1	1	0	16	1	0	0	0	0	0	0	1	0	0	0	0	0	0	10	1	1	32	0	15	1
A[Ins(C):R6]G	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	11	1	5	0
A[Ins(C):R6]T	0	1	0	0	0	0	0	2	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	1	0	12	0	7	1
A[Ins(C):R7]A	0	2	3	1	3	1	1	18	1	1	1	1	0	0	37	2	1	1	0	2	3	2	0	2	33	1	0	1	1	4	0	1	0	1	1	1	0	1	1	23	0	0	0	0	3	2	1	3	1	46	0	0	0	1	0	0	3	0	2	2	0	2	0	2	40	1	1	97	1	37	1
A[Ins(C):R7]G	0	0	0	0	0	0	0	1	0	0	0	0	1	0	8	0	0	2	0	1	1	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	1	0	1	8	0	0	1	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	1	0	0	1	0	1	13	0	0	24	0	10	0
A[Ins(C):R7]T	0	1	1	0	0	0	0	6	0	0	0	0	0	1	10	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	1	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	24	0	7	0
A[Ins(C):R8]A	0	0	1	0	0	0	1	13	1	0	1	1	0	0	16	1	1	1	1	0	1	3	0	0	19	0	0	0	1	4	1	0	0	0	0	2	1	0	0	12	0	1	1	0	0	1	0	0	1	32	3	0	1	1	0	1	1	0	2	1	0	0	0	5	30	3	0	68	1	28	2
A[Ins(C):R8]G	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	11	0	6	0
A[Ins(C):R8]T	0	0	0	0	1	2	0	4	0	0	0	0	1	1	7	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	1	0	0	1	0	0	0	0	0	12	1	0	27	1	9	0
A[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R0]A	0	0	0	65	0	0	0	1	0	0	0	0	1	1	0	1	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	3	0	0	2	0	60	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	1	1	2	1
G[Ins(C):R0]G	0	0	0	1	1	0	0	1	0	0	1	0	0	1	2	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	3	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	7	0	3	0
G[Ins(C):R0]T	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	2	0	1	0	2	2	3	0	0	0	0	1	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0
G[Ins(C):R1]A	0	0	0	12	0	0	0	3	0	1	0	0	2	1	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	2	0	11	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	4	1
G[Ins(C):R1]G	0	0	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	1	0	0	1	2	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
G[Ins(C):R1]T	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	2	0	0	2	1	0	0	0	1	1	2	0	1	1	2	9	1	1	0	2	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	4	0	1	1
G[Ins(C):R2]A	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0
G[Ins(C):R2]G	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
G[Ins(C):R2]T	0	0	0	1	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	1	0	0	1	0	1	2	1	0	0	0	1	2	1	2	0	0	3	1
G[Ins(C):R3]A	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	6	0	0	3	2	4	1
G[Ins(C):R3]G	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	7	0
G[Ins(C):R3]T	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	3	0	0	3	0	2	0
G[Ins(C):R4]A	0	0	0	0	0	0	0	4	0	0	0	1	0	0	4	0	0	0	0	1	1	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	1	11	3	2	35	1	24	0
G[Ins(C):R4]G	0	0	1	1	1	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	5	0	4	0
G[Ins(C):R4]T	0	0	0	0	0	0	1	2	0	0	0	0	1	0	7	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	1	0	0	0	0	10	0	0	21	0	7	0
G[Ins(C):R5]A	0	0	0	2	0	0	0	3	1	0	0	0	0	0	9	0	0	0	1	2	0	0	1	1	6	0	0	0	1	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	1	13	0	0	26	0	14	0
G[Ins(C):R5]G	0	0	0	0	0	0	0	3	0	1	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	1	0	8	0	7	0
G[Ins(C):R5]T	0	0	0	0	0	0	0	4	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0	1	0	12	0	0	0	0	0	0	0	0	0	0	1	0	1	0	14	0	0	22	1	15	0
G[Ins(C):R6]A	0	0	0	0	0	0	0	9	2	1	0	0	2	2	14	0	1	0	0	3	1	0	1	0	11	0	0	1	0	0	0	0	1	0	0	0	0	0	2	12	0	2	0	0	0	2	0	0	0	25	1	0	0	0	0	0	0	1	0	0	0	0	0	0	28	0	0	40	0	26	0
G[Ins(C):R6]G	0	1	1	0	0	0	0	2	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	17	0	18	1
G[Ins(C):R6]T	0	1	0	0	0	0	0	8	0	0	0	0	0	1	21	0	1	1	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	36	1	22	1
G[Ins(C):R7]A	0	2	1	1	2	0	1	16	1	0	0	0	0	1	39	1	0	1	1	2	0	1	0	1	18	0	1	0	0	0	0	0	0	0	1	0	0	0	0	24	0	1	0	1	0	2	1	1	1	57	2	0	0	0	0	1	1	2	1	0	0	0	0	0	47	0	0	89	0	43	1
G[Ins(C):R7]G	1	0	0	0	2	0	0	5	0	0	0	0	0	1	10	1	0	2	0	0	0	0	0	1	12	0	0	0	1	1	1	0	0	0	0	1	0	0	0	9	0	0	0	1	1	0	1	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	31	1	16	1
G[Ins(C):R7]T	0	1	0	0	0	1	0	3	0	0	0	0	0	1	11	0	0	1	1	0	0	0	0	1	11	0	0	0	1	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	1	1	0	0	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	0	0	41	2	22	0
G[Ins(C):R8]A	0	0	1	0	1	0	2	13	0	0	0	0	0	1	21	0	3	0	0	3	1	1	0	1	17	0	0	1	0	1	0	1	0	0	0	1	0	0	0	17	0	0	0	0	2	0	1	0	0	23	0	0	0	1	1	1	1	1	0	1	0	0	0	0	31	0	0	57	0	33	0
G[Ins(C):R8]G	0	0	0	0	1	0	0	1	1	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	6	0	0	12	0	5	0
G[Ins(C):R8]T	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	20	0	12	0
G[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]A	1	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	5	1	0	7	0	0	0
T[Ins(C):R0]G	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	5	1	2	0
T[Ins(C):R0]T	2	1	2	0	0	2	1	7	1	1	0	1	3	3	20	0	1	2	0	1	1	1	0	1	11	0	0	5	0	1	0	2	0	2	5	4	1	0	0	12	0	0	1	1	2	1	7	2	1	14	2	1	2	1	1	0	3	1	0	1	0	1	1	1	26	0	2	40	0	14	2
T[Ins(C):R1]A	0	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	2	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	2	0	1	0	1	0	0	2	2	2	0	0	0	0	0	1	0	1	0	0	1	0	0	1	2	3	0	2	0	1	0
T[Ins(C):R1]G	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
T[Ins(C):R1]T	1	0	2	0	0	0	1	6	1	0	0	0	1	0	5	0	2	3	1	0	1	0	0	1	1	0	0	2	1	1	2	0	1	1	3	1	3	2	1	2	6	0	4	0	1	1	4	1	0	7	1	2	1	0	1	0	0	1	0	1	2	0	0	3	4	1	1	13	0	5	2
T[Ins(C):R2]A	0	1	0	0	1	1	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	1	1	2	1	0	3	0	3	0
T[Ins(C):R2]G	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
T[Ins(C):R2]T	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	5	0	0	1	0	3	0	0	2	1	0	0	1	1	0	1	0	0	3	1	4	0
T[Ins(C):R3]A	0	1	0	2	0	0	1	1	0	0	1	0	1	1	2	1	2	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	8	0	3	2
T[Ins(C):R3]G	0	0	0	0	1	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	3	1
T[Ins(C):R3]T	0	0	0	0	0	0	2	1	0	0	1	2	0	1	6	1	1	3	1	0	1	0	0	0	4	0	1	0	1	0	0	0	1	0	0	0	1	0	2	1	1	1	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	8	1	1	8	0	5	0
T[Ins(C):R4]A	1	0	0	0	0	0	1	15	0	0	0	0	0	0	34	0	2	1	1	1	0	1	0	0	12	0	0	0	0	0	0	1	0	1	1	3	2	0	2	12	1	1	1	1	1	1	0	0	1	50	0	0	0	0	0	1	0	1	0	0	1	1	1	1	42	0	1	80	0	60	1
T[Ins(C):R4]G	0	1	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	6	0	4	1
T[Ins(C):R4]T	0	0	1	2	0	2	1	6	0	3	0	0	0	0	21	0	1	0	0	0	0	1	0	1	13	0	0	0	0	0	0	0	0	0	0	1	0	0	7	6	0	1	1	0	1	0	0	0	1	19	0	0	0	0	0	0	1	0	0	0	0	0	1	0	24	1	0	36	1	22	0
T[Ins(C):R5]A	0	0	1	2	0	0	1	4	1	0	0	0	0	0	18	0	2	0	0	1	0	0	0	0	8	0	0	1	0	0	0	1	0	0	0	0	0	0	3	7	1	0	0	0	0	5	0	0	1	19	0	0	0	0	1	0	0	0	1	0	0	0	0	1	27	0	0	37	0	19	0
T[Ins(C):R5]G	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	8	0	5	0
T[Ins(C):R5]T	0	0	0	0	0	0	0	5	0	1	2	0	2	1	16	0	1	0	0	0	0	1	0	0	6	0	0	0	2	0	1	0	1	1	0	0	1	0	10	4	0	1	1	1	0	1	0	0	0	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	15	0	2	22	1	24	0
T[Ins(C):R6]A	0	1	0	4	0	0	0	5	0	0	1	0	0	0	20	0	1	0	0	1	1	1	0	1	12	0	0	0	0	0	0	0	0	0	1	2	0	0	0	6	0	0	0	0	0	2	1	0	0	20	1	0	0	0	0	0	1	0	0	2	0	2	0	0	18	0	0	43	1	22	0
T[Ins(C):R6]G	1	0	0	0	0	0	0	3	0	1	1	1	0	0	10	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	10	0	0	26	0	3	0
T[Ins(C):R6]T	1	1	0	0	0	1	0	2	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	11	1	0	1	0	0	0	0	0	0	0	0	1	0	0	15	0	0	22	0	16	0
T[Ins(C):R7]A	2	1	2	1	0	0	0	14	1	0	0	0	4	0	28	0	1	6	3	2	4	1	0	0	26	0	0	0	0	1	0	0	0	0	1	0	0	0	1	19	0	0	1	0	0	0	1	0	2	36	0	0	0	0	1	0	1	1	1	2	0	0	0	1	36	0	2	62	0	33	0
T[Ins(C):R7]G	0	0	1	1	0	0	0	7	0	2	0	0	1	0	13	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	1	14	1	1	0	0	0	0	0	0	1	0	0	1	0	0	12	0	0	33	0	11	1
T[Ins(C):R7]T	0	0	1	0	0	0	1	4	1	0	2	0	0	2	9	0	2	0	2	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	13	0	1	1	0	0	0	0	0	0	0	0	0	1	0	25	0	1	22	0	10	0
T[Ins(C):R8]A	0	1	2	0	1	0	1	13	0	0	1	1	1	1	24	0	0	2	0	0	0	0	1	0	17	0	0	1	0	1	0	0	1	1	1	1	1	0	2	12	0	3	0	1	0	0	1	0	1	22	1	0	0	1	0	0	0	0	1	0	0	0	0	1	47	1	0	74	1	26	1
T[Ins(C):R8]G	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	11	0	8	0
T[Ins(C):R8]T	0	0	0	0	0	0	1	4	0	0	0	0	1	0	8	1	2	0	1	0	0	0	0	0	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	1	6	0	0	0	1	0	0	0	0	2	0	0	1	0	0	14	0	1	22	0	11	2
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]A	1	3	4	0	2	3	5	17	1	2	2	1	4	8	36	5	5	2	3	4	2	0	1	5	18	5	3	2	4	8	2	6	1	3	15	4	4	2	1	18	5	8	4	3	3	6	13	1	9	53	2	3	1	0	3	1	3	10	8	1	4	3	0	2	62	6	2	103	1	36	2
