MutationType	SP95454	SP94741	SP90209	SP90989	SP93540	SP93227	SP94348	SP94588	SP90725	SP94236	SP93772	SP92195	SP89957	SP92268	SP92707	SP89687	SP90269	SP94933	SP95126	SP95646	SP89443	SP89651	SP94060	SP92787	SP92723	SP92364	SP95406	SP91746	SP92332	SP91730	SP92947	SP91666	SP90245	SP90893	SP89519	SP94917	SP92659	SP94332	SP94661	SP93652	SP90125	SP94540	SP95222	SP89389	SP90503	SP92460	SP92931	SP91265	SP89909	SP90629	SP95550
T[Ins(C):R4]T	12	28	26	19	37	26	24	0	0	0	1	0	0	0	0	0	0	84	0	0	0	0	0	1	0	40	0	0	0	0	0	1	0	0	0	8	0	1	0	0	0	0	0	0	0	6	0	0	7	0	0
T[Ins(C):R5]A	9	16	34	13	24	38	16	0	0	0	2	0	0	0	0	0	1	77	0	1	0	0	0	1	0	32	0	0	1	1	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	6	0	0	5	0	0
T[Ins(C):R5]G	3	4	5	3	5	4	3	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	3	0	0	3	1	0
T[Ins(C):R5]T	13	22	33	18	39	36	17	1	0	0	0	0	0	1	0	0	0	78	0	0	0	0	1	0	0	42	0	0	1	1	0	0	0	0	0	7	2	0	0	0	0	1	0	0	0	12	0	1	3	1	0
T[Ins(C):R6]A	17	36	55	17	39	62	32	0	0	0	0	0	0	0	1	0	0	102	0	0	0	0	1	1	0	47	0	0	1	1	0	0	1	0	0	9	1	0	0	0	0	0	0	0	0	12	0	1	5	0	0
T[Ins(C):R6]G	7	13	13	7	9	10	10	0	0	0	0	0	0	0	1	0	0	25	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0
T[Ins(C):R6]T	8	21	44	15	29	42	10	1	1	0	0	1	0	0	0	0	1	51	0	1	0	0	1	0	0	30	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	5	0	0	5	0	1
T[Ins(C):R7]A	35	57	82	52	79	63	53	0	0	1	0	0	0	0	0	0	3	139	1	0	0	0	0	0	0	103	0	1	0	0	0	1	0	1	1	27	2	0	0	0	0	1	0	0	0	19	0	0	10	0	1
T[Ins(C):R7]G	10	16	15	8	19	19	9	1	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	6	0	0	0	0	1
T[Ins(C):R7]T	24	25	33	17	26	26	18	0	0	0	0	0	0	0	0	0	0	57	0	2	0	0	0	0	1	31	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	9	1	0	10	1	0
T[Ins(C):R8]A	12	38	37	34	39	28	26	0	1	0	0	0	0	0	1	0	0	91	0	0	0	0	0	0	0	51	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	1	0	12	0	1	6	1	0
T[Ins(C):R8]G	1	5	3	2	1	2	2	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
T[Ins(C):R8]T	8	3	14	7	12	6	10	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0	1	0	1	0	0	0	0	3	0	0	1	0	0
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]A	9	31	63	18	41	68	29	1	0	1	1	2	0	0	1	2	3	87	0	0	2	3	0	1	1	47	1	1	2	1	1	1	1	2	1	9	27	3	1	1	3	1	1	1	0	3	0	1	3	2	0
A[Ins(T):R0]C	1	0	0	1	1	4	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]G	12	14	52	15	16	192	4	0	0	0	0	1	0	1	1	0	1	33	0	1	0	0	0	0	0	29	0	0	0	1	0	0	1	1	0	7	10	0	0	0	0	0	0	1	0	1	0	0	5	0	0
A[Ins(T):R1]A	1	6	13	2	6	14	7	3	1	1	3	0	3	1	0	1	2	18	1	0	1	0	1	1	0	10	0	1	2	1	0	0	1	3	1	4	2	1	3	3	0	1	0	2	0	4	2	4	2	3	0
A[Ins(T):R1]C	0	3	6	0	1	12	1	1	0	0	1	0	2	0	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	1	2	1	0	1	0	0	0	0	1	0	0	1	0	2	1
A[Ins(T):R1]G	7	9	20	10	9	34	6	1	1	0	1	0	0	0	0	1	0	18	1	0	3	0	0	0	1	19	0	1	0	2	0	0	0	0	0	7	4	0	0	1	2	0	0	1	0	4	1	0	3	1	1
A[Ins(T):R2]A	6	19	10	6	13	12	14	1	4	0	0	0	1	0	0	1	0	39	0	2	1	0	2	0	0	24	0	0	3	1	0	2	1	0	4	5	4	0	0	0	2	0	0	0	2	8	0	0	5	2	0
A[Ins(T):R2]C	3	10	10	4	3	14	5	1	0	1	0	0	0	1	0	0	0	18	1	0	0	0	1	0	0	7	0	1	0	1	0	0	0	0	0	2	1	0	1	0	1	0	0	1	0	6	0	0	5	0	0
A[Ins(T):R2]G	16	25	34	16	33	73	12	1	2	1	0	2	1	0	0	0	0	72	0	1	0	1	0	0	1	37	0	1	2	2	2	1	1	0	1	20	4	0	0	1	0	1	0	2	0	11	0	0	15	0	1
A[Ins(T):R3]A	14	11	27	13	20	27	13	0	0	1	1	1	0	0	0	1	0	41	0	0	1	0	1	1	1	19	0	1	1	2	0	1	2	0	2	11	4	1	1	1	0	0	2	1	0	6	1	1	2	0	1
A[Ins(T):R3]C	10	11	18	3	9	24	10	0	0	2	0	1	1	1	0	1	1	34	0	0	0	0	0	0	0	14	2	1	0	0	0	0	1	1	2	5	1	0	0	0	0	1	2	0	1	0	0	0	5	0	1
A[Ins(T):R3]G	11	19	35	7	18	65	8	1	1	1	1	0	1	0	0	0	1	44	0	0	0	0	1	0	0	27	1	0	0	1	0	0	1	0	1	8	2	0	0	0	1	1	0	0	1	5	0	0	2	0	0
A[Ins(T):R4]A	12	41	183	29	51	232	35	0	0	1	2	1	1	0	0	3	2	123	0	0	0	0	0	1	0	68	1	0	0	1	3	1	0	0	0	27	14	0	0	0	0	2	2	0	1	8	0	1	8	0	0
A[Ins(T):R4]C	17	23	188	14	58	202	27	1	0	0	0	4	0	0	0	0	3	114	1	0	0	0	0	0	2	32	0	0	0	0	0	0	2	1	1	16	11	0	0	1	0	2	1	1	0	9	3	0	12	1	1
A[Ins(T):R4]G	20	32	130	20	52	198	22	4	0	0	0	1	2	0	0	0	2	102	0	0	2	0	1	0	1	48	0	0	0	0	0	2	0	0	1	31	8	0	1	1	0	1	1	0	2	9	0	0	11	1	0
A[Ins(T):R5]A	48	92	1471	55	155	1106	83	1	1	1	1	3	1	0	0	0	2	305	0	0	3	0	1	1	3	139	0	1	2	2	1	3	0	0	1	68	69	1	0	3	1	5	2	4	1	24	2	1	28	0	2
A[Ins(T):R5]C	46	83	924	36	96	778	58	4	2	0	1	0	1	1	3	3	1	225	0	1	0	2	1	0	5	88	1	0	1	3	1	1	3	2	2	66	45	1	2	4	4	8	2	0	2	32	2	1	23	2	1
A[Ins(T):R5]G	65	79	963	36	119	831	76	5	1	0	0	2	1	1	2	3	6	270	1	2	0	3	0	1	1	94	0	1	3	1	3	2	1	1	1	92	21	2	2	2	4	6	1	0	1	25	1	4	21	3	3
A[Ins(T):R6]A	138	204	2651	132	318	1873	175	7	4	2	2	5	4	4	1	3	8	704	6	5	5	0	7	2	5	309	0	2	11	1	4	7	1	3	4	97	115	4	3	5	3	9	3	3	2	89	2	5	51	5	2
A[Ins(T):R6]C	108	168	1519	90	261	1331	122	4	6	1	2	5	6	2	5	2	6	546	1	4	1	1	3	2	6	236	4	4	3	6	6	5	3	2	7	132	102	2	3	6	2	13	1	1	0	82	4	6	54	3	3
A[Ins(T):R6]G	206	333	1624	136	422	1239	202	7	4	2	1	7	8	6	4	2	13	865	2	3	1	2	6	0	4	366	5	1	5	6	4	9	4	2	2	161	53	0	2	5	3	14	4	7	2	116	2	5	85	5	4
A[Ins(T):R7]A	218	388	2268	300	574	1467	354	6	9	8	3	3	4	5	2	5	12	1143	4	3	1	3	11	3	6	556	3	4	5	6	9	9	7	4	7	153	127	1	4	1	4	10	6	5	2	130	5	6	87	6	3
A[Ins(T):R7]C	161	270	1264	122	370	971	196	5	5	6	6	6	1	4	5	1	7	739	5	1	4	2	6	2	6	321	4	3	4	3	2	11	5	1	5	138	91	1	2	4	4	16	6	4	2	78	9	6	58	4	4
A[Ins(T):R7]G	235	307	1121	212	570	849	293	4	3	5	3	7	5	5	2	2	10	1140	1	5	4	5	4	3	4	473	2	3	3	3	9	6	1	2	6	134	46	0	3	6	2	6	6	5	2	121	2	5	88	2	6
A[Ins(T):R8]A	215	420	1513	289	591	1153	373	10	11	4	5	4	7	6	5	5	10	1310	3	6	2	4	4	2	4	617	1	2	6	3	6	7	6	5	5	156	94	2	6	6	4	8	2	3	3	112	5	9	70	2	9
A[Ins(T):R8]C	193	328	1383	178	408	1140	281	5	4	4	4	8	2	7	3	5	4	884	2	6	3	2	5	2	4	446	0	3	5	4	7	8	3	2	2	134	108	1	7	1	3	10	2	5	4	91	4	7	58	5	6
A[Ins(T):R8]G	248	430	1161	228	617	845	330	5	7	4	5	8	4	6	2	4	5	1226	3	6	5	3	4	2	7	593	2	3	6	2	9	5	6	4	6	115	46	1	10	8	6	6	7	2	3	128	4	4	77	3	3
A[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]A	0	2	3	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1
C[Ins(T):R0]C	2	2	5	1	5	6	1	0	0	0	0	0	0	0	0	1	0	6	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]G	0	3	7	1	2	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
C[Ins(T):R1]A	1	4	10	2	4	5	0	0	0	1	2	2	0	0	2	1	0	8	0	1	2	0	1	0	0	0	1	0	1	0	0	0	1	0	0	2	1	0	0	0	2	0	0	1	0	0	0	0	1	2	1
C[Ins(T):R1]C	0	5	14	2	2	24	1	0	1	0	0	2	0	0	0	1	1	13	0	0	1	0	1	0	1	4	0	1	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0
C[Ins(T):R1]G	3	0	13	5	7	17	1	1	3	2	0	1	1	0	0	0	2	8	1	0	0	1	2	0	1	4	0	1	0	1	2	0	1	1	2	2	1	0	1	0	0	0	0	0	0	3	2	2	3	2	2
C[Ins(T):R2]A	8	12	13	3	6	11	6	0	2	4	0	0	2	1	0	0	0	33	0	0	0	0	0	0	0	8	3	0	0	0	1	0	1	0	0	3	1	0	0	0	1	0	0	0	0	3	0	0	2	1	0
C[Ins(T):R2]C	16	18	31	5	18	27	20	1	0	0	1	0	1	0	0	0	0	70	0	1	0	0	0	0	0	18	0	0	0	0	2	0	1	0	0	7	0	0	0	0	0	0	0	0	0	11	0	0	5	1	0
C[Ins(T):R2]G	44	52	63	12	67	57	47	0	0	1	1	0	1	0	0	0	0	226	2	0	1	0	0	0	0	35	0	0	0	1	0	0	0	1	1	33	2	0	1	0	0	0	1	0	0	30	1	1	23	0	0
C[Ins(T):R3]A	3	10	35	5	5	33	12	1	0	0	1	1	0	0	1	0	0	37	0	1	0	0	1	1	0	7	0	0	1	1	0	0	0	1	1	5	4	0	1	0	1	1	0	1	0	8	0	0	1	1	0
C[Ins(T):R3]C	11	12	54	4	16	64	14	0	0	0	1	0	0	0	0	0	0	41	0	0	0	0	0	0	0	13	0	1	1	0	0	0	1	0	0	4	5	0	0	2	0	2	1	2	1	3	2	0	5	1	1
C[Ins(T):R3]G	15	24	52	9	27	73	19	2	0	0	1	0	0	0	0	0	1	73	1	1	1	0	1	0	1	19	0	0	0	1	0	0	0	1	0	19	7	0	0	0	1	0	0	1	0	5	0	0	10	0	0
C[Ins(T):R4]A	6	9	208	12	22	345	13	1	0	1	0	0	0	0	0	0	0	47	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	14	31	0	1	0	0	1	0	0	0	5	1	1	3	1	0
C[Ins(T):R4]C	13	19	235	14	22	339	20	1	0	1	1	1	0	0	0	0	1	79	0	0	0	0	1	0	1	32	0	0	0	0	1	1	0	0	0	16	16	0	1	0	0	0	2	0	0	2	0	0	8	0	0
C[Ins(T):R4]G	10	23	147	14	19	262	14	1	1	1	0	0	0	1	0	0	1	56	1	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	17	14	0	2	0	0	2	0	0	0	3	0	1	2	0	1
C[Ins(T):R5]A	22	38	655	20	42	807	17	2	0	1	0	0	0	0	0	0	1	110	0	0	2	0	1	1	2	38	0	3	0	0	2	2	0	1	0	22	66	0	0	2	2	2	3	0	1	12	1	2	11	1	0
C[Ins(T):R5]C	33	22	498	15	50	643	19	1	1	1	0	3	0	1	1	0	4	84	1	4	0	0	0	0	2	45	0	2	1	0	2	1	0	0	2	30	30	0	1	1	1	3	1	1	1	9	1	0	10	2	0
C[Ins(T):R5]G	15	24	302	16	45	536	26	1	0	0	0	2	1	1	3	0	2	104	0	0	0	0	1	0	0	34	0	1	1	1	1	3	2	1	0	19	14	0	0	1	0	5	1	0	0	14	1	0	14	1	0
C[Ins(T):R6]A	71	80	638	58	119	649	81	3	0	2	0	2	4	2	2	0	3	281	1	1	0	0	3	0	1	112	0	2	1	2	2	3	2	1	1	42	48	0	0	2	1	3	3	3	2	27	4	5	21	0	1
C[Ins(T):R6]C	79	112	480	48	142	580	80	6	1	5	1	5	4	2	0	2	5	378	3	0	0	0	3	2	7	143	1	0	0	4	5	9	3	0	5	89	34	1	2	2	4	11	7	1	1	40	2	2	32	1	3
C[Ins(T):R6]G	65	132	443	73	204	452	95	3	3	2	0	2	3	2	2	2	10	413	1	1	2	1	1	0	3	138	0	1	0	0	2	6	1	1	1	94	10	0	3	3	4	5	4	2	3	44	0	6	30	3	0
C[Ins(T):R7]A	96	198	563	125	278	513	184	3	3	1	2	1	0	0	5	6	3	571	1	3	0	0	2	1	1	224	1	1	1	2	1	2	1	3	3	55	29	1	4	3	3	6	2	1	1	70	3	3	37	1	2
C[Ins(T):R7]C	78	130	581	69	171	607	94	6	4	2	0	2	3	2	5	3	7	417	2	4	1	2	3	1	6	191	1	1	1	2	3	4	1	1	2	60	29	0	0	4	2	3	0	1	0	35	1	5	31	4	2
C[Ins(T):R7]G	165	223	617	127	299	561	165	3	3	2	3	2	0	2	3	0	3	624	3	3	3	1	1	1	3	298	1	1	3	2	5	3	3	3	2	89	16	2	3	4	3	9	1	3	1	79	1	1	43	5	3
C[Ins(T):R8]A	165	274	812	158	302	773	180	3	2	3	1	3	3	2	5	2	5	736	0	2	2	0	0	0	1	343	0	4	3	2	8	5	0	2	4	98	31	3	3	4	4	6	4	1	2	82	4	2	54	2	5
C[Ins(T):R8]C	164	237	1265	155	338	1184	196	1	4	1	1	3	0	2	0	1	5	698	4	2	0	1	2	0	1	351	4	1	1	2	4	7	2	1	3	97	42	3	1	5	2	8	1	3	1	80	0	5	44	1	5
C[Ins(T):R8]G	220	391	1142	223	439	906	299	4	3	4	2	3	5	6	1	2	2	1148	5	6	7	2	1	2	6	536	3	0	1	2	11	6	6	2	3	124	22	3	10	1	2	16	1	3	2	122	1	6	77	0	2
C[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]A	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	1	3	1	0	1	0	2	0	0	2	0	0	1	0	0	0	1	0	1	0
G[Ins(T):R0]C	0	0	3	0	0	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
G[Ins(T):R0]G	8	3	9	7	6	12	6	0	0	0	0	0	1	0	0	0	1	25	0	0	0	0	0	0	0	14	0	1	0	0	0	0	1	0	1	2	1	2	0	0	1	0	0	1	1	2	0	0	0	0	1
G[Ins(T):R1]A	2	3	1	1	0	2	2	4	5	3	3	1	4	1	2	1	0	13	3	2	4	2	1	0	2	2	2	2	5	2	4	2	5	2	2	1	3	0	3	1	4	6	3	1	1	2	2	4	0	5	1
G[Ins(T):R1]C	0	1	3	2	1	3	0	1	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	1	0	3	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
G[Ins(T):R1]G	6	3	7	4	8	11	5	0	0	1	1	0	0	0	1	0	1	17	2	1	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	1	1	1	0	3	0	2	0	1	0
G[Ins(T):R2]A	2	1	2	1	3	2	5	0	1	0	0	0	0	0	0	0	1	7	1	1	0	0	0	2	0	4	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1
G[Ins(T):R2]C	4	2	6	2	4	10	4	0	1	0	0	1	0	0	0	0	1	16	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	5	0	0	1	0	0	0	0	0	0	3	0	0	2	1	0
G[Ins(T):R2]G	11	27	24	11	23	27	14	1	0	1	0	0	0	0	0	0	1	109	2	0	0	0	1	0	0	22	0	0	1	0	1	0	0	0	0	7	0	0	3	0	2	0	0	1	0	19	0	0	5	1	1
G[Ins(T):R3]A	1	2	8	2	3	2	1	0	0	0	0	0	1	0	0	0	0	13	1	0	0	0	0	0	1	3	0	1	0	2	1	1	0	0	0	2	2	0	1	0	1	0	1	0	1	0	0	0	1	0	1
G[Ins(T):R3]C	1	4	2	0	3	12	4	0	1	0	0	0	0	0	0	0	0	14	0	0	2	0	0	0	1	8	0	0	0	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0
G[Ins(T):R3]G	11	18	19	5	22	23	8	0	1	0	1	0	1	1	0	0	1	37	0	0	0	1	0	0	0	13	0	0	1	0	0	0	0	1	0	2	0	0	0	1	1	0	1	0	0	7	0	0	6	0	1
G[Ins(T):R4]A	4	11	25	7	15	14	5	1	0	0	0	0	0	1	0	1	0	25	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0
G[Ins(T):R4]C	3	7	22	7	9	11	4	1	0	0	0	0	0	1	0	0	1	14	0	0	0	1	0	0	0	13	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
G[Ins(T):R4]G	20	31	35	15	35	61	27	1	1	0	0	0	0	0	0	0	1	91	0	1	0	0	0	1	1	44	0	0	1	0	0	2	0	1	0	10	1	1	1	1	1	0	0	0	0	11	0	0	8	0	0
G[Ins(T):R5]A	20	33	280	15	43	274	22	1	0	0	0	0	0	0	1	0	0	77	0	0	0	0	2	0	0	41	0	0	0	0	1	1	0	0	0	8	45	0	0	1	0	2	1	2	3	17	1	0	4	0	0
G[Ins(T):R5]C	16	37	348	9	28	290	23	1	0	0	0	0	0	1	0	0	0	65	0	0	0	0	0	1	0	24	0	1	0	0	0	4	2	2	1	20	21	0	1	1	2	0	0	0	0	8	0	1	12	0	1
G[Ins(T):R5]G	21	53	295	27	56	304	34	2	2	1	0	0	0	0	0	0	0	100	0	1	0	0	0	0	1	45	1	1	0	0	2	0	0	1	0	30	12	0	1	2	1	0	1	0	1	20	1	1	11	3	1
G[Ins(T):R6]A	69	114	1055	64	179	747	98	1	2	1	0	0	1	0	3	2	5	401	0	2	1	0	0	1	1	131	0	0	0	0	2	1	1	0	1	63	69	0	0	3	1	4	1	0	0	56	1	3	32	0	1
G[Ins(T):R6]C	103	179	928	61	193	765	108	5	2	5	0	4	0	5	2	1	3	440	2	2	0	0	2	0	4	189	1	4	1	1	2	3	1	2	4	98	62	2	0	3	2	5	3	1	1	63	3	5	31	1	2
G[Ins(T):R6]G	236	309	933	123	425	760	205	9	1	1	4	4	2	3	4	2	8	892	3	3	2	0	1	2	3	343	0	0	3	4	4	7	1	1	4	172	22	1	3	2	1	9	1	4	4	95	3	3	62	5	3
G[Ins(T):R7]A	142	237	982	175	350	647	211	3	3	2	2	2	1	3	3	3	5	694	1	2	1	2	4	2	1	315	1	2	3	1	4	4	1	0	4	90	62	2	2	0	1	7	3	1	0	76	6	1	40	3	2
G[Ins(T):R7]C	141	190	796	97	278	647	142	2	3	2	1	2	1	4	1	0	2	606	2	2	3	2	3	0	1	232	1	2	3	2	1	3	2	1	4	103	50	3	2	4	0	3	4	1	2	72	1	0	48	6	3
G[Ins(T):R7]G	262	377	982	204	508	733	313	5	5	2	0	3	3	3	4	3	7	1148	1	5	8	2	5	2	4	501	2	7	5	4	4	3	3	4	8	169	26	1	3	1	3	9	1	2	2	123	4	5	76	3	3
G[Ins(T):R8]A	194	278	707	147	393	469	218	3	3	1	1	3	1	2	1	1	5	797	2	1	1	2	2	1	3	390	1	2	1	2	6	3	1	1	2	86	37	0	5	1	0	3	1	2	3	81	3	3	52	0	2
G[Ins(T):R8]C	180	294	810	142	343	634	228	4	1	2	3	2	3	2	1	1	3	730	3	2	4	0	6	2	7	354	1	0	4	4	5	3	0	7	4	85	48	2	3	1	2	0	0	1	1	85	1	1	41	0	3
G[Ins(T):R8]G	248	485	914	279	507	622	382	1	5	3	3	4	3	1	3	3	2	1291	3	6	3	0	5	2	5	650	4	3	4	4	3	2	5	1	5	125	40	0	6	7	2	4	4	1	3	128	5	2	70	3	2
G[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del2:U1:R1	5	9	4	3	13	8	13	3	2	5	0	2	2	2	1	4	1	10	6	2	2	0	1	0	0	12	1	0	6	8	0	2	1	4	3	8	3	1	2	2	1	2	5	10	1	8	7	7	5	7	6
Del3:U1:R1	3	8	0	6	19	4	5	0	0	0	1	1	0	0	2	1	1	2	2	2	1	0	0	0	0	6	1	0	4	0	0	0	3	2	0	1	1	0	0	0	1	1	0	0	2	0	0	1	1	0	1
Del4:U1:R1	2	1	3	4	5	5	2	0	1	1	1	0	1	0	0	1	0	2	0	0	0	0	0	1	1	4	1	0	2	1	1	0	0	0	1	1	1	0	1	1	2	0	0	0	0	2	0	0	1	1	0
Del5:U1:R1	0	0	0	2	5	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	2	1	0	0	0	2	1	0	0	2	0	1	2	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	1	1	1
Del6:U1:R1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	3	0	0	0
Del7:U1:R1	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	3	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1
Del8:U1:R1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
Del9:U1:R1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	2	1	0	0
Del(10,):U1:R1	1	3	0	0	5	1	0	2	1	1	3	2	2	0	4	1	1	5	2	1	0	2	4	3	0	0	6	2	3	7	1	1	5	1	0	2	3	26	1	1	3	1	3	3	1	1	2	3	3	4	1
Del2:U(2,):R1	20	70	69	44	135	57	61	5	2	3	4	3	1	2	2	3	2	52	3	4	5	0	6	3	0	75	7	1	5	6	6	3	5	3	2	25	3	3	1	4	3	6	4	2	4	17	5	5	9	8	7
Del3:U(2,):R1	3	4	4	6	14	8	6	1	0	1	2	0	1	1	0	1	0	4	2	3	1	2	1	0	1	5	1	1	2	4	1	1	3	1	0	2	3	3	2	0	2	4	2	1	3	2	2	5	1	2	0
Del4:U(2,):R1	1	2	6	3	9	3	3	3	1	3	2	1	1	0	1	0	0	3	1	2	1	1	4	0	0	2	0	1	0	2	1	1	1	2	1	2	2	3	0	2	0	0	1	0	0	3	1	3	0	1	1
Del5:U(2,):R1	0	1	1	3	2	1	0	2	1	1	0	1	2	0	0	0	0	4	1	2	0	1	1	1	0	2	0	0	2	3	0	0	3	0	0	0	1	3	1	0	2	1	1	0	3	0	1	3	2	0	0
