MutationType	SP135192	SP135335	SP135278	SP135287	SP135345	SP85122	SP84384	SP135184	SP135226	SP135436	SP135262	SP135431	SP135425	SP135222	SP135230	SP135205	SP135180	SP135213	SP135217	SP135405	SP135238	SP135270	SP135411	SP135188	SP135194	SP135186	SP135420	SP135258	SP135234	SP135293	SP135393	SP135299	SP135415	SP135310	SP135323	SP135390	SP135209	SP135240	SP135182	SP85251	SP84408	SP84491	SP84743	SP83967	SP105253	SP84998	SP84062	SP84982	SP84790	SP105673	SP85339	SP84719	SP105425	SP84056	SP105261	SP85379	SP105086	SP84392	SP105018	SP84858	SP84086	SP105213	SP105577	SP85431	SP84962	SP105006	SP84439	SP105159	SP85230	SP84922	SP85130	SP104984	SP85222	SP105375	SP85287
T[Ins(C):R8]G	0	0	0	4	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0
T[Ins(C):R8]T	0	0	0	2	0	20	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	5	0	0	0	1	0	2	0	0	0	10	1	1	0	1	0	0	0	0	5	0	0	0	0	0	0	1	0
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]A	0	0	0	20	0	25	14	0	0	2	0	3	3	2	1	1	0	0	0	1	0	2	0	1	1	0	2	0	6	0	3	4	2	0	1	0	0	1	5	0	1	11	40	1	3	1	1	6	4	1	3	1	3	2	0	8	2	23	8	1	0	4	3	3	0	2	30	1	2	7	2	1	2	23	2
A[Ins(T):R0]C	0	0	0	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	0	0	1	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A[Ins(T):R0]G	0	0	0	4	0	14	19	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	1	0	0	19	4	0	1	0	1	1	0	4	0	28	1	2	1	0	1	0	0	1	30	0	0	1	0	0	0	3	2
A[Ins(T):R1]A	0	0	0	6	1	6	4	0	2	2	1	1	5	1	0	0	0	2	0	2	0	2	0	2	4	2	5	0	5	0	3	7	1	0	1	1	0	1	3	0	3	6	13	1	4	3	2	5	7	4	1	1	1	1	0	2	11	6	3	2	3	1	0	1	1	2	15	5	1	3	1	5	2	14	1
A[Ins(T):R1]C	0	0	0	1	0	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	1	0	2	1	0	2	1	0	1	1	0	2	1	1	0	0	0	2	1	0	0	0	6	1	1	0	1	0	0	4	1
A[Ins(T):R1]G	0	1	0	4	1	11	10	0	0	0	0	3	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2	1	0	1	6	0	1	0	1	4	2	0	1	0	2	2	0	0	10	5	2	3	0	3	0	1	1	1	21	1	1	0	0	5	1	0	2
A[Ins(T):R2]A	0	1	0	10	0	9	16	0	1	5	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	5	0	0	0	0	0	0	1	3	0	0	2	5	1	0	2	1	3	2	0	1	1	1	1	1	1	0	22	1	3	1	4	1	0	0	1	17	0	1	0	1	0	1	5	0
A[Ins(T):R2]C	0	0	0	2	2	10	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	1	1	2	0	0	1	2	0	1	0	1	6	1	0	1	0	2	0	1	1	2	12	1	1	0	1	0	0	2	0	20	1	1	3	0	0	2	2	1
A[Ins(T):R2]G	0	0	0	21	0	34	45	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	2	0	0	4	3	0	0	1	0	18	2	0	1	1	2	1	2	2	2	47	5	3	0	0	1	0	0	1	62	1	1	1	1	1	0	3	1
A[Ins(T):R3]A	0	0	0	12	0	4	10	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	1	4	3	0	4	1	1	9	0	1	0	1	2	2	3	2	3	17	1	4	0	2	3	2	0	1	28	0	0	2	2	1	0	2	1
A[Ins(T):R3]C	0	0	0	4	0	8	16	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	1	0	0	1	2	1	1	0	1	1	0	0	1	0	0	1	0	0	0	15	1	0	0	0	0	0	0	1	21	0	1	1	0	0	0	1	1
A[Ins(T):R3]G	0	0	0	10	0	16	14	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0	4	0	1	0	0	9	0	3	0	0	0	1	3	2	2	31	2	1	0	2	0	0	3	1	34	0	1	0	0	0	0	2	0
A[Ins(T):R4]A	0	0	0	52	0	77	80	0	1	1	1	6	3	0	0	0	0	0	0	0	0	1	1	0	1	1	1	2	1	0	0	1	0	0	0	0	0	2	11	3	0	3	5	0	4	0	1	23	1	0	3	1	3	3	0	5	3	65	4	1	0	2	0	1	0	1	94	1	0	1	1	1	0	11	4
A[Ins(T):R4]C	0	0	0	50	0	53	63	0	0	2	0	6	2	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	5	0	2	1	1	0	0	0	1	3	6	2	2	4	3	0	5	0	0	18	2	2	1	2	2	5	0	0	3	42	5	3	3	2	1	1	3	1	130	0	3	2	2	0	0	5	2
A[Ins(T):R4]G	0	0	0	42	0	56	69	0	0	2	1	7	3	2	0	0	0	0	0	2	0	1	1	0	1	1	0	0	3	0	0	1	0	0	0	0	0	1	8	0	0	2	2	1	3	1	1	20	3	0	4	1	4	2	0	2	0	88	5	3	0	0	2	1	1	0	144	0	0	3	3	3	1	10	2
A[Ins(T):R5]A	0	0	0	107	1	184	193	0	3	5	2	7	3	1	1	1	0	3	0	6	0	7	1	1	3	2	1	0	7	0	4	4	0	0	0	0	0	2	11	1	0	14	7	3	9	5	1	81	10	1	5	4	7	9	1	10	5	167	8	5	12	5	1	1	5	2	314	2	1	13	5	4	1	18	9
A[Ins(T):R5]C	0	1	0	106	1	123	142	0	0	9	2	14	7	4	3	1	0	2	0	2	0	2	1	1	3	1	2	0	6	0	5	11	2	0	0	0	1	7	20	8	0	12	6	4	16	5	5	52	6	0	6	8	7	5	1	8	9	144	13	4	6	3	1	1	3	2	298	2	2	5	4	3	1	30	8
A[Ins(T):R5]G	0	0	0	105	0	126	162	0	1	10	1	12	4	0	1	1	0	0	0	3	0	1	4	1	6	1	1	0	2	0	3	4	1	0	0	0	0	2	17	1	0	10	9	1	9	3	0	61	3	2	5	1	6	6	1	6	3	187	8	5	4	4	2	4	4	1	342	6	1	5	3	2	3	14	7
A[Ins(T):R6]A	0	0	0	305	1	362	348	0	3	12	4	33	9	7	5	1	0	2	0	3	0	4	3	0	2	5	8	2	15	0	7	6	1	0	0	0	0	11	28	7	2	22	21	1	23	7	1	151	10	2	17	5	10	16	4	23	15	381	22	13	5	10	7	4	9	7	423	4	3	13	4	6	2	33	13
A[Ins(T):R6]C	0	1	0	207	2	276	259	0	1	19	3	22	6	10	4	3	0	5	0	3	0	8	4	2	6	9	4	1	10	0	16	6	2	0	0	1	0	13	28	11	2	21	12	4	27	10	2	83	14	10	18	7	16	9	8	21	15	308	19	18	7	18	6	3	6	6	466	6	6	16	11	11	0	53	11
A[Ins(T):R6]G	0	0	1	312	4	394	461	0	8	22	2	38	5	9	7	1	0	4	0	9	0	8	3	1	3	9	3	0	20	0	4	8	2	0	1	1	1	13	38	6	1	27	26	3	26	10	0	147	11	6	22	13	17	17	8	16	12	468	24	20	10	11	5	12	10	6	721	9	2	17	13	5	1	36	14
A[Ins(T):R7]A	0	0	0	493	3	657	559	0	3	14	2	30	8	9	5	1	0	2	0	14	0	11	1	0	5	5	6	2	17	0	12	11	1	0	0	2	0	13	37	5	4	43	28	2	35	14	0	283	18	6	25	3	18	17	3	35	16	649	11	20	17	9	7	8	6	5	507	14	4	19	12	9	3	56	21
A[Ins(T):R7]C	0	1	0	319	0	394	330	0	7	24	0	29	9	12	2	0	0	0	0	13	0	14	4	2	5	7	7	1	10	0	6	12	2	0	0	2	1	20	38	6	1	48	19	2	30	8	0	132	8	4	28	4	23	21	7	16	19	375	21	16	8	13	3	9	10	13	399	4	4	15	11	9	1	37	14
A[Ins(T):R7]G	0	0	0	410	3	567	478	0	5	16	1	26	11	4	5	0	0	0	0	13	0	4	4	2	6	5	5	1	11	0	2	9	2	0	0	0	1	10	34	4	4	31	16	8	32	4	2	191	9	5	32	8	25	11	4	21	13	650	15	14	12	9	5	9	9	14	547	2	2	17	16	9	4	37	11
A[Ins(T):R8]A	0	0	0	395	1	581	402	0	1	10	1	26	11	7	3	1	0	3	0	8	0	6	0	2	4	5	6	1	14	0	4	10	1	0	0	0	0	9	28	3	4	43	15	4	36	16	0	196	9	7	37	4	26	16	12	35	10	575	4	16	16	5	9	3	11	3	288	0	3	18	17	6	2	33	26
A[Ins(T):R8]C	0	0	0	306	2	510	322	0	1	22	0	23	8	6	5	0	0	3	0	11	0	9	4	0	1	2	3	4	15	0	4	7	1	0	1	1	1	7	15	3	1	30	19	0	32	14	1	144	7	8	19	8	19	15	5	25	13	408	7	15	12	17	8	8	5	7	276	3	1	14	14	6	4	33	24
A[Ins(T):R8]G	0	0	0	283	0	600	366	0	0	15	1	17	8	9	1	0	0	0	0	11	0	4	4	2	6	0	4	0	13	0	7	7	1	0	0	0	1	11	24	3	2	40	12	1	24	11	1	183	7	3	25	10	18	16	2	25	7	469	5	10	8	5	5	5	12	5	292	4	3	6	16	4	3	27	9
A[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]A	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0
C[Ins(T):R0]C	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
C[Ins(T):R0]G	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R1]A	0	0	0	4	1	6	6	0	1	2	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	1	1	0	0	2	0	0	0	3	1	0	1	4	0	2	1	1	3	6	1	0	1	1	1	1	0	3	7	3	3	0	0	0	1	2	0	4	0	0	0	1	1	0	1	1
C[Ins(T):R1]C	0	0	0	1	0	7	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	4	0	1	1	0	0	1	1	3	2	9	1	1	1	0	0	2	1	1	5	1	1	0	0	1	2	1	0
C[Ins(T):R1]G	0	0	0	4	0	6	7	0	0	1	1	0	4	1	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	1	0	0	1	0	0	0	2	0	0	2	1	2	2	1	1	1	0	2	0	1	0	1	0	1	4	4	3	6	1	1	4	0	0	1	14	0	1	1	1	0	0	1	2
C[Ins(T):R2]A	0	0	0	10	1	13	11	0	0	0	1	3	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	5	1	0	0	0	0	7	2	1	0	1	1	1	0	1	0	26	1	0	1	0	1	2	0	1	18	1	0	1	1	0	0	1	0
C[Ins(T):R2]C	0	0	0	14	0	31	44	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0	0	5	1	0	2	0	0	0	0	2	1	33	2	1	0	0	0	0	0	0	38	1	1	0	1	0	0	0	0
C[Ins(T):R2]G	0	1	0	36	1	61	85	0	0	2	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	2	0	1	0	0	35	1	0	0	1	1	0	0	3	5	80	1	0	0	2	0	0	1	1	120	0	1	0	0	0	0	2	0
C[Ins(T):R3]A	0	0	0	6	0	11	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	2	0	0	1	1	0	1	0	0	5	1	0	0	0	1	4	0	0	1	14	1	1	0	1	0	0	1	0	21	0	1	0	0	0	0	3	0
C[Ins(T):R3]C	0	0	0	9	0	15	14	0	0	0	0	1	2	1	1	1	0	1	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	2	2	0	2	0	1	14	3	0	1	2	2	0	0	0	2	25	0	2	1	1	1	0	0	1	39	2	1	2	1	1	0	2	1
C[Ins(T):R3]G	0	0	0	16	0	31	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	1	0	0	0	3	0	0	0	3	0	3	1	0	12	2	1	1	1	3	2	0	0	1	37	1	1	0	0	1	1	0	0	64	0	3	0	0	0	0	0	1
C[Ins(T):R4]A	0	0	0	21	0	28	39	0	0	1	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	3	0	0	0	2	1	0	1	0	16	0	0	0	0	1	4	0	1	1	36	0	3	1	0	0	0	0	0	39	0	1	0	1	0	0	4	1
C[Ins(T):R4]C	0	0	0	38	0	34	40	0	1	2	0	2	0	1	0	2	0	0	0	0	0	3	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	1	0	2	0	0	15	1	1	2	0	2	2	0	1	2	38	0	0	0	3	0	0	1	0	81	0	0	2	1	0	1	1	0
C[Ins(T):R4]G	0	0	0	22	0	38	31	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	13	2	2	0	1	2	0	0	1	1	40	1	1	2	0	0	3	0	0	76	0	2	0	0	1	0	5	1
C[Ins(T):R5]A	0	0	0	42	0	58	59	0	0	0	0	10	3	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	2	2	1	7	2	2	3	2	0	20	2	0	4	1	3	4	0	3	2	70	1	2	1	3	1	2	1	1	95	2	0	6	3	0	0	12	2
C[Ins(T):R5]C	0	0	0	44	0	48	53	0	0	4	2	5	3	0	0	0	0	0	0	3	0	3	2	0	1	1	2	1	2	0	1	2	2	0	0	1	1	2	12	2	2	8	8	0	4	0	0	18	1	0	2	1	5	7	2	1	1	62	4	1	5	2	0	2	1	1	131	4	0	1	1	1	0	10	2
C[Ins(T):R5]G	0	0	0	30	0	63	65	0	0	3	0	5	2	1	1	1	0	0	0	0	0	4	0	0	0	1	1	0	2	0	0	0	1	0	1	1	1	3	4	1	0	3	7	0	4	2	1	22	1	0	4	1	0	0	1	2	1	70	2	1	3	1	1	0	1	2	148	1	2	3	2	1	0	5	1
C[Ins(T):R6]A	0	0	0	128	0	153	127	0	1	8	0	4	8	1	2	0	0	3	0	4	0	1	0	2	3	4	2	2	12	0	3	6	1	0	0	0	0	3	14	5	2	16	6	3	6	7	1	63	4	5	12	3	10	6	1	7	6	165	9	13	8	3	4	6	4	2	206	3	3	4	8	4	2	14	6
C[Ins(T):R6]C	0	1	0	154	2	184	167	0	4	15	2	13	12	3	0	1	0	1	0	6	0	6	3	1	7	6	5	1	7	0	4	6	1	0	0	0	0	9	21	3	5	25	7	3	21	10	4	73	3	5	19	4	17	11	4	10	14	180	7	9	7	2	4	6	10	1	301	2	1	7	7	11	1	29	9
C[Ins(T):R6]G	0	0	0	139	0	228	175	0	0	12	1	17	7	4	2	0	0	3	0	4	0	4	5	1	0	3	2	1	11	0	6	3	2	0	0	0	3	6	18	1	4	12	10	2	10	8	2	63	6	5	12	7	9	10	3	13	7	205	9	6	8	9	6	4	3	2	372	4	0	6	4	9	3	19	9
C[Ins(T):R7]A	0	1	0	191	2	313	247	0	3	11	0	16	3	3	1	1	0	2	0	14	0	5	1	0	3	2	5	1	13	0	3	7	2	0	0	0	0	1	14	3	1	26	12	1	16	7	2	125	8	1	13	6	14	6	0	8	9	299	7	9	6	4	3	4	4	7	191	3	1	5	12	4	1	34	13
C[Ins(T):R7]C	0	0	0	143	0	181	177	0	1	8	0	7	7	3	1	1	0	0	0	3	0	5	1	2	1	3	4	0	8	0	2	4	1	0	0	0	0	7	13	3	2	26	8	2	9	2	1	74	8	1	9	5	7	6	0	14	1	182	9	6	6	3	6	2	3	2	181	5	2	3	9	1	2	28	13
C[Ins(T):R7]G	0	1	0	205	1	353	279	0	3	10	0	17	7	1	1	1	0	1	0	6	0	8	1	0	1	1	3	2	7	0	2	6	0	0	0	0	1	6	29	5	2	23	12	2	17	8	2	117	7	4	17	3	15	9	0	15	8	339	8	11	7	7	6	2	10	1	299	3	3	8	7	3	3	24	9
C[Ins(T):R8]A	0	0	0	190	1	298	198	0	1	6	1	12	6	3	1	0	0	2	0	4	0	4	1	1	0	1	2	0	3	0	1	5	2	0	0	0	0	1	12	3	1	24	15	2	20	4	1	106	7	4	8	3	8	10	5	17	7	247	4	9	5	4	1	4	6	5	124	1	3	12	7	6	5	14	7
C[Ins(T):R8]C	0	0	0	189	0	321	183	0	0	8	0	8	3	7	1	1	0	0	0	3	0	2	0	0	0	0	1	0	10	0	2	2	0	0	0	0	0	14	12	1	0	11	4	1	20	2	0	111	3	1	16	2	13	6	2	13	7	292	2	7	9	4	5	2	8	7	114	1	1	11	9	3	3	21	6
C[Ins(T):R8]G	0	0	0	228	1	460	289	0	1	7	1	13	7	6	2	1	0	1	0	6	0	6	1	0	3	1	3	0	7	0	2	3	1	0	0	0	0	5	13	2	4	31	9	5	14	10	1	146	2	2	24	4	13	12	3	12	12	356	4	14	7	4	5	6	2	5	173	5	2	22	9	9	2	24	10
C[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]A	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	2	0	0	2	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
G[Ins(T):R0]C	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	4	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0
G[Ins(T):R0]G	0	0	0	4	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	5	1	1	1	0	0	0	0	2	1	11	3	1	0	0	2	0	0	1	10	0	1	1	0	0	0	2	0
G[Ins(T):R1]A	0	2	0	6	2	4	2	0	0	4	0	0	3	1	1	0	0	0	0	2	0	2	1	0	0	1	1	0	1	0	5	1	0	0	1	0	0	1	4	2	1	3	2	1	5	2	3	1	4	1	1	0	1	2	2	2	4	5	3	8	4	3	1	4	2	2	7	4	1	2	2	6	0	4	1
G[Ins(T):R1]C	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0
G[Ins(T):R1]G	0	0	0	2	2	6	7	0	0	0	0	2	2	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	1	0	1	2	1	1	0	2	1	0	0	1	0	5	1	0	0	1	0	1	0	0	1	12	3	2	1	0	1	1	0	0	18	2	1	2	0	0	0	2	0
G[Ins(T):R2]A	0	0	0	4	0	3	5	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	1	1	1	1	0	1	1	2	0	0	0	0	0	0	0	1	5	1	2	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0
G[Ins(T):R2]C	0	0	0	2	0	2	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	1	0	0	0	0	6	0	1	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0
G[Ins(T):R2]G	0	1	0	20	1	23	29	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	14	1	0	1	0	0	1	1	1	2	40	5	2	0	1	0	0	0	1	49	1	0	1	0	0	0	2	0
G[Ins(T):R3]A	0	0	0	2	0	3	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	1	1	0	0	0	8	0	1	0	1	0	0	1	1	7	0	1	1	1	0	0	1	0
G[Ins(T):R3]C	0	0	0	3	0	4	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	9	2	1	1	1	0	1	1	0	11	0	0	3	0	0	0	1	0
G[Ins(T):R3]G	0	0	0	15	0	16	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	3	1	1	2	0	0	6	0	0	0	0	1	1	0	0	0	27	0	1	0	1	0	0	1	1	44	1	0	0	0	0	0	2	0
G[Ins(T):R4]A	0	0	0	12	0	15	18	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	2	0	1	0	0	3	1	0	0	0	0	1	1	1	1	14	0	0	1	0	0	0	0	0	12	0	0	0	1	0	0	1	1
G[Ins(T):R4]C	0	0	0	8	0	5	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	2	2	1	0	0	0	8	0	0	0	0	1	0	0	0	9	0	0	0	2	0	0	0	0
G[Ins(T):R4]G	0	0	0	27	0	34	44	0	1	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	3	0	0	1	0	1	1	1	0	25	1	1	1	2	0	1	0	1	1	37	0	0	2	0	0	0	0	0	57	0	0	1	0	1	1	0	2
G[Ins(T):R5]A	0	0	0	37	0	52	65	0	1	5	0	4	1	2	1	0	0	0	0	0	0	1	1	0	0	2	2	0	0	0	0	2	2	0	0	0	0	0	4	0	0	3	6	1	3	3	1	21	3	2	0	0	3	2	1	2	2	61	2	1	0	0	0	0	1	2	56	1	0	3	2	0	1	6	2
G[Ins(T):R5]C	0	0	0	35	0	48	44	0	0	4	0	1	0	0	0	1	0	0	0	0	0	4	0	0	0	1	1	0	1	0	0	1	2	0	0	0	0	3	2	0	1	1	0	1	1	1	0	21	1	1	6	2	2	5	0	0	1	49	4	0	2	0	1	0	1	0	71	2	1	0	2	0	1	10	0
G[Ins(T):R5]G	0	0	1	45	0	61	74	0	0	0	0	2	1	0	1	0	0	1	0	2	0	0	2	0	0	3	1	0	4	0	0	0	0	0	0	0	0	1	4	0	1	10	0	0	4	1	0	20	1	0	0	0	2	1	0	2	3	69	4	1	1	1	1	1	3	0	137	0	0	1	2	1	0	3	1
