MutationType	CPCT02030262T	CPCT02190001T	CPCT02160010T	CPCT02330006T	CPCT02030290T	CPCT02060058T	CPCT02130025T	CPCT02060167T	CPCT02090031T	CPCT02220061T	DRUP01020037T	CPCT02380033T	CPCT02100135T	CPCT02080286T	CPCT02380032T	CPCT02250006T	CPCT02050312T	CPCT02270017T	CPCT02060210T	CPCT02090039T	CPCT02110060T	CPCT02130044T	CPCT02130047T	WIDE01010068T	WIDE01010103T	CPCT02440009T	WIDE01010243T	CPCT02130079T	CPCT02130082T	CPCT02210054T	CPCT02120131T	CPCT02370030T	CPCT02090047T	CPCT02130118T	CPCT02080238T	CPCT02130120T	CPCT02030501T	CPCT02190041T	CPCT02130133T	CPCT02130129T	CPCT02290049T	CPCT02380050T	CPCT02090060T	CPCT02210068T	CPCT02410012T	DRUP01090022T	CPCT02050246T	CPCT02050244T	CPCT02060111T	CPCT02050070T	CPCT02250001T	CPCT02070231T	CPCT02210016T	CPCT02070132T	CPCT02180029T	CPCT02050195T	CPCT02060107T	CPCT02070177T	CPCT02030366T	CPCT02050223T	CPCT02060116T	CPCT02050239T	CPCT02210031T	CPCT02230035T	CPCT02050089T	CPCT02180009T	CPCT02330014T	CPCT02230001T	CPCT02040083T	CPCT02180020T	CPCT02050135T	CPCT02020483T	CPCT02080091T	CPCT02260012T	CPCT02210036T	CPCT02130014T	CPCT02130010T	CPCT02250002T	CPCT02090027T	DRUP01070119T	CPCT02050447T	CPCT02330135T	CPCT02200008T	CPCT02200009T
G[Del(T):R3]C	0	0	0	0	0	1	1	0	0	1	2	1	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	2	1	1	2	2	0	2	3	0	2	1	0	0	1	1	0	1	0	44	2	0	0	1	0	1	0	0	0	1	0	3	3	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1
G[Del(T):R3]G	1	0	0	0	0	1	0	0	2	1	1	0	0	1	0	1	0	1	2	0	0	0	1	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	1	0	1	0	2	1	1	2	0	2	0	0	1	1	53	1	0	0	2	1	0	1	1	0	0	2	2	4	0	0	2	2	1	1	0	0	0	0	0	0	0	2	1	0	0	0
G[Del(T):R4]A	1	4	0	0	5	1	2	0	3	0	6	2	0	1	2	3	0	0	1	0	1	1	0	2	0	0	0	2	1	1	1	1	1	1	1	0	1	1	0	1	0	0	2	3	0	0	0	1	3	0	1	4	297	2	0	1	2	1	0	0	0	1	1	1	7	9	1	0	0	2	3	1	0	1	2	1	2	0	2	10	4	2	0	2
G[Del(T):R4]C	1	4	0	0	3	0	1	1	0	1	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	1	2	3	1	2	0	0	1	0	2	3	0	4	0	0	1	1	0	0	267	0	0	0	3	0	0	1	0	0	3	2	6	6	0	0	0	1	2	1	1	0	1	0	1	2	0	5	1	0	1	0
G[Del(T):R4]G	1	0	2	0	8	1	1	2	1	0	2	1	1	0	0	2	0	1	2	0	0	0	1	2	0	0	1	1	0	1	1	0	7	2	3	1	0	4	1	3	0	1	1	4	0	3	0	0	2	0	0	1	244	0	0	1	3	0	2	0	1	2	1	1	6	3	1	0	0	3	0	2	0	1	0	1	0	0	1	9	0	2	2	0
G[Del(T):R5]A	2	2	1	0	2	0	0	0	0	2	0	0	0	0	1	3	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	2	1	1	0	2	3	1	3	0	2	3	0	2	1	831	0	2	0	4	4	1	2	3	0	2	0	10	8	0	0	1	0	4	1	0	0	0	0	3	0	2	11	3	2	0	0
G[Del(T):R5]C	0	1	0	0	1	0	1	3	0	2	0	0	0	0	3	1	1	0	0	0	1	1	1	0	0	1	0	1	0	2	1	0	2	0	1	0	1	3	0	2	0	1	0	0	2	1	0	2	1	1	0	0	556	0	2	1	0	0	1	1	1	1	0	1	12	5	0	0	0	1	4	0	0	0	0	0	1	1	1	17	0	1	0	0
G[Del(T):R5]G	0	2	1	1	3	1	1	1	3	3	2	0	0	0	2	3	1	0	2	0	2	1	2	3	0	1	0	1	1	2	2	1	1	1	3	1	2	3	0	0	1	1	2	5	0	1	1	1	3	0	1	0	589	0	1	1	2	0	1	4	1	1	1	1	13	7	0	0	2	4	1	2	0	0	1	0	1	1	3	29	2	0	1	0
G[Del(T):R6]A	0	0	1	1	1	0	0	0	1	0	2	0	0	0	1	3	0	1	1	2	0	1	2	1	0	5	1	1	1	2	0	0	1	0	1	1	1	1	0	0	2	0	3	1	0	0	0	3	0	1	1	2	1279	0	0	0	1	0	0	2	2	1	0	1	14	1	0	0	1	1	0	2	2	1	2	0	0	0	1	26	1	0	0	1
G[Del(T):R6]C	0	1	0	0	1	1	2	0	0	2	1	1	0	0	0	0	1	1	0	1	0	0	0	2	1	0	1	0	0	1	0	0	0	3	0	1	0	2	0	0	2	1	1	0	0	1	1	0	0	0	1	1	570	1	1	0	1	0	1	2	0	2	0	1	12	3	0	1	0	2	2	1	0	0	0	0	2	0	1	29	0	0	1	0
G[Del(T):R6]G	0	1	0	0	1	2	0	4	0	0	0	1	1	0	1	2	1	2	0	0	2	0	5	3	0	0	0	2	0	1	0	1	0	0	0	0	0	4	0	0	0	1	0	2	1	1	0	3	0	0	0	0	598	1	1	0	1	0	3	3	0	1	1	1	9	2	0	0	1	4	0	1	0	1	2	1	2	0	0	24	1	1	1	0
G[Del(T):R7]A	0	1	4	0	3	1	5	1	0	3	0	1	1	0	0	2	0	1	0	0	0	0	3	3	0	2	0	3	1	2	2	1	1	0	1	3	0	3	1	0	5	1	4	0	0	1	0	1	0	0	0	1	2077	1	0	0	0	0	0	1	2	4	0	1	20	2	0	0	0	3	0	2	2	0	1	1	2	2	1	71	2	0	0	1
G[Del(T):R7]C	0	3	0	1	2	0	3	0	0	7	4	1	1	1	4	0	1	2	1	0	3	1	3	4	0	3	0	3	0	0	0	1	1	1	0	0	0	2	1	0	0	2	2	0	2	1	2	0	0	0	1	4	1670	1	0	0	0	0	2	2	0	2	0	3	14	3	0	0	1	3	1	4	1	0	2	1	7	1	1	62	4	0	2	3
G[Del(T):R7]G	1	1	0	1	0	2	2	1	1	5	1	1	0	0	2	0	0	2	2	2	1	2	1	3	0	3	3	0	1	3	0	1	1	0	3	0	0	1	0	0	3	2	0	0	0	0	0	2	1	1	0	0	1810	2	0	2	0	0	2	2	0	1	1	1	16	3	0	0	0	4	1	2	1	0	2	5	1	0	0	71	0	0	2	1
G[Del(T):R8]A	0	1	2	1	2	2	6	2	0	2	1	3	1	2	5	1	0	2	2	3	3	2	4	2	0	4	1	4	0	2	5	3	0	1	4	2	0	6	0	2	4	2	4	0	2	2	1	4	0	0	4	0	3328	1	0	2	0	1	3	2	1	0	0	1	37	0	0	0	0	5	0	4	0	1	4	3	5	2	2	102	1	0	3	0
G[Del(T):R8]C	0	2	0	0	2	2	1	2	0	1	2	2	1	0	3	1	0	5	2	0	2	1	8	6	0	7	0	2	1	0	7	0	1	1	2	1	1	2	2	1	2	0	1	0	0	0	2	3	1	0	0	1	2320	1	0	0	3	1	3	1	2	2	1	4	41	0	0	0	0	9	2	3	2	0	1	0	1	0	1	85	1	0	2	0
G[Del(T):R8]G	1	1	0	1	2	1	3	4	1	3	1	0	1	0	5	4	0	2	2	1	4	0	3	2	0	0	2	2	3	0	3	2	0	1	2	0	0	10	2	0	2	0	1	0	0	2	0	4	0	1	1	0	2623	0	0	1	4	0	1	1	2	1	0	2	21	1	1	0	1	5	1	4	0	2	2	1	5	2	3	97	0	2	2	0
G[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R0]A	1	10	1	1	3	4	1	3	2	3	1	1	1	0	2	2	1	0	2	0	2	0	5	2	1	1	1	1	2	4	2	2	6	1	1	0	0	3	1	1	0	2	1	3	0	7	1	22	3	2	4	1	89	11	0	4	6	1	1	0	1	5	3	0	31	3	0	0	1	36	9	3	2	2	2	0	3	1	1	7	1	0	2	0
A[Ins(C):R0]G	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	1	1	0	0	0	0	1	0	1	0	0	1	0
A[Ins(C):R0]T	1	2	4	1	0	1	0	1	0	2	3	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	4	1	1	0	0	2	0	0	0	1	2	3	0	3	1	17	0	0	2	1	14	4	0	1	0	0	0	1	0	2	0	1	7	2	0	0	0	14	3	0	3	0	1	1	0	0	2	0	1	1	1	0
A[Ins(C):R1]A	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	1	1	1	0	1	0	6	2	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0
A[Ins(C):R1]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R1]T	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	7	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0
A[Ins(C):R2]A	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
A[Ins(C):R2]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R2]T	0	0	0	0	1	0	0	0	0	0	3	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A[Ins(C):R3]A	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	3	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	3	0	1	0	0	0	1
A[Ins(C):R3]G	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
A[Ins(C):R3]T	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
A[Ins(C):R4]A	0	1	0	0	0	0	2	0	0	1	1	1	0	0	0	1	0	0	1	1	2	0	2	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	89	0	1	0	0	0	3	1	0	1	0	0	2	1	0	0	0	1	1	1	0	1	2	0	1	0	0	1	0	0	0	0
A[Ins(C):R4]G	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	43	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	1	0
A[Ins(C):R4]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0
A[Ins(C):R5]A	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	1	1	0	0	0	1	2	0	0	0	1
A[Ins(C):R5]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A[Ins(C):R5]T	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	23	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
A[Ins(C):R6]A	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	2	0	1	1	1	53	0	0	0	0	1	1	0	1	1	0	0	2	0	1	0	0	1	2	0	0	0	0	0	2	0	0	5	0	0	1	0
A[Ins(C):R6]G	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A[Ins(C):R6]T	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
A[Ins(C):R7]A	0	3	2	1	2	4	1	1	0	1	0	0	0	1	0	0	1	2	2	3	2	0	0	0	0	0	1	1	2	1	1	2	4	1	0	0	0	2	2	0	2	1	1	2	0	1	3	4	1	2	1	1	218	1	0	0	3	1	0	0	1	3	0	2	2	0	0	0	1	2	3	1	3	3	1	2	3	2	0	10	0	0	0	0
A[Ins(C):R7]G	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	59	0	0	0	1	1	0	0	0	1	0	0	3	0	0	0	1	2	0	0	0	1	2	0	0	0	0	4	0	0	0	0
A[Ins(C):R7]T	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	58	0	0	0	2	0	1	0	0	1	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	1	0	0	0
A[Ins(C):R8]A	0	0	0	2	1	0	1	4	0	0	4	2	1	0	0	1	0	1	0	1	1	1	0	2	0	2	0	0	0	1	1	1	0	3	1	2	1	3	1	0	0	1	1	2	0	1	1	0	0	1	0	0	92	1	1	2	0	0	3	0	0	0	0	3	3	0	0	0	1	2	1	1	2	1	5	0	0	0	0	11	0	0	0	0
A[Ins(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
A[Ins(C):R8]T	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	31	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	1	0	0	0
A[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R0]A	0	0	1	0	0	0	1	0	1	4	5	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	2	3	0	1	3
G[Ins(C):R0]G	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2
G[Ins(C):R0]T	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	1	1	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	1	0	0	2	0	0	0	0
G[Ins(C):R1]A	0	0	0	0	0	0	0	1	0	0	3	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	3	0	0	0	0	0	0	1	0	0
G[Ins(C):R1]G	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R1]T	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
G[Ins(C):R2]A	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0
G[Ins(C):R2]G	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R2]T	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
G[Ins(C):R3]A	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
G[Ins(C):R3]G	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0
G[Ins(C):R3]T	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
G[Ins(C):R4]A	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R4]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
G[Ins(C):R4]T	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0
G[Ins(C):R5]A	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0
G[Ins(C):R5]G	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0
G[Ins(C):R5]T	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	33	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	1	0	0	1	0	1	1	0	0	0
G[Ins(C):R6]A	1	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	2	0	1	1	0	0	0	0	71	0	0	2	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	2	0	0	0	1	1	1	0	2	0	0	2	0
G[Ins(C):R6]G	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
G[Ins(C):R6]T	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	2	0	0	0	1	1	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0
G[Ins(C):R7]A	0	1	1	0	2	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	2	0	1	0	0	1	0	0	2	2	3	0	2	1	3	0	0	0	1	0	1	3	0	0	1	0	0	0	0	144	0	0	0	1	0	2	0	1	1	0	0	8	0	0	0	0	1	1	0	1	1	1	0	1	0	0	7	2	0	1	0
G[Ins(C):R7]G	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	56	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	8	1	0	1	0
