MutationType	CPCT02020318T	CPCT02010377T	CPCT02060017T	CPCT02060166T	DRUP01080024T	CPCT02300029T	CPCT02130024T	CPCT02370015T	CPCT02080291T	CPCT02330082T	CPCT02130035T	CPCT02020667T	CPCT02190030T	CPCT02070304T	CPCT02230093T	CPCT02170024T	CPCT02050342T	CPCT02130064T	CPCT02130063T	CPCT02080208T	CPCT02130066T	CPCT02130067T	CPCT02100172T	CPCT02130084T	CPCT02060220T	CPCT02100169T	CPCT02080218T	CPCT02050332T	DRUP01080031T	CPCT02040245T	DRUP01050048T	DRUP01010142T	CPCT02080224T	CPCT02260021T	CPCT02020762T	CPCT02130116T	CPCT02050342TII	CPCT02130138T	CPCT02130139T	CPCT02230115T	CPCT02010902T	CPCT02290056T	CPCT02130152T	DRUP01170003T	DRUP01010095T	DRUP01030024T	CPCT02040292T	DRUP01050035T	CPCT02020577T	CPCT02050263T	DRUP01010108T	DRUP01010109T	DRUP01010113T	CPCT02120059T	CPCT02170010T	CPCT02030398T	CPCT02050250T	CPCT02050076TII	CPCT02050182T	CPCT02070187T	CPCT02030373T	CPCT02020589T	CPCT02040154T	CPCT02050091T	CPCT02020406T	CPCT02020405T	CPCT02070052T	CPCT02060063T	CPCT02230004T	CPCT02300006T	CPCT02080066T	CPCT02010492T	CPCT02020460T	DRUP01010019T	CPCT02050133T	CPCT02050144T	CPCT02050286T	CPCT02130006T	CPCT02130003T	CPCT02340039T	CPCT02230075T	CPCT02080169T	CPCT02150005T	WIDE01010522T	WIDE01010696T
G[Del(T):R2]G	0	1	0	0	0	3	0	1	1	0	0	0	1	0	1	1	1	1	1	0	1	2	2	0	0	0	3	3	5	1	7	8	3	0	0	1	1	0	1	0	1	0	1	4	1	0	1	6	3	0	11	1	2	1	0	0	0	0	0	0	0	5	0	1	0	0	2	0	0	0	0	0	2	1	0	5	2	1	0	0	1	0	0	0	2
G[Del(T):R3]A	1	0	1	2	0	2	0	0	0	1	2	0	3	1	2	0	4	1	4	0	3	2	0	1	3	2	0	0	19	1	14	24	1	0	0	2	3	0	1	0	1	3	0	0	1	2	0	5	0	0	2	2	2	1	2	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	4	3	0	1	1	0	0	0	0	0
G[Del(T):R3]C	1	1	1	0	1	0	0	1	0	0	0	1	2	0	2	2	0	0	1	2	0	0	1	0	1	1	3	0	20	1	27	16	0	1	1	1	0	0	1	1	0	0	1	1	0	0	0	2	1	1	2	0	1	1	2	0	0	0	0	0	2	1	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0
G[Del(T):R3]G	1	0	0	0	0	0	1	0	0	0	1	0	2	0	2	0	0	0	5	0	0	1	0	1	0	0	0	2	28	3	24	16	1	0	0	1	0	0	3	1	0	0	2	1	0	1	0	7	1	1	2	0	4	1	3	0	0	0	1	0	1	3	1	0	0	1	1	1	1	1	0	0	0	0	0	2	4	3	0	1	0	0	0	0	2
G[Del(T):R4]A	0	2	2	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	8	0	3	2	0	0	1	0	0	0	87	3	119	61	2	2	0	2	0	2	0	0	0	0	0	1	0	2	2	7	0	2	12	0	0	0	0	0	0	0	1	0	7	1	1	0	0	1	1	3	0	0	1	2	1	2	1	3	5	1	2	1	0	0	1	1	0
G[Del(T):R4]C	0	1	0	0	2	1	0	1	0	1	0	0	0	2	0	1	3	0	9	2	3	0	0	1	0	0	0	1	77	1	111	73	0	0	0	0	3	2	0	0	0	2	0	0	0	1	0	8	1	0	2	0	1	3	1	1	0	2	2	0	2	0	1	2	0	1	0	1	2	0	0	0	1	1	2	0	2	3	1	2	0	1	1	0	0
G[Del(T):R4]G	0	0	0	1	1	1	3	1	0	0	1	1	3	1	5	1	3	0	7	2	0	0	0	1	2	5	3	0	73	2	98	71	2	1	0	1	2	1	1	0	0	0	0	1	0	0	0	6	0	0	11	1	0	1	3	1	0	3	0	0	4	1	0	1	1	1	2	5	2	1	0	0	1	1	1	6	4	3	2	2	1	0	0	0	0
G[Del(T):R5]A	0	3	1	1	0	1	0	0	0	0	1	1	0	2	3	0	1	0	6	0	1	1	1	1	1	2	1	0	247	0	290	183	0	0	1	0	1	0	1	3	0	0	2	1	0	1	3	10	1	3	11	1	3	1	0	1	2	1	0	0	3	1	5	0	0	1	0	2	1	1	0	1	0	4	2	4	0	1	0	3	0	0	2	0	0
G[Del(T):R5]C	0	2	0	1	0	1	0	0	0	0	1	0	1	3	3	0	1	0	8	0	1	0	1	1	0	1	4	2	171	2	201	120	1	0	0	2	1	1	2	0	0	0	0	0	0	0	2	11	2	3	7	0	3	2	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	1	0	4	1	3	0	2	3	1	0	0	2	0	1
G[Del(T):R5]G	1	2	0	0	0	1	1	0	0	0	1	0	2	0	5	1	2	0	10	0	3	0	0	1	1	2	5	1	188	2	224	138	0	0	0	0	3	0	0	0	0	0	0	2	0	2	1	9	0	0	9	1	1	0	0	2	1	2	0	0	3	0	0	1	1	2	1	1	2	0	2	1	0	4	2	6	6	5	1	1	0	0	0	1	0
G[Del(T):R6]A	1	0	0	3	0	1	0	0	1	0	0	0	2	0	2	0	0	0	7	0	1	1	0	2	1	1	2	1	332	1	483	288	1	0	0	0	0	1	2	3	0	0	1	0	0	0	2	4	1	0	11	1	1	4	0	1	0	3	0	2	6	1	0	0	0	1	0	1	1	0	1	0	0	1	0	9	0	4	0	3	0	2	1	1	0
G[Del(T):R6]C	2	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	2	0	4	1	0	0	0	0	2	3	2	1	166	2	250	149	0	0	0	0	2	0	0	0	1	0	0	0	1	1	0	3	0	2	11	0	1	1	0	1	2	1	0	0	1	0	2	2	0	0	0	0	0	1	1	0	0	1	0	2	1	3	1	1	0	1	0	0	1
G[Del(T):R6]G	0	1	0	2	1	0	0	0	0	0	0	1	0	0	4	2	1	0	7	1	1	0	0	1	0	4	1	0	173	0	308	153	1	0	0	3	1	0	3	0	0	1	0	0	0	1	0	6	1	2	10	0	1	2	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	7	3	4	0	1	0	0	2	0	0
G[Del(T):R7]A	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	3	1	0	1	0	4	3	0	562	4	866	448	1	0	0	0	1	0	4	2	0	1	0	0	0	2	0	5	1	4	14	1	0	2	0	3	3	1	1	0	8	0	1	1	0	0	1	2	0	3	1	0	0	0	3	8	1	2	0	0	0	1	0	0	0
G[Del(T):R7]C	0	1	0	1	0	1	0	1	0	1	2	0	1	6	2	0	1	1	8	1	2	2	0	1	1	2	4	1	491	1	866	356	0	0	0	0	1	0	4	3	0	0	0	1	0	7	1	9	1	4	19	0	0	1	0	3	0	1	2	0	7	1	1	0	0	1	0	1	2	2	0	0	0	2	3	6	3	4	0	0	2	0	1	0	0
G[Del(T):R7]G	0	0	0	3	0	0	0	0	1	0	0	0	1	1	1	0	1	0	7	0	2	1	0	0	0	5	2	1	529	5	817	409	0	0	0	1	1	0	0	2	3	1	1	0	4	4	0	9	0	3	20	0	0	1	1	1	2	1	0	0	2	0	1	0	0	1	2	0	0	0	2	0	0	0	4	5	2	5	1	3	1	1	0	2	0
G[Del(T):R8]A	3	1	0	2	0	2	2	0	1	0	1	0	0	3	5	1	2	0	14	0	5	0	0	1	1	16	3	1	1092	3	1472	779	0	0	0	0	2	0	4	2	0	0	1	0	0	8	1	12	1	0	29	0	1	4	0	4	1	4	1	3	4	1	4	1	0	0	3	1	1	3	0	2	0	2	3	16	1	4	1	5	2	1	0	1	0
G[Del(T):R8]C	0	1	1	1	0	1	3	0	2	0	3	0	0	1	5	0	0	0	9	0	4	0	3	1	0	7	4	1	648	2	1029	493	0	0	0	0	0	0	5	3	0	0	0	0	0	2	0	17	0	0	30	0	0	2	1	0	2	5	0	0	8	2	4	0	0	1	1	2	2	1	2	0	0	2	3	10	5	6	1	1	3	1	0	1	0
G[Del(T):R8]G	2	2	2	4	0	3	2	0	0	0	4	0	2	1	3	0	1	0	8	0	7	0	2	1	1	9	6	1	916	3	1207	607	0	0	2	0	1	1	1	3	0	0	0	0	0	1	1	10	0	3	32	0	0	4	0	1	4	4	1	0	14	1	4	0	0	0	1	2	2	1	1	0	0	3	3	10	3	4	0	2	2	0	0	0	0
G[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R0]A	2	1	0	12	0	4	2	2	0	0	1	0	0	8	0	1	9	1	3	0	5	1	1	1	1	6	3	1	27	14	36	14	2	0	0	1	9	0	42	1	2	7	0	0	2	1	1	9	0	2	42	1	3	19	1	4	4	2	0	1	1	1	1	2	2	1	1	31	3	0	0	0	0	2	12	75	13	2	0	3	1	2	1	0	1
A[Ins(C):R0]G	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	3	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	1	0	0	0
A[Ins(C):R0]T	0	1	0	6	0	3	3	1	0	0	0	0	1	0	0	0	0	1	2	0	1	1	1	0	0	6	1	0	8	4	5	5	0	0	0	0	0	1	17	4	0	5	1	0	0	0	0	0	0	0	16	0	1	9	3	0	2	1	1	1	3	0	0	0	0	0	3	14	1	0	1	0	0	3	5	21	11	2	0	0	0	0	2	0	0
A[Ins(C):R1]A	0	0	0	1	1	3	0	2	0	0	2	0	0	1	0	0	2	1	2	0	0	0	0	0	2	0	0	1	7	1	10	5	0	0	0	0	2	0	0	1	1	1	0	0	1	1	1	2	1	0	3	0	1	2	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	4	1	1	0	0	0	0	2	1	0
A[Ins(C):R1]G	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A[Ins(C):R1]T	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	3	0	0	0	0	2	0	0	0	3	1	0	1	0	0	0	0	0	0
A[Ins(C):R2]A	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	2	0	3	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	3	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
A[Ins(C):R2]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R2]T	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
A[Ins(C):R3]A	1	2	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	9	0	11	6	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R3]G	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	6	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R3]T	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	1	4	0	7	3	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
A[Ins(C):R4]A	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	26	0	27	16	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	2	2	2	1	0	0	1	0	0	1
A[Ins(C):R4]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	7	0	26	13	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
A[Ins(C):R4]T	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	9	0	12	11	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A[Ins(C):R5]A	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20	0	28	14	0	1	2	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0
A[Ins(C):R5]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A[Ins(C):R5]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	15	0	26	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	4	0	0	1	0	0	0	0	0
A[Ins(C):R6]A	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	1	0	26	1	40	24	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
A[Ins(C):R6]G	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	12	0	21	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A[Ins(C):R6]T	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	30	11	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1
A[Ins(C):R7]A	1	0	1	1	0	1	2	0	1	0	1	0	0	1	0	0	2	1	2	0	4	1	0	0	0	2	2	0	128	1	123	77	1	0	0	0	2	0	1	1	1	1	0	0	2	0	2	3	0	1	8	0	0	0	0	3	0	2	0	0	1	2	0	0	0	2	0	0	1	1	0	0	0	1	2	6	1	1	0	2	1	0	0	0	2
A[Ins(C):R7]G	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	27	0	35	23	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
A[Ins(C):R7]T	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	20	0	37	16	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3	1	3	2	1	0	0	0	0	0	0	0
A[Ins(C):R8]A	0	0	0	2	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	3	2	0	81	0	100	51	0	0	0	0	0	0	1	0	2	0	0	0	3	0	3	1	1	0	8	0	0	6	0	0	1	0	0	2	1	0	2	0	0	2	0	1	0	2	1	0	1	2	3	6	1	0	0	1	0	1	0	0	0
A[Ins(C):R8]G	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	16	1	13	9	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
A[Ins(C):R8]T	0	1	1	2	0	1	0	0	0	0	0	0	0	1	0	1	2	1	1	0	0	0	0	0	0	0	0	0	17	0	28	12	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	1	0	3	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R0]A	0	1	0	0	40	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	0	0	0	0	0	1	2
G[Ins(C):R0]G	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	1	5	7	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
G[Ins(C):R0]T	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
G[Ins(C):R1]A	1	1	0	0	9	1	0	0	0	0	0	0	0	0	3	0	1	0	2	0	2	0	0	1	0	0	2	1	0	1	4	6	0	0	2	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0
G[Ins(C):R1]G	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R1]T	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	3	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1
G[Ins(C):R2]A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1
G[Ins(C):R2]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R2]T	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
G[Ins(C):R3]A	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	5	0	10	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R3]G	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R3]T	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
G[Ins(C):R4]A	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	23	1	44	18	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
G[Ins(C):R4]G	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	11	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
G[Ins(C):R4]T	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	23	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
G[Ins(C):R5]A	1	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	12	0	27	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
G[Ins(C):R5]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
G[Ins(C):R5]T	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	39	1	50	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
G[Ins(C):R6]A	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	1	0	47	0	83	37	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	1	1	0	1	0	0	0	1	0
G[Ins(C):R6]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	28	1	48	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
