MutationType	CPCT02150038T	CPCT02040203T	CPCT02300038T	WIDE01010265T	CPCT02310012T	CPCT02080232T	CPCT02180068T	CPCT02290041T	CPCT02040278T	CPCT02310017T	CPCT02150022T	CPCT02150026T	CPCT02150030T	CPCT02180037T	CPCT02150033T	CPCT02230051T	CPCT02340030T	CPCT02340031T	CPCT02230066T	CPCT02180043T	CPCT02120032T	CPCT02300023T	CPCT02180001T	CPCT02330016T	CPCT02180015T	WIDE01010545T
Ins4:U1:R2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R(5,9)	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
Ins4:U2:R2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
Ins4:U2:R3	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Ins4:U2:R(5,9)	1	0	2	1	3	1	0	0	0	1	0	1	0	0	0	0	0	3	0	0	1	0	1	0	0	2
Ins4:U4:R1	2	0	2	1	4	4	5	1	3	10	1	2	3	2	3	0	4	4	2	1	4	1	2	6	0	6
Ins4:U4:R2	0	0	1	0	0	0	1	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Ins4:U4:R3	0	0	1	1	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Ins4:U4:R4	1	0	0	0	1	3	2	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	4	1	0	3
Ins4:U4:R(5,9)	0	0	4	0	1	7	3	4	1	6	0	5	2	1	1	1	0	7	0	0	1	0	4	6	0	7
Ins(5,):U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ins(5,):U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ins(5,):U1:R4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Ins(5,):U1:R(5,9)	0	0	0	0	0	0	2	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2
Ins(5,):U2:R1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ins(5,):U2:R2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
Ins(5,):U2:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R(5,9)	0	0	0	1	1	2	1	0	2	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1
Ins(5,):U(3,):R1	5	0	6	9	11	13	18	9	13	20	0	7	2	1	6	1	27	9	0	2	4	3	5	8	1	12
Ins(5,):U(3,):R2	0	0	0	0	1	0	1	2	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	2
Ins(5,):U(3,):R3	0	0	2	0	1	0	0	0	1	4	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	2
Ins(5,):U(3,):R4	0	0	3	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Ins(5,):U(3,):R(5,9)	0	0	0	1	0	0	2	3	1	3	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1
Del2:M1	5	2	20	8	8	15	29	13	15	15	3	11	10	4	7	2	16	10	5	6	9	8	11	14	5	18
Del3:M1	3	0	2	1	3	5	2	1	3	3	1	2	2	2	2	1	5	1	1	4	2	1	4	1	3	1
Del3:M2	6	0	11	9	7	9	14	9	9	19	3	10	6	3	6	2	8	10	4	6	4	5	13	14	2	18
Del4:M1	4	1	1	5	1	4	4	7	2	6	1	7	2	3	2	2	4	1	2	2	4	1	6	8	2	7
Del4:M2	3	0	7	4	8	2	8	5	7	12	2	6	2	4	2	1	4	6	7	1	3	6	9	11	1	11
Del4:M3	4	0	12	5	4	11	8	10	6	8	1	8	7	8	4	3	5	9	4	2	4	5	11	8	5	17
Del5:M1	0	0	3	1	1	2	4	3	0	4	2	2	1	3	3	0	2	4	1	2	2	1	2	2	2	2
Del5:M2	0	0	1	0	1	1	9	0	1	3	0	4	2	3	1	2	2	4	0	1	0	1	3	2	0	1
Del5:M3	2	0	1	1	0	3	4	3	4	1	1	4	1	1	1	0	3	1	1	3	2	2	0	0	0	2
Del5:M4	1	0	0	3	0	1	2	2	0	2	0	4	1	0	1	2	1	1	2	0	2	1	4	1	1	3
Del6:M1	3	2	4	1	2	7	7	2	1	5	0	2	2	3	2	1	4	5	1	2	3	0	3	3	2	1
Del6:M2	1	0	1	2	2	1	8	0	1	2	0	1	1	1	0	0	6	3	2	1	0	0	2	1	2	1
Del6:M3	0	0	3	0	0	2	3	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	1
Del6:M4	0	0	0	1	1	0	1	1	2	1	0	1	0	1	1	0	0	1	1	0	1	2	3	1	0	1
Del6:M5	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0
Del(7,):M1	6	3	14	9	10	10	33	11	20	23	3	12	12	17	10	7	44	10	9	17	5	9	8	8	5	14
Del(7,):M2	7	2	9	8	16	13	63	6	14	19	3	11	6	9	4	1	24	9	5	5	4	2	8	6	3	13
Del(7,):M3	4	1	3	4	5	9	41	6	3	13	2	4	2	1	3	1	9	5	0	5	2	1	6	3	1	5
Del(7,):M4	1	1	4	7	1	3	33	2	3	4	1	7	1	4	2	0	7	2	1	3	3	2	5	1	2	11
Del(7,):M5	0	0	0	1	1	2	16	4	2	3	0	1	0	0	0	1	3	0	0	1	2	0	2	0	2	2
Del(7,):M(6,)	2	1	3	2	4	3	25	20	6	16	0	9	2	8	3	2	9	8	0	6	7	1	9	4	2	15
Complex(0,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(2,5)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(6,10)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(11,20)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(21,)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
