MutationType	SP124389	SP124362	SP124394	SP124334	SP124339	SP124454	SP124380	SP124273	SP124357	SP124399	SP124311	SP124355	SP124434	SP124428	SP124449	SP124298	SP124431	SP124396	SP124409	SP124341	SP124353	SP124278	SP124376	SP124346	SP124439	SP124351	SP124406	SP124323	SP124391	SP124423	SP124382	SP124415	SP124436	SP124460	SP124425	SP124456	SP124367	SP124281	SP124377	SP124412	SP124333	SP124359	SP124286	SP124329	SP124326	SP124458	SP124401	SP124264	SP124384	SP124403	SP124462	SP124271	SP124336	SP124452	SP124386	SP124441	SP124418	SP124291	SP124319	SP124305	SP124447	SP124344	SP124369	SP124348	SP124295	SP124444	SP124365	SP124420	SP124364	SP124307	SP82445	SP83242	SP103894	SP83382	SP82451	SP104330	SP83312	SP82614	SP82431	SP82459	SP113197	SP82532	SP82636	SP82796	SP83482	SP104530	SP82429	SP82644	SP82988	SP82461	SP82900	SP82399	SP82756	SP82836	SP82417	SP82471	SP82435	SP104056	SP83083	SP82433	SP82780	SP83019	SP83099	SP83146	SP103866	SP83844	SP83027
C[Del(T):R3]G	2	1	2	1	0	1	1	0	2	2	3	0	2	3	1	6	3	2	5	0	0	0	0	2	2	0	2	0	2	0	4	2	5	2	1	0	2	0	2	1	0	0	0	2	1	0	4	5	9	0	3	3	1	0	2	5	0	0	0	1	11	1	2	1	0	1	1	0	0	2	3	0	3	1	3	0	1	3	6	3	0	4	0	3	2	3	3	3	1	2	1	2	1	1	0	1	0	8	0	0	1	1	1	4	0	0	1
C[Del(T):R4]A	2	15	9	5	1	4	11	0	1	6	16	2	7	22	11	17	7	4	11	5	1	1	4	4	21	0	4	2	1	0	42	18	15	8	3	3	4	0	6	3	4	0	1	4	4	10	30	6	42	1	14	2	1	4	5	3	4	0	7	2	27	2	10	1	4	1	1	3	3	3	22	6	4	4	3	0	3	2	14	7	0	9	1	1	4	7	4	13	3	6	4	5	1	1	9	0	0	21	6	3	3	4	0	8	9	6	0
C[Del(T):R4]C	2	0	2	1	0	1	0	0	2	1	4	0	1	1	0	1	2	1	1	3	0	0	1	1	0	0	0	0	0	0	7	1	1	4	0	0	2	0	1	0	1	0	1	1	2	5	7	3	45	0	1	0	0	0	1	1	2	0	1	0	7	1	2	1	4	0	1	1	2	3	6	2	5	2	3	0	0	0	4	1	0	3	0	0	1	2	0	1	2	0	2	4	0	1	3	0	0	6	0	1	2	1	0	7	2	1	1
C[Del(T):R4]G	1	2	2	2	0	0	2	1	0	2	1	1	1	2	4	4	0	1	2	1	1	0	0	1	0	0	2	0	1	0	7	6	6	2	2	0	0	0	1	1	3	1	0	1	2	1	9	7	22	0	1	2	2	0	2	4	3	0	3	1	4	2	3	1	3	0	6	1	1	0	2	3	0	0	0	0	1	0	3	0	0	2	3	2	2	8	1	2	2	0	2	4	2	5	1	2	1	4	0	0	1	1	3	1	0	0	0
C[Del(T):R5]A	1	3	3	0	0	0	3	1	1	3	3	0	2	2	2	8	3	1	7	0	0	0	1	1	6	1	2	0	0	1	14	9	7	2	4	4	1	0	1	1	0	2	0	1	1	2	5	4	90	1	2	2	1	2	2	0	3	0	5	2	16	1	1	0	0	0	2	2	3	2	10	1	6	1	1	0	0	3	13	0	0	7	0	3	4	4	0	4	2	3	3	2	1	3	2	0	2	9	3	0	1	5	0	9	4	0	0
C[Del(T):R5]C	1	1	2	0	0	0	2	0	1	0	1	0	1	4	1	3	1	0	1	4	1	1	0	1	1	1	1	0	0	0	3	2	4	0	1	1	0	0	1	1	0	2	0	0	1	0	4	2	110	0	2	1	0	0	1	1	0	3	0	1	4	0	1	0	4	0	0	1	1	0	2	0	3	2	3	0	2	2	5	0	1	0	1	0	1	2	0	0	0	1	2	0	1	0	0	0	1	2	3	4	0	0	1	3	1	0	0
C[Del(T):R5]G	1	1	1	1	0	1	0	0	1	1	1	0	0	3	0	2	0	1	1	0	0	0	0	1	0	1	2	0	0	0	3	2	5	1	0	1	1	0	1	0	1	2	0	1	1	2	1	2	64	0	1	0	0	0	0	2	0	0	0	0	7	0	1	1	1	1	2	2	1	1	2	0	4	0	0	0	1	1	3	0	0	2	1	1	1	1	0	1	1	1	1	1	2	1	3	0	0	4	0	0	0	1	0	2	1	1	1
C[Del(T):R6]A	0	1	3	2	0	0	5	0	2	1	0	0	1	1	3	6	0	1	1	2	0	0	1	5	4	0	1	0	0	0	3	0	2	3	1	1	2	0	0	0	0	0	0	1	1	2	8	0	172	1	2	2	0	2	2	2	2	1	1	0	8	0	4	1	3	0	1	2	4	2	5	1	3	1	1	0	1	0	4	1	0	0	3	0	0	2	0	1	1	1	2	2	1	0	2	0	0	4	2	0	1	0	2	3	0	0	1
C[Del(T):R6]C	1	0	1	2	1	0	0	0	0	2	1	0	0	4	3	1	1	1	1	0	0	1	1	0	1	0	1	0	2	0	2	2	2	0	0	1	1	1	1	0	1	0	0	0	0	2	6	0	94	0	0	2	0	1	1	1	1	0	0	0	5	3	1	0	1	0	0	3	3	1	1	1	3	0	3	0	2	1	3	0	0	1	1	0	0	2	0	1	2	0	2	0	0	1	0	0	0	2	1	1	1	0	0	0	0	0	0
C[Del(T):R6]G	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	2	2	1	2	0	0	2	0	0	1	0	1	1	0	0	1	1	4	0	0	1	1	0	0	0	0	1	1	0	2	0	3	3	99	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	3	0	1	0	1	1	2	0	0	0	1	0	0	0	2	0	0	1	1	0	1	3	0	0	1	0	3	0	0	0	0	0	0	3	0	1	2	1	0	2	1	0	0
C[Del(T):R7]A	0	0	0	1	0	1	1	2	1	1	2	0	1	0	0	3	1	0	1	0	1	0	0	1	3	0	3	0	0	0	4	4	0	4	0	2	2	0	1	0	1	0	1	0	1	0	3	1	356	0	0	1	0	1	1	3	0	1	0	0	3	0	2	0	0	0	2	0	8	3	1	0	5	2	1	0	0	3	3	0	0	2	2	1	0	3	0	3	3	0	0	0	1	0	0	1	0	3	2	0	0	1	1	2	1	0	1
C[Del(T):R7]C	0	1	0	1	0	1	2	0	1	1	1	1	2	0	0	0	0	2	0	0	1	1	1	0	0	0	3	0	0	0	3	1	2	0	0	0	4	0	1	1	0	3	2	0	1	3	4	1	273	0	1	3	0	0	1	2	0	0	0	3	2	0	1	0	2	1	2	1	6	0	1	0	5	0	0	0	3	3	0	0	0	0	2	1	1	1	1	0	3	0	1	1	0	0	0	0	0	1	0	2	1	0	2	1	0	1	1
C[Del(T):R7]G	0	0	0	0	0	0	1	0	1	0	0	1	1	2	0	1	0	2	1	2	0	0	2	0	0	1	1	0	0	0	2	1	4	2	1	0	0	0	0	0	0	0	0	0	1	2	1	1	403	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	3	1	1	0	5	1	0	1	3	0	3	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	2
C[Del(T):R8]A	2	0	1	0	0	2	1	0	0	0	0	0	2	2	0	1	0	2	0	1	0	0	1	0	0	0	7	0	1	0	0	4	2	2	0	0	1	0	0	0	1	3	1	0	1	2	3	0	570	1	2	0	0	0	1	3	0	0	0	0	3	0	1	0	2	2	0	0	4	1	0	0	3	1	2	0	0	0	0	0	0	1	1	0	0	0	0	2	0	2	1	0	1	1	0	0	0	1	0	2	1	2	0	1	1	1	0
C[Del(T):R8]C	0	0	0	0	0	2	0	0	0	0	0	1	3	1	0	1	1	2	2	0	0	0	0	3	2	0	2	3	0	0	0	3	1	2	0	0	1	1	0	0	0	2	1	0	1	1	1	1	419	1	1	1	0	2	1	3	0	1	0	1	4	1	0	0	4	1	0	0	3	1	2	0	3	0	2	0	0	0	1	0	0	0	1	2	1	3	0	0	1	1	2	1	0	0	0	0	1	0	0	2	1	1	0	0	1	2	0
C[Del(T):R8]G	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	2	2	2	0	0	0	0	0	0	0	0	1	0	0	1	1	0	641	0	1	1	2	1	2	1	1	0	0	0	1	0	1	0	1	0	0	0	3	0	0	2	2	0	0	0	2	0	0	0	0	0	2	0	1	4	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	0	3	2	2	0	1	4	1	0	0	3	0	1	1	2	10	3	0	1	3	1	1	1	2	2	1	5	0	1	1	12	3	5	4	0	0	1	2	0	1	0	0	0	1	1	3	9	0	2	0	4	3	2	0	2	0	0	0	1	2	19	0	4	2	0	0	3	1	3	3	2	4	4	2	3	0	0	2	5	2	0	10	0	2	0	5	1	4	0	3	3	3	0	0	1	0	2	6	1	1	2	2	2	3	3	6	0
G[Del(T):R1]C	0	3	0	0	0	0	0	1	0	4	1	1	0	0	1	3	0	1	2	0	0	0	0	0	1	0	3	0	0	1	9	2	8	4	1	1	3	0	3	0	2	4	0	0	2	1	6	1	3	1	3	1	0	1	2	1	2	2	0	0	10	0	1	0	3	0	1	1	0	1	4	1	3	0	2	0	1	2	6	1	0	1	1	0	1	5	0	1	3	2	5	1	1	2	3	2	0	6	2	0	2	2	0	8	0	1	0
G[Del(T):R1]G	1	1	2	2	1	0	0	1	2	2	2	1	1	4	2	4	2	1	0	0	0	0	1	1	5	0	1	0	2	0	10	5	9	0	0	2	1	0	1	0	0	0	0	1	1	1	8	2	3	2	4	2	1	1	0	2	4	1	0	1	15	1	6	0	2	2	1	0	2	2	6	4	5	0	2	0	2	4	9	0	0	1	0	2	0	1	1	8	1	4	1	3	1	1	2	0	0	19	1	2	1	0	1	4	0	4	0
G[Del(T):R2]A	34	71	27	26	1	23	51	3	1	37	42	1	37	97	41	106	31	20	69	1	0	0	19	3	99	1	25	0	1	10	203	152	140	73	23	14	45	0	28	31	13	1	0	15	6	47	204	1	59	2	39	7	2	39	52	0	41	0	62	12	159	1	51	1	5	6	34	17	36	54	151	23	57	30	17	2	28	25	124	24	1	50	4	23	17	21	6	84	32	35	36	30	7	7	90	0	0	152	41	14	12	43	9	94	37	20	1
G[Del(T):R2]C	1	4	2	1	0	0	1	0	0	0	2	0	3	0	1	1	2	1	0	1	0	0	0	0	0	0	2	0	0	1	10	4	4	2	0	0	1	0	0	1	1	0	0	1	2	0	6	1	4	0	3	0	0	1	2	0	0	0	2	1	6	0	1	0	5	0	3	0	1	2	3	1	4	0	0	0	0	0	3	1	1	2	1	1	0	1	0	3	0	1	3	1	0	0	1	0	1	4	0	0	0	1	0	5	0	0	0
G[Del(T):R2]G	1	1	2	1	0	1	1	1	2	6	2	0	0	2	2	10	0	1	2	1	0	0	0	0	1	0	1	0	0	0	6	6	8	3	2	0	4	0	0	2	2	1	0	0	2	1	4	2	3	1	0	2	0	3	2	1	1	1	1	1	2	0	1	0	2	1	2	0	1	1	4	0	2	1	1	1	0	0	4	2	0	1	0	1	0	1	1	0	1	2	1	3	0	1	0	1	0	5	1	2	1	3	0	4	1	1	0
G[Del(T):R3]A	1	3	2	2	0	2	3	0	1	3	4	0	0	7	2	8	3	0	3	1	0	1	2	0	4	2	3	0	0	1	16	6	12	2	1	2	0	1	0	2	1	2	0	0	1	4	3	0	9	0	2	5	0	1	0	1	1	0	0	2	15	1	4	1	2	0	1	0	3	3	5	1	7	1	1	1	2	6	7	1	0	2	4	1	0	2	1	7	1	1	2	2	0	2	3	0	0	2	4	4	1	2	0	6	2	2	0
G[Del(T):R3]C	0	1	1	1	1	2	0	0	0	1	2	0	1	2	2	5	0	0	2	1	0	0	0	1	2	0	0	0	0	0	8	5	13	1	0	0	4	0	1	1	0	1	1	0	0	5	6	1	18	0	1	0	0	2	0	1	2	0	1	0	4	1	2	0	3	0	2	0	0	0	2	0	3	0	4	0	0	3	6	0	0	2	1	1	1	3	0	1	1	1	0	0	0	2	1	0	0	7	4	2	1	0	1	7	0	0	1
G[Del(T):R3]G	1	1	1	0	0	0	2	0	1	1	3	0	0	3	1	3	2	0	1	2	1	1	2	1	0	1	1	0	2	1	2	8	0	3	0	0	1	0	1	0	1	0	0	0	0	1	5	1	9	1	0	2	0	0	1	1	1	0	1	0	2	0	2	0	1	1	1	0	1	0	1	0	3	0	2	0	1	2	4	0	0	0	1	1	0	3	1	2	0	1	1	1	0	1	4	3	0	5	0	1	1	2	0	3	2	3	0
G[Del(T):R4]A	6	12	6	6	1	3	6	0	0	4	4	0	6	14	3	9	2	5	6	1	0	2	4	1	7	0	3	1	0	0	18	11	11	9	3	0	4	0	4	3	4	2	1	1	2	10	21	0	28	0	5	4	1	4	5	2	4	0	7	2	23	2	3	0	2	2	4	4	3	5	16	1	10	2	3	0	6	4	14	4	1	4	1	5	1	7	1	5	0	4	4	2	1	2	6	0	1	12	3	1	1	5	1	9	4	3	0
G[Del(T):R4]C	0	0	3	1	0	0	2	0	1	0	1	0	1	2	0	1	2	1	1	1	1	0	1	1	2	0	0	0	1	0	7	3	8	0	2	1	2	1	1	3	0	0	0	0	1	1	3	3	15	0	4	0	1	3	2	4	1	1	1	2	8	1	3	0	3	0	1	1	0	2	5	1	6	1	0	0	1	1	6	1	0	3	0	0	2	3	0	1	0	1	2	2	1	0	1	0	0	3	3	1	0	1	0	3	1	2	0
G[Del(T):R4]G	0	2	4	1	1	0	2	3	1	2	3	1	1	1	2	2	0	3	0	3	0	0	4	1	0	0	1	1	1	0	3	4	7	1	2	2	3	0	2	0	1	1	0	0	2	2	5	2	22	0	1	1	0	1	1	3	1	0	0	0	7	0	2	1	4	0	0	4	2	2	3	0	3	1	2	0	2	1	4	1	0	3	0	3	3	3	0	3	1	1	4	3	2	0	1	0	1	7	2	1	1	1	2	4	1	2	0
G[Del(T):R5]A	4	5	4	2	0	0	2	1	1	2	1	1	0	3	3	1	4	2	5	2	0	0	0	3	5	1	5	0	0	0	8	7	8	2	0	2	2	0	0	3	3	3	0	1	0	5	6	2	82	1	3	5	1	0	2	1	1	1	1	0	11	1	0	0	1	1	1	2	4	0	6	2	4	2	0	0	2	3	6	2	0	4	3	0	1	1	3	2	2	1	3	2	0	0	2	0	0	8	2	5	0	1	0	9	5	0	0
G[Del(T):R5]C	0	1	0	0	0	0	3	0	0	1	4	0	2	0	1	3	1	1	1	3	0	0	0	0	1	0	1	1	0	0	1	0	2	1	1	1	1	1	0	2	0	3	0	0	2	0	1	2	54	0	0	0	0	0	0	3	0	0	0	1	2	1	1	0	1	1	2	0	1	1	2	0	3	3	1	0	0	2	3	2	0	2	1	0	0	5	0	2	1	0	1	1	1	0	0	1	0	0	0	2	0	0	1	1	2	0	0
G[Del(T):R5]G	0	1	0	1	0	2	0	0	2	1	0	1	1	10	0	3	0	3	3	2	0	1	0	0	1	0	0	0	2	0	5	7	4	0	0	1	1	0	0	3	0	0	0	0	3	3	4	1	91	0	0	4	0	0	0	1	2	0	0	0	3	1	0	1	4	0	0	0	2	0	3	1	4	1	0	0	0	2	0	2	0	2	2	1	2	1	2	1	0	2	1	5	0	1	3	1	0	1	0	0	1	1	0	0	1	0	2
G[Del(T):R6]A	1	1	0	2	0	1	0	1	1	1	2	0	1	4	3	4	0	2	0	2	0	0	1	2	1	0	0	1	1	0	5	1	5	0	4	1	0	1	1	0	0	0	0	1	1	2	4	1	119	0	2	0	0	2	1	2	1	0	0	1	4	1	4	0	3	1	4	2	3	3	3	0	6	1	2	0	0	0	4	1	0	0	2	1	1	0	1	2	1	1	2	2	1	1	3	0	2	1	1	2	0	1	1	2	3	3	1
G[Del(T):R6]C	1	0	0	1	0	0	1	0	0	0	0	1	0	2	2	2	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	2	2	0	2	1	1	0	0	1	0	1	0	0	0	1	0	0	51	0	0	4	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	2	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	5	0	6	0	1	0	1	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0
G[Del(T):R6]G	1	0	0	0	1	2	2	1	2	1	1	1	0	0	1	1	1	1	2	0	0	2	0	0	1	0	1	0	0	0	2	3	1	0	0	2	0	0	0	0	1	0	0	1	0	1	4	0	69	0	0	1	1	0	1	1	1	0	0	0	4	0	1	1	1	1	0	0	0	2	4	1	3	0	0	0	0	1	2	0	1	0	0	2	0	1	1	0	1	0	1	0	0	0	0	3	1	4	0	0	0	0	0	1	0	2	0
G[Del(T):R7]A	1	1	0	0	0	1	0	1	1	1	0	0	2	0	1	0	1	0	0	1	0	1	0	0	0	0	3	0	0	0	1	0	2	2	1	0	1	1	0	0	1	0	0	0	1	1	1	0	162	0	0	0	0	0	0	2	1	0	1	0	2	0	0	0	0	0	0	1	2	1	1	1	1	0	1	0	1	1	2	1	0	1	1	1	0	2	0	1	0	0	3	0	0	0	0	0	0	3	1	1	1	1	0	0	1	1	1
G[Del(T):R7]C	0	0	0	1	0	0	0	0	4	0	0	1	2	2	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	1	0	1	0	0	0	1	1	1	1	0	3	0	2	1	179	0	1	0	0	1	0	1	1	0	2	0	1	0	1	0	5	1	2	0	1	0	2	1	2	1	1	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	2	0	0	1
G[Del(T):R7]G	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	1	1	187	0	1	0	1	1	1	2	1	1	0	2	2	0	0	0	0	0	4	0	1	1	0	0	0	1	0	0	1	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	2	0
G[Del(T):R8]A	1	2	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	2	0	0	0	1	0	2	2	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	240	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	1	4	1	0	0	0	1	2	0	0	0	3	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0
G[Del(T):R8]C	0	0	0	0	0	0	1	1	0	1	0	0	2	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	180	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	5	3	0	1	3	0	0	0	2	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
G[Del(T):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	2	0	196	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
G[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R0]A	2	5	3	3	0	3	10	2	0	7	8	0	6	7	3	12	5	3	4	3	1	0	3	2	5	1	1	0	2	0	13	33	16	6	4	2	3	0	1	2	2	3	0	0	2	5	23	2	10	0	5	3	1	1	2	3	0	0	2	0	26	2	4	2	3	1	3	3	4	3	18	4	2	1	2	1	0	1	17	1	0	11	1	2	6	3	1	2	1	2	8	3	0	2	0	0	1	13	1	0	0	2	1	5	6	1	0
A[Ins(C):R0]G	0	0	0	1	0	0	2	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
A[Ins(C):R0]T	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	1	0	0	3	1	0	0	0	0	2	1	2	0	0	0	3	3	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	2	0	0	1	0	2	1	0	0	0	0	1	0	0	1	1	1	2	1	0	1	0	0	1	0	0	2	0	1	0	2	2	0	0	0	1	0	0	0	1	2	0	1	0	1	0	0	0	0	1	0	0
A[Ins(C):R1]A	0	3	2	0	0	0	2	0	0	0	0	0	0	0	2	2	0	1	3	1	0	2	0	0	2	0	1	0	2	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	1	0	1	0	0	0	0	0	2	0	2	1	2	0	0	0	0	1	2	2	3	1	0	1	0	0	0	0	2	0	1	2	1	1	2	1	1	0	1	0	1	1	1	0	0	0	0	2	0	0	0	0	0	2	2	1	0
A[Ins(C):R1]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R1]T	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	1	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	2	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0
A[Ins(C):R2]A	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	2	0	0	0	2	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0
A[Ins(C):R2]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(C):R2]T	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A[Ins(C):R3]A	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	4	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
A[Ins(C):R3]G	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A[Ins(C):R3]T	0	0	1	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0
A[Ins(C):R4]A	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0
