MutationType	SP18310	SP17172	SP96133	SP110242	SP114330	SP21017	SP22383	SP81312	SP22031	SP96112	SP19215	SP96120	SP16886	SP96124	SP19295	SP19670	SP17905	SP16934	SP20993	SP19983	SP18121	SP96122	SP119755	SP96126	SP19606	SP96118	SP21528	SP21400	SP23078	SP17430	SP96110	SP18946	SP21057	SP22750	SP19750	SP17016	SP16958	SP17329	SP96116	SP96129	SP21193	SP18787	SP96114	SP19582	SP17294	SP80367	SP82087	SP80615	SP80271	SP81172	SP81840	SP80657	SP81494	SP81711	SP80423	SP80754	SP81440	SP80950	SP82103	SP81137
G[Ins(C):R3]T	5	1	1	10	0	2	3	0	0	0	3	1	1	0	0	1	2	1	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
G[Ins(C):R4]A	51	15	41	49	0	37	29	0	0	0	32	0	1	0	0	0	3	0	0	0	24	0	0	0	0	6	0	2	0	1	0	1	0	1	0	0	1	0	1	0	0	2	0	1	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R4]G	10	0	2	10	0	7	3	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R4]T	21	6	12	17	0	21	14	1	0	0	20	0	0	0	1	0	2	0	0	1	18	2	1	0	0	5	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	1	0	0	0	0	0	0
G[Ins(C):R5]A	29	4	25	33	2	28	19	3	0	0	21	1	4	1	0	1	12	0	1	0	18	0	0	0	1	2	0	2	0	0	0	2	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	9	0	1	1	0	0	2	0	0	0	0	0	0
G[Ins(C):R5]G	13	0	4	10	0	8	3	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
G[Ins(C):R5]T	55	5	17	79	0	32	28	0	2	1	23	1	2	3	2	0	6	0	1	0	34	0	1	1	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	5	0	0	0	0	0	1	0	1	0	0	0	2
G[Ins(C):R6]A	78	16	51	107	0	71	47	3	3	0	49	2	5	0	4	0	6	0	2	1	69	1	0	3	1	9	1	5	0	0	1	8	1	1	1	2	2	0	1	0	1	1	0	0	0	0	0	16	0	0	1	1	0	0	2	0	0	0	1	0
G[Ins(C):R6]G	49	6	11	54	0	28	9	0	0	0	22	1	0	1	0	0	0	0	1	0	32	0	0	0	1	3	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	1	0	0	0	0	0	0	1
G[Ins(C):R6]T	61	8	27	80	0	41	24	0	0	0	33	0	2	0	1	0	3	0	3	0	33	2	1	2	0	9	0	3	0	1	0	4	4	0	1	0	0	0	0	0	0	1	1	0	0	0	1	6	0	0	0	0	0	2	1	0	1	0	0	0
G[Ins(C):R7]A	111	40	70	173	1	122	55	2	0	0	56	4	1	2	2	0	3	0	1	4	109	3	1	2	0	5	1	6	1	0	1	2	3	1	5	1	2	0	3	1	1	2	4	0	2	1	1	7	0	1	2	1	4	3	3	1	0	0	2	1
G[Ins(C):R7]G	32	22	18	65	0	55	15	0	1	0	18	1	0	1	0	0	2	0	1	2	22	1	0	1	0	1	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
G[Ins(C):R7]T	40	13	17	68	1	39	21	2	0	0	22	0	1	0	0	0	2	0	0	0	25	0	0	2	0	2	0	3	0	0	0	2	0	0	1	0	2	0	0	0	0	0	1	0	2	0	0	4	1	0	0	0	0	1	0	1	0	0	0	2
G[Ins(C):R8]A	53	31	31	83	0	78	30	2	0	0	12	1	1	3	2	1	2	0	0	0	41	0	3	2	0	2	2	1	1	0	1	1	0	0	0	0	2	0	0	0	1	0	2	2	2	3	1	3	1	1	2	1	1	3	1	0	0	1	0	0
G[Ins(C):R8]G	4	2	5	15	0	11	2	0	0	0	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
G[Ins(C):R8]T	9	8	5	22	0	20	6	0	0	0	2	1	2	0	0	0	0	1	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
G[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]A	2	2	2	2	0	0	1	0	2	0	0	0	2	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	9	0	1	1	0	1	1	0	0	0	0	0	3
T[Ins(C):R0]G	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	1	1	0	0	0	0	1	0	0	0
T[Ins(C):R0]T	56	86	50	66	5	72	30	9	7	1	17	9	28	4	8	4	55	8	9	10	44	2	9	12	6	1	4	15	14	2	6	28	6	4	2	2	4	2	4	5	5	6	8	4	8	23	3	68	3	8	2	2	2	9	1	1	2	3	2	41
T[Ins(C):R1]A	4	2	3	5	0	1	3	1	1	0	0	0	1	0	1	0	1	1	0	2	3	1	1	0	0	0	0	0	0	2	1	2	0	0	0	0	2	0	0	0	0	2	2	0	2	3	1	4	0	1	2	1	0	1	1	0	0	1	0	2
T[Ins(C):R1]G	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
T[Ins(C):R1]T	4	1	4	8	0	4	3	6	1	0	3	1	3	0	1	1	8	0	0	1	11	1	1	1	0	0	0	3	1	0	0	5	2	0	0	2	2	0	1	0	0	0	2	0	0	3	0	8	0	0	1	2	0	0	1	0	0	0	0	6
T[Ins(C):R2]A	1	1	1	6	2	1	6	0	1	0	0	0	0	0	2	0	6	0	0	0	4	0	0	0	0	0	1	0	0	1	2	1	0	2	0	1	2	0	0	1	0	0	1	0	0	0	0	3	0	0	2	1	1	0	0	0	0	0	0	1
T[Ins(C):R2]G	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
T[Ins(C):R2]T	1	1	4	4	0	4	2	1	1	0	6	0	4	1	0	0	8	0	0	0	4	0	0	1	0	0	0	5	1	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	7	1	1	0	0	1	0	0	0	1	0	0	0
T[Ins(C):R3]A	6	0	10	14	0	6	13	0	0	0	7	1	2	0	2	1	4	0	0	0	8	0	0	1	0	1	0	1	0	1	1	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	2	0	0	2
T[Ins(C):R3]G	1	0	2	5	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R3]T	6	1	3	10	0	3	7	3	1	0	10	1	5	1	0	1	10	1	0	0	7	0	0	0	0	1	0	2	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	1	2	0	0	0	0	0	0	1
T[Ins(C):R4]A	99	50	104	122	1	122	81	5	1	0	99	2	1	3	2	0	4	0	2	2	85	2	4	0	1	24	1	5	0	0	0	3	0	1	0	0	0	1	3	1	1	2	1	0	2	1	0	4	1	1	2	0	0	2	1	0	0	0	1	1
T[Ins(C):R4]G	2	1	3	4	0	1	8	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
T[Ins(C):R4]T	66	29	53	60	0	69	44	0	0	1	60	0	1	1	1	1	10	0	0	1	33	1	0	2	0	7	0	3	1	0	0	3	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0	6	1	1	4	0	0	1	0	0	0	0	2	3
T[Ins(C):R5]A	51	5	25	53	2	38	34	3	4	0	38	0	2	1	1	0	13	0	0	1	30	1	0	1	1	4	0	3	0	1	0	7	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	3	2	0	1	1	1	0	1	0	0	1	1	0
T[Ins(C):R5]G	10	2	3	7	0	8	6	0	0	0	5	0	0	0	0	0	1	0	0	0	4	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0
T[Ins(C):R5]T	66	14	38	81	0	33	25	4	0	0	34	1	4	0	3	2	8	1	1	2	34	1	1	6	0	2	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	2	0	0	3	0	0	5	0	1	2	1	0	1	0	1	0	0	1	1
T[Ins(C):R6]A	67	22	37	70	0	58	35	1	0	0	51	1	4	1	1	2	9	0	0	2	44	3	1	2	0	11	1	6	0	0	0	8	1	0	0	2	1	1	1	0	0	0	1	0	2	0	0	8	1	1	1	0	0	4	0	1	0	0	1	1
T[Ins(C):R6]G	21	2	14	30	0	17	13	0	0	0	9	1	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0
T[Ins(C):R6]T	34	13	24	52	1	21	16	0	2	0	27	0	3	0	2	0	3	0	0	1	25	0	1	3	0	5	0	4	0	0	0	2	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	4	1	1	0	1	0	0	0	0	2	0	0	0
T[Ins(C):R7]A	110	44	90	162	2	115	70	6	1	2	84	1	1	2	1	2	3	0	1	1	69	4	1	3	1	8	0	2	0	0	2	5	5	3	1	3	2	1	0	5	3	4	0	0	0	0	0	13	2	0	3	0	2	2	1	1	0	2	2	0
T[Ins(C):R7]G	34	7	18	36	0	45	18	1	0	0	9	1	0	1	1	0	1	0	0	2	18	1	2	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0
T[Ins(C):R7]T	51	14	31	57	0	43	23	1	1	0	31	1	1	1	0	0	1	2	1	0	25	1	0	1	1	0	1	1	0	0	0	4	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	5	1	0	0	0	0	2	0	0	0	1	1	1
T[Ins(C):R8]A	38	22	31	55	1	53	41	1	2	1	30	1	0	1	0	0	1	1	1	2	38	2	0	4	1	5	1	2	0	0	2	1	1	2	1	0	3	0	2	1	2	6	1	0	1	1	1	4	1	1	3	0	0	4	0	0	1	0	1	1
T[Ins(C):R8]G	5	4	5	6	0	7	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R8]T	12	4	5	13	1	12	9	0	0	0	6	1	0	0	0	0	0	0	0	0	8	3	1	0	0	1	1	2	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]A	48	34	37	52	1	46	18	20	13	2	20	13	44	4	11	1	120	10	6	15	35	11	14	8	9	2	2	33	18	2	7	47	3	4	6	0	3	4	6	5	2	3	7	2	10	24	1	87	3	10	2	3	0	11	2	2	1	1	1	77
A[Ins(T):R0]C	1	0	2	2	0	0	2	1	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	2	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	2	1	0	0	0	0	1	2	0	0	0	0	4
A[Ins(T):R0]G	40	6	11	43	3	14	14	12	8	1	19	1	27	1	3	0	138	0	2	1	26	0	3	3	0	1	0	17	1	0	0	23	3	0	0	1	2	1	1	3	1	1	2	0	1	4	0	94	1	1	0	3	1	2	0	0	0	0	2	1
A[Ins(T):R1]A	10	5	7	7	1	3	5	1	4	3	3	4	1	3	2	2	13	1	1	1	10	1	6	3	1	0	4	4	9	5	1	4	3	1	3	4	2	3	1	3	2	5	4	2	1	13	0	27	1	5	4	0	3	7	3	1	1	1	3	14
A[Ins(T):R1]C	4	0	2	7	0	4	2	0	1	0	3	1	0	1	3	0	5	2	2	0	6	0	0	1	2	0	0	1	4	1	0	1	0	0	1	0	2	1	0	2	0	0	0	0	1	5	0	8	2	2	0	0	1	3	0	0	1	0	2	3
A[Ins(T):R1]G	14	2	9	18	1	15	12	3	0	0	15	2	6	0	0	0	24	3	1	2	25	2	1	1	1	2	1	3	5	0	1	4	1	1	1	1	2	0	0	2	0	1	0	2	2	7	1	21	2	0	1	1	1	2	1	1	3	0	0	3
A[Ins(T):R2]A	22	8	17	28	4	16	6	0	3	1	9	8	6	1	4	1	13	2	2	4	17	4	1	5	0	2	1	6	3	1	2	5	2	1	1	2	3	0	1	1	2	1	1	2	1	3	1	13	2	1	3	0	2	1	1	0	0	2	2	5
A[Ins(T):R2]C	11	4	15	14	1	8	5	3	3	1	13	0	1	0	2	0	6	0	0	0	27	2	0	2	0	0	2	2	3	0	1	5	1	0	0	1	0	1	1	0	0	1	0	0	4	1	2	8	0	2	0	0	0	0	0	1	1	0	0	3
A[Ins(T):R2]G	57	5	42	59	2	34	43	2	0	1	33	1	10	3	1	0	39	2	1	1	69	2	2	0	1	11	1	6	1	0	1	11	1	0	0	0	3	0	2	3	2	0	1	0	3	3	1	30	1	1	0	1	3	3	1	2	1	1	3	3
A[Ins(T):R3]A	21	11	24	34	1	24	16	4	1	0	10	1	9	2	8	1	31	2	2	3	20	1	2	5	2	4	1	2	3	0	2	8	5	0	0	3	5	0	1	3	0	2	3	1	3	0	0	24	2	0	1	0	0	3	1	2	0	1	0	4
A[Ins(T):R3]C	21	2	3	20	0	17	7	3	2	1	10	0	5	1	2	1	19	0	1	1	19	1	2	2	0	2	0	2	2	0	1	5	0	0	1	0	3	1	0	0	1	2	1	0	0	1	3	8	0	2	1	0	1	0	1	1	1	0	0	0
A[Ins(T):R3]G	19	4	20	29	1	38	22	6	1	1	26	0	9	0	3	1	44	1	1	1	37	0	1	5	1	1	1	8	2	1	1	11	0	0	1	0	0	1	0	1	1	0	1	0	0	2	0	42	0	1	1	3	0	0	0	1	2	1	1	4
A[Ins(T):R4]A	92	25	76	98	1	72	63	20	12	4	67	7	34	0	22	1	152	3	6	4	83	1	4	5	1	11	4	17	2	1	3	50	1	1	0	1	3	0	1	0	1	4	4	2	5	3	3	95	1	2	4	3	2	4	2	3	1	2	4	4
A[Ins(T):R4]C	66	27	59	91	2	69	38	13	13	3	35	6	24	2	19	3	98	5	4	1	90	2	5	5	1	11	2	15	2	1	1	25	1	3	1	4	5	3	1	1	2	4	1	1	3	4	0	52	1	2	4	2	2	8	1	5	0	0	2	5
A[Ins(T):R4]G	80	21	45	91	3	60	51	14	4	1	46	5	23	2	7	3	96	3	4	2	90	1	5	9	1	15	1	14	1	0	1	45	5	2	3	1	2	1	1	3	3	1	3	1	2	1	0	84	0	3	2	3	1	2	0	3	1	1	3	5
A[Ins(T):R5]A	233	69	166	314	6	201	117	134	60	3	125	7	146	6	82	5	416	6	14	11	295	10	10	25	6	59	6	154	4	2	8	201	5	4	6	5	10	5	4	7	8	10	5	1	7	3	4	335	6	7	9	2	10	15	2	6	3	0	10	12
A[Ins(T):R5]C	187	48	119	249	11	170	135	91	48	8	91	17	114	11	45	6	308	9	10	13	311	9	10	20	6	41	6	137	4	3	2	140	8	8	8	11	7	5	12	13	2	22	16	8	11	6	3	227	8	3	12	6	11	14	5	8	1	2	16	7
A[Ins(T):R5]G	219	57	135	241	5	197	119	49	32	1	113	12	69	4	39	3	243	8	16	14	341	10	8	22	4	40	5	86	0	1	2	83	5	6	3	5	10	3	4	3	4	16	7	3	6	3	7	178	5	4	9	4	8	11	7	5	3	5	11	13
A[Ins(T):R6]A	504	130	289	560	14	400	276	337	150	5	282	28	279	23	132	24	708	19	21	15	641	34	22	44	8	86	18	431	6	8	14	379	17	13	19	12	28	9	15	19	9	41	17	6	29	5	13	611	9	4	37	9	14	25	7	7	6	9	28	15
A[Ins(T):R6]C	372	97	241	544	22	357	222	234	98	7	222	25	212	15	119	26	538	20	29	19	786	33	28	51	11	76	11	284	8	6	17	272	20	26	13	14	29	4	13	17	6	33	20	10	33	7	19	432	14	7	29	9	12	35	7	19	10	6	26	21
A[Ins(T):R6]G	666	189	382	840	21	530	282	131	49	15	313	30	118	22	52	19	266	22	35	18	1392	34	14	70	9	110	27	165	8	7	15	151	31	19	28	14	17	11	20	21	18	34	18	6	37	12	14	267	18	9	30	13	13	36	13	22	6	6	29	36
A[Ins(T):R7]A	852	336	516	992	20	673	510	347	132	13	464	46	251	20	137	23	506	30	38	41	959	55	40	67	15	124	26	392	11	18	17	362	31	31	21	24	36	16	33	18	13	56	30	11	40	14	21	462	26	19	33	13	18	38	12	20	7	17	42	34
A[Ins(T):R7]C	556	182	328	714	20	476	295	232	100	16	281	27	190	30	102	26	407	18	22	27	918	49	19	69	13	85	26	245	15	10	16	281	22	21	22	21	40	11	19	32	17	56	31	3	34	12	17	379	18	12	46	12	20	39	16	17	6	15	28	35
A[Ins(T):R7]G	766	256	416	1005	17	712	417	95	46	11	415	43	66	27	43	23	203	15	42	21	1345	36	31	73	10	94	27	127	7	8	25	125	35	23	22	16	32	18	24	22	16	38	17	7	30	13	18	186	23	6	43	17	12	37	15	12	2	11	36	27
A[Ins(T):R8]A	701	312	445	960	31	729	377	178	85	14	370	27	153	32	84	14	254	26	39	44	984	32	42	59	19	16	32	205	15	2	19	292	34	24	28	21	46	10	25	29	15	56	33	8	40	9	21	309	20	15	52	12	15	36	19	15	6	15	36	27
A[Ins(T):R8]C	568	219	302	770	24	544	362	197	88	15	314	26	189	34	89	26	286	25	49	37	861	50	30	65	9	15	32	214	14	9	12	260	26	32	29	27	33	9	22	29	18	48	30	7	32	6	19	348	22	18	37	8	10	39	13	18	9	18	32	29
A[Ins(T):R8]G	669	292	364	916	27	652	338	75	47	12	308	38	73	37	47	26	122	20	34	19	1090	44	36	90	16	9	28	108	6	4	16	145	30	25	36	22	43	19	30	25	12	62	19	7	36	12	20	156	27	13	37	13	14	47	15	19	6	7	39	23
A[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]A	6	1	0	1	2	0	2	0	0	1	0	1	3	0	0	1	6	1	1	0	4	0	0	1	1	0	0	1	1	0	0	3	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	1	1	0	0	0	0	1	2
C[Ins(T):R0]C	0	1	3	9	2	4	2	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	1	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0
C[Ins(T):R0]G	1	1	2	3	0	3	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
C[Ins(T):R1]A	5	2	6	4	0	2	4	0	1	2	3	1	2	2	1	1	6	1	1	1	1	1	1	2	0	0	2	0	0	1	1	4	0	0	1	0	3	0	2	1	1	0	0	0	1	1	1	3	1	2	0	0	0	1	0	1	0	1	1	1
C[Ins(T):R1]C	3	0	5	6	0	7	3	1	0	2	2	0	5	0	1	1	16	0	0	2	3	0	1	1	0	0	1	2	0	0	0	6	1	0	0	1	2	0	1	0	0	0	0	0	0	1	3	6	0	2	0	0	0	0	0	1	0	0	1	0
C[Ins(T):R1]G	8	2	7	12	1	6	2	0	1	1	2	0	2	1	2	0	4	2	1	1	4	0	1	2	0	0	0	1	3	2	0	0	5	3	1	1	4	2	2	0	2	1	4	1	1	1	3	8	0	5	1	0	1	2	0	0	0	2	1	1
C[Ins(T):R2]A	24	4	11	22	3	12	13	2	1	0	17	1	1	0	1	0	12	1	2	0	22	1	0	1	0	2	2	1	1	0	0	0	3	1	0	2	2	1	0	1	0	0	2	0	1	0	0	6	0	0	0	0	1	0	1	0	0	0	1	3
C[Ins(T):R2]C	42	2	21	36	0	19	28	1	1	0	16	0	5	0	1	1	13	0	1	0	49	0	0	2	1	8	0	4	1	0	0	3	0	0	1	1	1	1	0	1	0	2	1	1	0	0	0	11	0	1	0	0	0	0	1	0	0	0	1	1
C[Ins(T):R2]G	95	9	76	106	1	61	64	0	1	0	63	1	1	1	1	1	9	2	2	1	127	0	0	1	2	24	0	3	1	0	2	4	1	0	0	1	0	1	0	0	0	3	1	0	1	0	0	10	0	0	2	0	0	0	0	4	0	0	1	0
C[Ins(T):R3]A	16	2	14	28	1	14	12	11	5	0	8	2	22	1	6	0	69	1	0	1	16	1	0	2	0	7	1	24	0	0	1	25	0	0	0	0	4	0	0	1	0	3	1	0	2	5	1	56	0	0	2	1	0	1	1	1	2	2	0	0
C[Ins(T):R3]C	21	5	18	20	0	13	10	18	5	1	19	1	15	0	4	0	72	2	1	3	28	2	3	3	1	8	0	6	0	0	0	13	0	0	3	0	1	0	0	2	1	0	0	0	1	1	0	44	1	0	1	0	2	1	0	1	1	3	0	1
C[Ins(T):R3]G	47	5	37	70	0	33	42	5	5	2	25	0	22	0	2	0	88	0	0	0	63	1	0	2	2	7	1	8	0	1	0	18	0	4	1	0	4	0	0	0	0	1	0	0	2	0	0	43	1	0	2	0	2	2	1	2	0	0	1	0
C[Ins(T):R4]A	43	22	29	59	4	26	26	67	26	0	26	2	101	1	52	1	351	2	0	1	32	0	1	3	0	9	0	112	1	0	0	137	2	3	2	1	3	1	0	0	0	2	3	0	1	1	0	251	3	0	2	0	0	2	1	0	0	0	0	1
C[Ins(T):R4]C	56	10	25	38	1	22	33	74	27	1	27	0	97	1	38	0	279	1	0	3	33	5	1	4	0	8	1	99	2	0	2	92	2	2	0	5	0	2	0	2	1	5	1	0	1	3	0	235	2	1	3	2	0	3	1	0	0	1	1	1
C[Ins(T):R4]G	47	13	25	48	0	36	23	32	13	0	18	0	49	0	19	1	213	0	0	0	37	1	1	1	0	9	0	51	0	0	1	71	1	1	0	0	2	1	2	0	0	0	2	0	2	0	0	153	3	0	3	1	0	1	0	0	0	0	1	0
C[Ins(T):R5]A	68	26	57	87	4	71	43	249	69	0	32	2	211	2	100	1	532	0	3	5	73	4	4	3	1	10	5	261	3	1	0	284	3	0	1	3	6	1	3	0	2	7	2	1	8	1	0	457	4	2	5	2	1	8	1	2	1	2	3	4
C[Ins(T):R5]C	73	30	38	111	2	79	53	210	53	2	32	2	144	2	52	4	432	6	5	4	93	5	6	6	1	16	4	246	1	0	2	190	7	5	3	4	6	1	3	2	6	4	3	1	7	1	4	358	4	0	5	2	2	5	2	1	1	1	4	6
C[Ins(T):R5]G	83	26	50	107	2	75	55	91	34	1	50	3	73	3	33	2	259	1	5	0	103	7	3	7	0	13	3	105	0	1	0	91	2	0	4	0	2	0	0	3	0	4	1	1	3	3	3	201	1	1	5	3	2	4	4	1	0	2	5	6
C[Ins(T):R6]A	200	73	129	272	8	190	115	161	69	1	119	12	158	11	61	5	386	3	12	13	185	11	8	26	6	34	7	242	3	7	8	204	8	10	9	11	11	5	4	9	7	16	10	3	9	4	2	305	4	5	10	0	7	15	4	4	6	1	15	7
C[Ins(T):R6]C	279	60	167	391	16	210	160	198	40	7	120	14	157	15	58	17	337	20	20	17	374	24	16	34	6	55	20	204	5	9	7	195	8	13	18	12	16	8	10	9	5	23	10	2	20	6	10	286	14	6	19	4	8	23	11	5	4	4	22	24
C[Ins(T):R6]G	320	77	187	374	8	296	140	61	21	7	150	15	59	15	20	6	155	14	18	12	358	23	10	28	3	53	13	67	2	5	5	76	13	7	9	6	16	4	14	7	7	15	14	8	12	10	7	94	4	6	15	4	4	18	6	11	9	3	20	14
C[Ins(T):R7]A	375	144	216	415	10	294	208	128	42	3	243	13	89	7	39	8	182	14	23	19	272	18	15	33	8	47	7	160	10	7	13	138	9	11	13	8	20	6	11	10	10	12	11	2	18	7	10	203	8	4	16	6	7	23	7	11	4	2	14	15
C[Ins(T):R7]C	280	95	200	382	5	251	162	114	39	6	162	17	88	8	40	10	196	11	22	18	370	17	11	29	2	36	14	148	9	5	7	141	14	6	8	6	14	6	8	11	6	26	8	5	13	7	8	200	16	6	21	3	6	13	7	5	2	8	10	15
