MutationType	CPCT02020315T	CPCT02020321T	CPCT02020330T	CPCT02010372T	CPCT02020326T	CPCT02020403T	CPCT02040063T	CPCT02060054T	CPCT02060053T	CPCT02020886T	CPCT02130167T	CPCT02080186T	CPCT02130172T	CPCT02020413TII	CPCT02130180T	CPCT02130057T	CPCT02130186T	CPCT02130184T	CPCT02020690T	CPCT02080215T	CPCT02050360T	CPCT02130096T	CPCT02020759T	CPCT02130127T	CPCT02060242T	CPCT02050386T	CPCT02290055T	CPCT02130048T	CPCT02130155T	CPCT02130156T	CPCT02130157T	CPCT02130158T	CPCT02020852T	CPCT02020839T	CPCT02130159T	CPCT02020861T	CPCT02060276T	CPCT02350014T	CPCT02030315T	CPCT02090015T	CPCT02020533T	CPCT02020546T	CPCT02050224T	CPCT02180031T	CPCT02080057T	CPCT02020421T	CPCT02080054T	CPCT02020413T	CPCT02020448T	CPCT02190014T	CPCT02080101T	CPCT02030336T	CPCT02050295T
T[Ins(C):R0]G	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	1	0	0	0	0	0	1	0	0
T[Ins(C):R0]T	1	0	4	1	1	4	1	5	1	0	1	2	0	2	4	1	4	2	5	1	0	0	1	1	2	2	0	1	1	0	0	6	0	0	3	4	1	1	2	2	1	0	2	3	1	3	3	3	0	2	4	5	5
T[Ins(C):R1]A	0	0	2	0	0	0	1	0	1	0	1	1	0	1	0	2	1	1	0	0	0	0	1	0	0	0	1	0	1	3	0	0	0	0	1	1	0	0	2	0	0	0	3	1	0	1	2	0	0	1	0	1	0
T[Ins(C):R1]G	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
T[Ins(C):R1]T	0	0	1	1	0	2	1	3	1	2	1	1	0	1	0	0	3	2	1	2	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	6	1	2	1	1	4	1	0	1	0	0
T[Ins(C):R2]A	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	2	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2	1	0	1	1	0	1	0	0	0	4	0	0	1	0	1
T[Ins(C):R2]G	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
T[Ins(C):R2]T	2	0	0	0	2	1	2	1	0	1	0	1	0	0	0	2	0	1	1	1	2	1	0	0	0	1	1	0	1	0	1	2	0	0	0	1	1	0	3	0	0	0	3	0	0	0	1	1	0	1	0	1	0
T[Ins(C):R3]A	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	1	2	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	0	0	1	1	0
T[Ins(C):R3]G	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
T[Ins(C):R3]T	0	1	0	0	1	0	2	1	1	2	0	0	0	0	0	0	1	0	3	2	0	0	0	1	0	0	1	0	0	0	1	1	1	1	4	0	2	1	0	1	0	0	0	1	0	1	0	0	2	1	0	0	1
T[Ins(C):R4]A	1	0	2	1	0	0	3	3	0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
T[Ins(C):R4]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R4]T	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
T[Ins(C):R5]A	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0	1	1	1	1	2	0	1	0	1	0	2	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
T[Ins(C):R5]G	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
T[Ins(C):R5]T	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1
T[Ins(C):R6]A	0	0	0	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	1	1	0	2
T[Ins(C):R6]G	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R6]T	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	1	1	0	0	0	0
T[Ins(C):R7]A	1	0	1	2	2	0	0	0	0	1	1	1	3	0	2	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	1	2	0	1	2	2	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0
T[Ins(C):R7]G	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
T[Ins(C):R7]T	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
T[Ins(C):R8]A	0	0	2	2	1	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	2	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1
T[Ins(C):R8]G	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R8]T	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]A	5	0	3	3	6	1	3	6	1	4	1	5	1	0	4	2	4	4	3	1	5	3	0	2	0	6	1	5	0	3	6	3	3	1	1	3	4	3	3	5	2	1	2	1	4	2	6	2	0	2	0	7	3
A[Ins(T):R0]C	0	0	1	0	0	0	0	1	0	0	0	0	2	0	3	2	0	1	0	1	2	0	3	1	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1
A[Ins(T):R0]G	2	0	1	0	1	1	2	2	0	1	0	0	1	0	0	0	1	2	2	0	0	2	0	0	1	0	0	0	1	0	2	2	1	0	0	0	1	9	0	2	0	0	4	0	0	0	0	1	0	1	2	0	1
A[Ins(T):R1]A	3	0	4	7	0	2	5	3	2	2	3	4	1	4	4	4	3	35	1	3	7	3	2	4	2	3	4	2	1	6	2	2	0	2	2	1	2	3	3	1	2	0	3	4	0	1	6	5	3	1	4	2	3
A[Ins(T):R1]C	0	0	3	0	1	1	1	2	1	0	1	1	1	2	1	0	0	7	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	1	1	0	1	2	1	0	0	4	1	1	1	1	1	0
A[Ins(T):R1]G	3	0	3	0	0	0	2	0	2	3	1	4	0	4	0	3	0	31	2	0	4	2	1	0	0	2	1	0	3	7	1	0	3	0	0	2	0	2	0	4	0	0	5	1	0	1	7	3	3	0	2	1	0
A[Ins(T):R2]A	2	0	2	3	2	2	1	4	1	2	3	1	0	1	4	1	2	8	6	0	5	4	4	1	0	2	0	0	2	3	0	2	0	1	0	1	1	0	2	2	0	0	1	0	0	1	1	2	0	5	1	5	3
A[Ins(T):R2]C	0	0	0	0	1	0	3	2	0	1	2	1	0	3	0	0	1	8	0	0	3	1	1	0	1	1	4	2	0	2	2	0	2	0	3	2	0	1	0	1	0	1	1	2	0	2	2	2	1	1	2	2	2
A[Ins(T):R2]G	1	0	2	1	0	2	1	1	0	1	0	0	2	0	0	3	1	8	6	1	2	2	1	1	2	1	0	1	0	5	2	1	1	0	1	3	0	1	1	1	1	1	3	3	0	1	2	3	1	1	0	6	2
A[Ins(T):R3]A	0	0	1	1	0	4	1	4	0	0	1	0	1	2	2	3	2	5	0	2	1	2	0	2	3	1	0	0	0	2	3	2	2	0	1	0	0	2	1	1	1	0	1	1	0	2	5	2	1	1	0	2	0
A[Ins(T):R3]C	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	1	3	1	3	1	0	0	0	0	1	0	0	0	1	2	0	0	1	0	1	1	1	0	0	0	0	1	0	0	2	1	1	0	0	0	1	1
A[Ins(T):R3]G	2	0	2	0	1	0	1	2	2	2	3	0	1	1	3	0	0	7	0	2	3	1	2	1	1	1	0	1	0	1	2	2	1	0	1	1	3	1	1	0	0	1	0	3	0	1	1	3	2	0	0	1	0
A[Ins(T):R4]A	2	0	0	1	3	0	7	0	1	3	1	0	0	0	1	2	1	3	0	0	1	2	2	1	0	0	0	0	1	1	1	1	0	1	1	4	0	2	2	1	1	0	2	0	2	1	0	1	0	0	0	0	0
A[Ins(T):R4]C	1	0	0	3	0	0	1	0	0	0	0	0	2	0	1	1	1	2	1	2	2	0	3	0	0	1	2	0	2	1	3	3	0	0	1	2	0	1	2	0	1	2	4	3	0	1	1	2	0	0	0	1	2
A[Ins(T):R4]G	3	0	2	3	1	1	2	3	3	0	0	0	1	0	2	7	4	1	2	1	2	2	2	1	2	1	3	1	0	1	1	2	3	0	2	2	1	1	0	0	3	0	1	0	1	0	1	3	0	2	1	1	2
A[Ins(T):R5]A	1	0	0	7	4	1	3	2	3	4	2	2	0	1	3	5	6	4	2	4	2	2	5	1	0	4	5	3	2	3	8	2	3	0	2	4	3	4	1	1	4	1	1	2	4	3	3	1	1	0	1	3	1
A[Ins(T):R5]C	5	0	5	5	4	1	3	1	2	3	1	1	2	0	1	6	1	3	0	3	8	3	7	3	4	1	2	1	3	4	9	9	1	0	3	1	0	7	3	0	5	0	1	3	4	1	1	0	0	1	3	2	4
A[Ins(T):R5]G	2	0	1	3	1	1	2	2	2	8	2	5	3	1	2	1	7	8	1	8	5	8	12	2	5	4	2	3	2	1	6	1	9	0	2	4	3	3	4	2	7	1	9	4	2	7	3	2	0	4	1	3	4
A[Ins(T):R6]A	3	0	5	4	8	2	5	9	3	5	3	7	5	1	1	7	8	5	4	9	7	6	7	3	10	6	11	3	4	5	6	10	7	0	3	4	3	7	2	2	3	2	7	5	6	5	3	3	0	0	8	4	5
A[Ins(T):R6]C	8	0	6	14	12	6	6	3	6	3	4	8	4	0	6	2	7	5	9	7	4	4	5	1	11	6	10	8	6	4	22	9	14	0	3	5	7	11	5	4	16	0	15	3	5	2	3	2	0	3	1	4	3
A[Ins(T):R6]G	6	0	7	18	11	4	9	8	8	4	2	8	9	1	6	5	13	12	8	11	12	6	7	6	16	9	7	8	3	9	13	7	14	1	10	13	5	9	5	4	8	2	10	5	9	6	9	4	0	7	4	7	6
A[Ins(T):R7]A	4	0	8	17	6	5	4	6	9	12	2	9	7	1	6	5	13	8	3	10	9	8	7	7	7	4	7	10	5	6	10	5	6	0	5	7	6	8	4	4	14	1	8	7	10	3	11	3	0	6	6	5	9
A[Ins(T):R7]C	7	0	10	15	4	7	4	7	4	11	5	10	9	0	6	6	18	9	3	9	12	9	12	4	14	2	5	7	4	5	17	7	10	0	4	4	7	8	1	3	10	6	9	2	6	11	5	1	1	3	8	10	4
A[Ins(T):R7]G	6	0	11	9	10	2	8	8	6	3	6	5	7	2	5	4	10	8	6	14	10	6	11	3	12	5	6	7	0	11	6	10	14	1	7	8	6	7	6	3	7	1	13	7	5	11	8	4	1	3	5	7	9
A[Ins(T):R8]A	9	0	4	15	9	5	5	4	7	14	5	9	13	2	6	6	13	7	5	13	9	9	8	7	19	6	6	9	8	2	20	15	8	0	5	17	10	13	1	7	8	3	16	8	10	7	5	3	0	4	4	4	13
A[Ins(T):R8]C	6	0	7	15	8	5	4	8	8	9	5	10	6	0	3	6	17	7	5	5	8	4	9	3	4	7	12	10	4	11	18	4	9	0	11	4	6	10	3	9	8	4	11	5	8	3	6	3	0	2	3	4	4
A[Ins(T):R8]G	3	0	8	20	11	1	11	8	8	8	6	9	15	1	12	4	11	7	10	14	4	7	7	5	14	6	4	3	4	7	20	9	11	1	8	11	2	9	4	5	10	1	11	7	5	6	11	1	1	3	6	3	3
A[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]A	1	0	2	0	0	2	1	1	0	0	1	0	1	2	0	1	0	1	0	1	2	0	2	3	1	0	2	1	1	1	1	1	1	0	0	2	0	0	1	0	0	0	1	2	1	0	1	3	0	0	1	1	0
C[Ins(T):R0]C	0	0	0	0	1	0	1	0	1	0	1	1	4	1	1	0	1	1	2	2	1	1	1	0	0	1	0	0	1	0	0	0	4	0	1	1	1	2	0	0	0	0	0	2	0	0	2	1	0	0	0	3	0
C[Ins(T):R0]G	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C[Ins(T):R1]A	2	1	2	1	1	1	1	1	0	0	1	4	1	1	3	1	3	7	3	2	3	2	3	2	0	4	1	0	3	3	1	1	1	0	0	0	2	0	1	2	4	0	2	3	1	3	3	3	1	0	1	0	2
C[Ins(T):R1]C	0	0	0	3	1	1	1	1	1	0	0	1	1	1	2	2	1	2	2	1	1	2	1	2	1	2	0	0	0	1	1	0	2	0	1	1	0	2	0	2	2	0	2	1	0	0	3	2	1	1	1	2	0
C[Ins(T):R1]G	3	0	3	2	0	1	7	4	0	1	0	3	2	3	1	2	2	5	2	0	1	5	0	2	2	3	2	1	1	2	5	1	4	0	0	1	3	1	0	1	2	1	5	4	1	0	2	1	0	0	1	0	2
C[Ins(T):R2]A	1	0	0	1	1	1	4	1	1	1	0	0	0	2	2	1	2	7	6	0	0	2	0	1	0	0	0	1	1	2	2	1	3	0	0	1	0	0	0	1	1	1	1	0	0	0	1	2	1	0	0	0	0
C[Ins(T):R2]C	1	0	3	0	0	0	0	1	0	1	2	2	0	0	0	1	1	0	2	0	0	2	0	0	0	2	0	2	0	4	0	1	0	1	0	0	0	3	0	2	0	1	1	0	2	0	0	1	0	0	1	0	2
C[Ins(T):R2]G	1	0	1	2	1	2	1	2	0	0	1	0	2	1	0	3	3	2	4	0	1	2	1	0	2	0	1	0	0	0	1	1	3	0	0	1	0	1	0	1	0	0	1	4	0	1	2	0	1	1	0	1	2
C[Ins(T):R3]A	0	0	2	0	1	3	1	2	0	1	0	0	0	1	3	0	0	1	0	1	1	1	1	2	0	0	1	1	0	0	1	1	0	1	0	0	2	0	0	1	0	1	4	1	0	0	2	2	0	0	0	2	0
C[Ins(T):R3]C	0	0	0	2	2	0	2	0	0	0	0	1	0	1	1	0	3	3	0	2	1	0	2	0	1	1	0	1	1	0	1	1	1	2	1	1	1	2	1	2	0	1	1	3	1	0	2	2	0	1	0	3	2
C[Ins(T):R3]G	1	0	0	1	0	2	1	3	0	1	0	0	0	0	2	0	1	4	4	1	0	3	1	1	2	1	2	2	1	2	0	2	2	0	1	3	1	0	2	0	1	0	2	2	2	2	1	2	0	0	2	2	0
C[Ins(T):R4]A	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2	1	0	2	0	0	0	0	2	1	1	0	2	0	0	2	2	0	0	1	2	0	1	0	1	3	1	0	0	1	1	1	0	1	0	1	0	0	0
C[Ins(T):R4]C	0	0	0	1	1	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	2	0	1	0	0	0	0	2	2	2	4	0	1	1	1	3	2	3	0	0	0	1	1	0	0	0	2	0	1	2	2
C[Ins(T):R4]G	0	0	1	0	0	0	3	1	0	1	0	2	0	4	1	2	0	0	1	1	1	2	3	0	2	0	0	1	1	1	0	1	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	2	0	0	0	0	1
C[Ins(T):R5]A	2	0	2	4	0	1	3	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	1	1	2	2	3	1	0	0	1	3	0	3	0	1	0	0	0	1	0	2	2	2	0	0	0	1	0	1	3	3
C[Ins(T):R5]C	2	0	3	1	0	0	3	1	1	1	0	0	3	2	1	0	0	1	2	0	2	1	2	0	0	0	3	0	0	2	3	1	4	0	1	1	0	1	0	2	1	1	0	2	3	0	2	1	0	1	1	1	3
C[Ins(T):R5]G	0	1	2	0	1	3	1	4	0	2	0	2	1	0	1	1	3	3	1	0	0	0	2	3	2	1	1	1	0	1	3	2	2	0	0	2	0	0	0	3	1	0	6	0	1	2	1	0	0	0	1	1	1
C[Ins(T):R6]A	2	0	0	6	2	1	4	4	3	4	2	2	1	1	1	2	3	3	0	4	4	1	5	4	4	0	5	3	2	1	4	4	7	1	5	3	2	5	1	1	3	1	4	5	3	1	4	1	0	4	0	4	5
C[Ins(T):R6]C	4	0	7	9	3	3	5	4	8	3	4	3	3	1	9	2	4	6	7	3	5	2	4	4	11	4	8	6	0	5	11	8	4	0	3	6	5	9	2	1	7	4	8	5	11	5	9	1	0	2	7	6	3
C[Ins(T):R6]G	1	0	5	4	5	4	4	3	6	5	3	5	5	1	3	4	8	5	2	3	5	6	4	3	8	1	2	4	3	3	6	3	2	0	5	2	2	5	3	4	6	1	7	7	3	2	8	1	0	1	1	3	4
C[Ins(T):R7]A	5	0	2	6	1	2	4	4	4	4	4	0	4	0	2	3	6	6	1	4	1	5	8	0	5	1	1	3	3	2	4	5	7	0	3	3	5	1	4	5	3	1	4	4	0	2	4	1	0	3	2	4	5
C[Ins(T):R7]C	1	0	2	6	6	1	3	2	3	5	2	5	1	0	3	3	6	6	2	3	3	5	3	4	6	1	1	4	4	3	5	3	6	1	1	5	2	3	5	1	4	1	2	4	6	1	3	1	0	2	1	3	1
C[Ins(T):R7]G	5	1	7	8	3	5	5	10	2	6	2	4	5	0	4	2	7	2	5	5	8	9	11	3	9	1	0	1	5	4	5	8	1	0	8	5	3	4	2	4	5	0	6	4	3	1	1	0	1	1	3	3	4
C[Ins(T):R8]A	1	0	6	2	7	1	6	4	1	2	5	3	5	0	2	3	10	6	7	8	1	6	5	3	9	2	8	5	4	10	8	7	5	0	3	4	1	7	4	2	8	2	4	5	3	6	6	2	1	2	3	1	5
C[Ins(T):R8]C	3	0	6	5	9	2	7	4	0	6	0	5	2	2	5	4	7	6	3	6	3	2	9	1	10	2	4	7	1	4	6	4	14	0	4	4	1	11	2	3	8	2	8	3	1	5	3	2	0	2	3	1	3
C[Ins(T):R8]G	8	0	5	9	7	2	5	10	5	6	4	7	2	0	2	1	10	8	3	8	2	2	8	4	8	4	6	5	4	3	12	5	9	0	5	9	6	10	2	4	14	2	3	6	5	2	3	1	1	4	3	4	7
C[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]A	2	0	1	0	1	0	1	1	1	1	0	1	2	0	0	0	0	6	0	2	0	0	0	0	2	0	1	0	1	1	0	0	0	1	0	2	2	26	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0
G[Ins(T):R0]C	0	0	1	0	2	1	1	0	0	1	1	0	0	0	1	0	2	0	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	3	1	0	1	0	0	0	1	1	2	2
G[Ins(T):R0]G	3	0	0	1	1	0	3	1	0	0	0	2	0	1	1	0	2	2	3	1	2	1	1	2	2	1	0	0	0	2	1	0	0	0	1	0	1	1	0	3	1	0	1	1	0	2	1	1	0	0	1	1	1
G[Ins(T):R1]A	5	0	2	0	5	2	1	1	1	1	3	1	3	1	3	4	2	2	1	3	2	3	1	3	0	0	0	1	1	4	2	0	0	2	2	3	3	1	2	3	2	0	4	2	2	3	2	3	1	2	1	1	3
G[Ins(T):R1]C	0	0	0	0	0	2	2	1	0	0	2	1	0	1	0	1	0	1	0	0	2	0	1	0	1	0	1	1	0	0	0	0	0	0	0	3	1	0	0	1	1	0	2	0	0	0	2	3	0	0	1	0	0
G[Ins(T):R1]G	1	0	0	2	1	0	1	2	0	1	1	0	0	3	3	2	2	1	2	2	1	2	2	1	0	2	1	1	0	1	1	0	2	0	2	0	1	0	0	7	1	0	2	0	1	1	1	0	0	0	1	1	1
G[Ins(T):R2]A	2	0	1	0	1	0	0	0	0	0	2	0	0	2	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
G[Ins(T):R2]C	1	0	1	0	0	2	1	0	0	0	0	0	1	2	0	0	2	1	0	1	0	1	1	1	2	0	0	0	0	0	0	0	1	0	0	1	0	2	0	4	1	0	0	0	0	0	0	1	0	1	0	0	0
G[Ins(T):R2]G	1	0	0	0	1	0	0	1	0	0	1	2	1	0	0	1	2	4	1	1	1	3	0	0	2	0	1	0	2	0	0	1	1	1	0	0	1	1	0	7	1	0	1	3	1	1	1	1	0	1	1	0	2
G[Ins(T):R3]A	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	2	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0
G[Ins(T):R3]C	1	0	0	0	0	1	1	0	1	0	0	2	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	2	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0
G[Ins(T):R3]G	0	0	0	0	1	0	2	3	0	1	1	0	0	0	1	3	1	1	2	0	2	1	1	0	0	1	1	0	2	1	1	0	0	0	0	2	1	0	0	2	0	0	2	2	0	2	1	0	0	1	0	3	1
G[Ins(T):R4]A	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0
G[Ins(T):R4]C	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R4]G	0	0	1	0	2	2	1	1	0	0	2	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	2	0	3	0
G[Ins(T):R5]A	0	0	0	2	0	1	1	1	1	0	0	1	0	1	0	1	1	4	2	0	2	2	2	0	0	1	0	0	0	0	2	1	1	0	0	2	1	1	0	1	0	0	0	2	3	0	1	0	0	0	0	1	0
G[Ins(T):R5]C	0	0	2	1	0	0	1	1	1	1	0	0	3	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	2	0	1	1	1	1	0	0	0	2	1	1	3	0	1	1	0	1	0	1	1	1	0
G[Ins(T):R5]G	1	0	1	4	0	1	0	1	1	2	1	1	1	0	1	2	2	0	0	3	2	2	1	0	2	1	2	1	0	1	0	1	1	0	1	0	0	1	1	4	0	1	0	3	0	2	1	0	0	1	0	1	3
G[Ins(T):R6]A	0	0	1	1	4	2	5	6	1	2	5	2	2	2	3	0	2	3	3	0	3	4	3	2	10	2	1	3	0	4	3	2	6	1	1	0	4	1	2	2	3	1	3	3	3	1	2	2	0	1	3	1	1
G[Ins(T):R6]C	2	0	4	9	1	2	4	5	2	4	1	3	4	0	2	4	10	1	4	4	3	2	2	3	6	2	5	3	2	4	8	5	4	1	4	4	8	7	3	3	5	1	6	7	4	4	4	0	0	2	3	5	3
G[Ins(T):R6]G	2	0	3	4	3	1	4	7	9	1	5	3	5	2	5	5	8	1	3	9	5	5	2	2	9	3	3	4	4	6	3	6	1	0	4	7	3	2	1	3	5	0	4	3	3	8	6	4	0	4	2	2	1
G[Ins(T):R7]A	0	0	6	4	5	2	1	6	0	1	1	4	1	0	2	2	4	2	5	3	2	4	3	0	3	4	1	2	2	1	2	3	1	0	2	3	1	3	1	3	0	2	4	2	3	2	5	1	0	2	2	1	3
G[Ins(T):R7]C	3	0	6	5	3	2	4	4	3	6	0	7	5	1	3	4	10	5	3	5	4	4	4	2	8	3	2	2	1	3	7	5	3	0	4	2	4	1	2	1	5	2	2	2	7	3	3	0	3	3	2	2	1
G[Ins(T):R7]G	5	0	1	6	2	1	8	2	3	7	5	8	7	2	1	7	7	4	3	2	7	5	8	4	9	4	5	5	7	7	7	8	2	0	6	2	5	11	6	0	11	0	6	3	8	4	1	2	1	3	1	7	5
