MutationType	CPCT02020340T	CPCT02140010T	CPCT02110007T	CPCT02140015T	CPCT02020376T	CPCT02050051T	CPCT02140017T	CPCT02040048T	CPCT02060029T	CPCT02060039T	CPCT02050077T	CPCT02060050T	CPCT02020866T	CPCT02120177T	CPCT02140095T	CPCT02120176T	CPCT02120085T	CPCT02100138T	CPCT02080177T	CPCT02230079T	CPCT02340107T	CPCT02120096T	CPCT02120102T	CPCT02440023T	CPCT02160060T	CPCT02180055T	CPCT02140104T	CPCT02140105T	CPCT02190055T	CPCT02030551TII	CPCT02050317T	CPCT02180078T	CPCT02220075T	CPCT02230085T	CPCT02120195T	CPCT02080302T	CPCT02070470T	CPCT02300034T	CPCT02020955T	CPCT02020965T	CPCT02140094TII	CPCT02210083T	CPCT02100200T	CPCT02140106T	CPCT02140059T	WIDE01010156T	CPCT02100174T	CPCT02120200T	CPCT02140070T	CPCT02040248T	CPCT02060149T	CPCT02020718T	CPCT02230096T	CPCT02180064T	CPCT02020764T	CPCT02440012T	CPCT02020752T	CPCT02140071T	CPCT02140074T	CPCT02140017TII	CPCT02120143T	CPCT02030431T	CPCT02180067T	CPCT02160052T	CPCT02140080T	CPCT02170036T	CPCT02290045T	CPCT02060269T	CPCT02230113T	CPCT02050407T	CPCT02030543T	CPCT02190050T	CPCT02140087T	CPCT02100190T	CPCT02140094T	CPCT02130164T	CPCT02140093T	CPCT02020592T	CPCT02180076T	CPCT02020865T	CPCT02230059T	CPCT02180022T	CPCT02120014T	CPCT02180033T	CPCT02140046T	CPCT02080111T	CPCT02120027T	CPCT02140042TII	CPCT02070169T	CPCT02160024T	CPCT02020566T	CPCT02230033T	CPCT02030356T	CPCT02090021T	CPCT02330047T	CPCT02100107T	CPCT02020580T	CPCT02180003T	CPCT02020414T	CPCT02050087T	CPCT02010458T	CPCT02020447T	CPCT02060067T	CPCT02020480T	CPCT02140042T	CPCT02120002T	CPCT02030332T	CPCT02230015T	CPCT02060138T	CPCT02360007T	CPCT02040181T	CPCT02300027T	CPCT02120090T	WIDE01010520T	WIDE01010600T	WIDE01010710T	WIDE01010727T
G[Ins(C):R2]T	0	0	0	0	0	0	2	2	0	0	2	1	0	0	2	1	1	0	1	2	1	1	0	1	1	0	0	2	0	1	0	1	0	3	1	0	1	0	0	2	4	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	3	2	0	1	1	0	0
G[Ins(C):R3]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	1	5	0	0	0	0	0	2	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0
G[Ins(C):R3]G	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
G[Ins(C):R3]T	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
G[Ins(C):R4]A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	1	0
G[Ins(C):R4]G	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
G[Ins(C):R4]T	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0
G[Ins(C):R5]A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
G[Ins(C):R5]G	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0
G[Ins(C):R5]T	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	1	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0
G[Ins(C):R6]A	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	11	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	20	0	0	0	0	0	2	0
G[Ins(C):R6]G	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	2	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	2	0	0	0	2	0	2	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	12	0	0	0	0	0	0	0
G[Ins(C):R6]T	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	23	0	0	0	0	0	0	0
G[Ins(C):R7]A	0	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	2	0	18	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	30	0	0	0	0	0	0	0
G[Ins(C):R7]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	1	0	0	0	0
G[Ins(C):R7]T	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0
G[Ins(C):R8]A	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	1	0	0	0	0	0	0
G[Ins(C):R8]G	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0
G[Ins(C):R8]T	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0
G[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]A	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	1	1	0	1	2	0	0	3	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	1	0	0	0	2	2	0	0	0	0	0	0	1	1	1	4	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	5	0	0	1	0	0	1	0
T[Ins(C):R0]G	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
T[Ins(C):R0]T	0	0	0	0	0	0	3	0	1	2	0	1	0	1	0	2	0	1	2	1	0	2	0	0	3	0	0	2	2	5	0	0	0	2	0	1	0	1	1	0	1	0	2	0	1	0	1	0	0	0	0	0	2	0	1	0	1	0	0	1	1	0	1	1	0	1	0	2	0	0	2	0	1	0	0	1	0	0	1	1	1	0	2	5	1	2	1	3	1	0	0	0	1	1	0	1	0	0	2	0	3	2	2	0	0	0	1	0	0	15	2	0	0	1	1	3	1
T[Ins(C):R1]A	0	1	2	0	0	0	3	4	0	4	1	1	1	1	4	1	2	4	1	1	1	1	0	3	4	1	1	3	2	0	1	2	2	3	2	2	0	4	0	0	3	1	0	0	2	0	2	0	1	1	1	1	2	1	2	1	1	0	1	3	0	3	0	0	2	1	0	0	1	0	1	1	1	1	2	2	2	1	0	3	1	0	1	2	1	0	1	1	0	3	0	0	0	2	2	2	0	0	2	0	0	1	1	1	1	1	0	2	2	5	2	0	1	3	0	2	0
T[Ins(C):R1]G	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
T[Ins(C):R1]T	0	0	4	0	0	1	3	3	1	1	0	0	1	1	1	1	3	0	4	0	1	0	1	1	1	0	1	1	1	3	0	3	1	2	0	2	0	3	1	0	3	0	1	0	3	0	2	1	2	1	0	0	3	1	0	1	1	3	1	3	3	0	0	1	0	2	0	2	2	0	0	1	2	1	4	2	3	0	1	4	0	0	2	1	1	0	2	0	0	2	1	2	0	1	1	5	2	0	0	1	1	1	0	3	2	3	2	2	0	1	1	2	2	1	0	0	0
T[Ins(C):R2]A	0	1	1	1	0	1	4	0	1	1	1	3	1	1	3	0	0	2	1	2	2	1	0	3	0	1	0	1	2	0	0	1	0	1	3	1	0	1	2	0	1	0	0	0	1	1	2	1	0	0	2	4	1	2	0	1	1	1	1	4	1	0	1	1	0	0	0	1	0	0	0	1	2	0	0	0	3	0	2	0	1	0	1	3	1	1	0	1	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	3	2	1	0	2	0	0	1
T[Ins(C):R2]G	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R2]T	2	2	3	2	0	0	2	3	2	0	3	0	0	2	2	2	1	0	1	0	0	1	0	2	1	1	0	1	1	1	1	0	0	1	1	3	0	1	2	1	1	0	3	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	1	2	0	1	0	0	1	0	0	0	2	2	0	1	1	2	2	0	0	3	1	2	0	5	1	0	1	2	1	1	0	0	0	2	0	0	0	0	2	1	0	0	0	1	3	0	0	0	1	4	0	2	0	3	0	1	0
T[Ins(C):R3]A	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	2	2	0	0	0	2	3	0	0	0	0	0	1	0	1	0	0	2	1	1	1	0	0	0	0	2	1	0	1	1	3	1	0	2	0	0	1	0	0	0	1	1	1	0	2	0	0	1	0	0	0	1	1	2	1	3	1	1	0	1	0	0	0	2	1	0	0	0	1	1	0	0	1	0	0	2	0	0	0	1	1	2	0	3	0	2	3	0	0	1	0	0	0	0
T[Ins(C):R3]G	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0
T[Ins(C):R3]T	0	1	0	1	0	0	2	1	0	0	0	1	1	0	0	1	0	0	0	2	0	2	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	2	1	0	0	1	2	0	0	0	0	2	1	3	0	0	0	1	2	0	0	1	1	1	3	0	0	0	0	0	0	2	0	0	1	1	0	2	0	0	0	0	0	1	2	0	0	1	1	0	0	3	1	0	0	2	1	0	0
T[Ins(C):R4]A	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	2	0	0	1	0	0	0
T[Ins(C):R4]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0
T[Ins(C):R4]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0
T[Ins(C):R5]A	0	0	1	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	14	0	0	0	0	0	1	0
T[Ins(C):R5]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
T[Ins(C):R5]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
T[Ins(C):R6]A	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	22	0	0	0	0	0	1	0
T[Ins(C):R6]G	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0
T[Ins(C):R6]T	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
T[Ins(C):R7]A	0	0	0	0	0	0	1	0	1	0	0	1	1	0	2	1	0	0	0	1	0	1	0	0	0	0	1	1	1	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	33	0	0	0	0	0	1	0
T[Ins(C):R7]G	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	12	0	0	0	0	0	0	0
T[Ins(C):R7]T	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0
T[Ins(C):R8]A	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	2	0	1	0
T[Ins(C):R8]G	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
T[Ins(C):R8]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
