MutationType	SP99325	SP18310	SP17172	SP96133	SP110242	SP21017	SP22383	SP81312	SP19215	SP16886	SP17905	SP18121	SP96118	SP21400	SP18946	SP80615	SP102897	SP98845	SP107012	SP55142	SP53810	SP116697	SP102133	SP125732	SP125746	SP125770	SP77956	SP124384	SP135287	SP85122	SP84384	SP84982	SP84392	SP84439	SP95454	SP94741	SP90209	SP90989	SP93540	SP93227	SP94348	SP94933	SP92364	SP94917	SP92460	SP89909
A[Ins(T):R1]C	9	4	0	2	7	4	2	0	3	0	5	6	0	1	1	8	4	2	2	6	6	2	0	0	3	2	178	1	1	1	2	1	1	6	0	3	6	0	1	12	1	9	9	1	0	0
A[Ins(T):R1]G	33	14	2	9	18	15	12	3	15	6	24	25	2	3	4	21	9	0	13	28	57	8	11	1	4	12	243	6	4	11	10	4	5	21	7	9	20	10	9	34	6	18	19	7	4	3
A[Ins(T):R2]A	41	22	8	17	28	16	6	0	9	6	13	17	2	6	5	13	14	5	15	3	2	4	16	2	8	9	92	2	10	9	16	3	22	17	6	19	10	6	13	12	14	39	24	5	8	5
A[Ins(T):R2]C	44	11	4	15	14	8	5	3	13	1	6	27	0	2	5	8	11	4	11	2	1	1	8	1	11	5	112	8	2	10	4	6	12	20	3	10	10	4	3	14	5	18	7	2	6	5
A[Ins(T):R2]G	129	57	5	42	59	34	43	2	33	10	39	69	11	6	11	30	21	13	47	46	92	8	23	5	39	36	103	21	21	34	45	18	47	62	16	25	34	16	33	73	12	72	37	20	11	15
A[Ins(T):R3]A	29	21	11	24	34	24	16	4	10	9	31	20	4	2	8	24	14	5	23	6	6	7	12	2	10	16	84	6	12	4	10	9	17	28	14	11	27	13	20	27	13	41	19	11	6	2
A[Ins(T):R3]C	65	21	2	3	20	17	7	3	10	5	19	19	2	2	5	8	12	1	21	2	1	10	11	0	7	13	73	7	4	8	16	1	15	21	10	11	18	3	9	24	10	34	14	5	0	5
A[Ins(T):R3]G	91	19	4	20	29	38	22	6	26	9	44	37	1	8	11	42	13	7	26	28	43	10	21	3	21	25	68	15	10	16	14	9	31	34	11	19	35	7	18	65	8	44	27	8	5	2
A[Ins(T):R4]A	91	92	25	76	98	72	63	20	67	34	152	83	11	17	50	95	15	3	33	7	1	24	64	10	30	59	41	16	52	77	80	23	65	94	12	41	183	29	51	232	35	123	68	27	8	8
A[Ins(T):R4]C	87	66	27	59	91	69	38	13	35	24	98	90	11	15	25	52	17	8	38	5	2	42	52	12	24	55	31	20	50	53	63	18	42	130	17	23	188	14	58	202	27	114	32	16	9	12
A[Ins(T):R4]G	103	80	21	45	91	60	51	14	46	23	96	90	15	14	45	84	13	11	42	23	15	37	47	11	38	67	32	21	42	56	69	20	88	144	20	32	130	20	52	198	22	102	48	31	9	11
A[Ins(T):R5]A	307	233	69	166	314	201	117	134	125	146	416	295	59	154	201	335	51	24	94	10	3	96	168	20	98	156	22	55	107	184	193	81	167	314	48	92	1471	55	155	1106	83	305	139	68	24	28
A[Ins(T):R5]C	258	187	48	119	249	170	135	91	91	114	308	311	41	137	140	227	38	27	95	11	2	139	115	18	66	155	21	48	106	123	142	52	144	298	46	83	924	36	96	778	58	225	88	66	32	23
A[Ins(T):R5]G	306	219	57	135	241	197	119	49	113	69	243	341	40	86	83	178	46	23	90	24	10	106	113	22	80	147	19	67	105	126	162	61	187	342	65	79	963	36	119	831	76	270	94	92	25	21
A[Ins(T):R6]A	544	504	130	289	560	400	276	337	282	279	708	641	86	431	379	611	66	37	159	12	4	166	297	43	188	276	17	106	305	362	348	151	381	423	138	204	2651	132	318	1873	175	704	309	97	89	51
A[Ins(T):R6]C	569	372	97	241	544	357	222	234	222	212	538	786	76	284	272	432	65	37	177	19	6	223	254	35	198	323	10	94	207	276	259	83	308	466	108	168	1519	90	261	1331	122	546	236	132	82	54
A[Ins(T):R6]G	827	666	189	382	840	530	282	131	313	118	266	1392	110	165	151	267	126	63	266	25	8	246	386	62	350	430	10	133	312	394	461	147	468	721	206	333	1624	136	422	1239	202	865	366	161	116	85
A[Ins(T):R7]A	772	852	336	516	992	673	510	347	464	251	506	959	124	392	362	462	85	24	250	10	3	160	541	74	334	400	11	176	493	657	559	283	649	507	218	388	2268	300	574	1467	354	1143	556	153	130	87
A[Ins(T):R7]C	644	556	182	328	714	476	295	232	281	190	407	918	85	245	281	379	70	25	197	17	6	192	369	46	220	323	6	120	319	394	330	132	375	399	161	270	1264	122	370	971	196	739	321	138	78	58
A[Ins(T):R7]G	875	766	256	416	1005	712	417	95	415	66	203	1345	94	127	125	186	109	85	293	31	12	142	454	64	344	473	11	161	410	567	478	191	650	547	235	307	1121	212	570	849	293	1140	473	134	121	88
A[Ins(T):R8]A	855	701	312	445	960	729	377	178	370	153	254	984	16	205	292	309	100	40	232	12	2	157	589	30	370	376	4	130	395	581	402	196	575	288	215	420	1513	289	591	1153	373	1310	617	156	112	70
A[Ins(T):R8]C	655	568	219	302	770	544	362	197	314	189	286	861	15	214	260	348	86	30	211	22	1	137	388	21	273	336	6	80	306	510	322	144	408	276	193	328	1383	178	408	1140	281	884	446	134	91	58
A[Ins(T):R8]G	813	669	292	364	916	652	338	75	308	73	122	1090	9	108	145	156	119	60	287	11	8	122	479	32	329	381	7	124	283	600	366	183	469	292	248	430	1161	228	617	845	330	1226	593	115	128	77
A[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]A	2	6	1	0	1	0	2	0	0	3	6	4	0	1	3	1	0	0	2	5	10	3	2	1	1	0	0	1	0	0	0	0	0	2	0	2	3	0	0	1	0	2	1	0	0	2
C[Ins(T):R0]C	8	0	1	3	9	4	2	0	0	0	2	2	0	0	2	0	0	0	1	3	7	1	3	0	1	0	0	7	1	5	1	1	6	3	2	2	5	1	5	6	1	6	3	0	0	0
C[Ins(T):R0]G	3	1	1	2	3	3	1	0	0	0	1	0	0	0	0	1	0	1	1	3	6	0	1	0	0	2	1	2	1	1	2	2	1	0	0	3	7	1	2	9	0	4	3	2	0	0
C[Ins(T):R1]A	9	5	2	6	4	2	4	0	3	2	6	1	0	0	4	3	2	1	3	4	8	2	4	1	0	4	59	3	4	6	6	3	7	4	1	4	10	2	4	5	0	8	0	2	0	1
C[Ins(T):R1]C	13	3	0	5	6	7	3	1	2	5	16	3	0	2	6	6	4	0	8	4	14	6	3	0	2	1	116	1	1	7	4	4	9	5	0	5	14	2	2	24	1	13	4	3	4	0
C[Ins(T):R1]G	19	8	2	7	12	6	2	0	2	2	4	4	0	1	0	8	4	2	4	54	101	1	7	1	1	6	170	2	4	6	7	1	4	14	3	0	13	5	7	17	1	8	4	2	3	3
C[Ins(T):R2]A	67	24	4	11	22	12	13	2	17	1	12	22	2	1	0	6	7	6	30	2	6	6	6	1	14	6	45	5	10	13	11	7	26	18	8	12	13	3	6	11	6	33	8	3	3	2
C[Ins(T):R2]C	147	42	2	21	36	19	28	1	16	5	13	49	8	4	3	11	11	18	51	3	8	5	25	0	29	8	101	14	14	31	44	5	33	38	16	18	31	5	18	27	20	70	18	7	11	5
C[Ins(T):R2]G	366	95	9	76	106	61	64	0	63	1	9	127	24	3	4	10	39	44	125	47	64	5	37	6	78	38	101	32	36	61	85	35	80	120	44	52	63	12	67	57	47	226	35	33	30	23
C[Ins(T):R3]A	43	16	2	14	28	14	12	11	8	22	69	16	7	24	25	56	6	2	29	3	9	8	6	0	19	5	50	7	6	11	13	5	14	21	3	10	35	5	5	33	12	37	7	5	8	1
C[Ins(T):R3]C	85	21	5	18	20	13	10	18	19	15	72	28	8	6	13	44	7	8	16	6	6	3	13	0	17	13	62	8	9	15	14	14	25	39	11	12	54	4	16	64	14	41	13	4	3	5
C[Ins(T):R3]G	163	47	5	37	70	33	42	5	25	22	88	63	7	8	18	43	18	14	49	36	53	8	25	4	35	28	43	17	16	31	38	12	37	64	15	24	52	9	27	73	19	73	19	19	5	10
C[Ins(T):R4]A	43	43	22	29	59	26	26	67	26	101	351	32	9	112	137	251	6	4	24	4	3	10	25	6	16	22	23	12	21	28	39	16	36	39	6	9	208	12	22	345	13	47	25	14	5	3
C[Ins(T):R4]C	65	56	10	25	38	22	33	74	27	97	279	33	8	99	92	235	11	7	18	3	4	14	26	4	12	34	33	13	38	34	40	15	38	81	13	19	235	14	22	339	20	79	32	16	2	8
C[Ins(T):R4]G	77	47	13	25	48	36	23	32	18	49	213	37	9	51	71	153	8	7	30	5	9	21	20	3	21	31	26	9	22	38	31	13	40	76	10	23	147	14	19	262	14	56	26	17	3	2
C[Ins(T):R5]A	82	68	26	57	87	71	43	249	32	211	532	73	10	261	284	457	7	5	31	5	4	28	35	8	30	44	10	12	42	58	59	20	70	95	22	38	655	20	42	807	17	110	38	22	12	11
C[Ins(T):R5]C	108	73	30	38	111	79	53	210	32	144	432	93	16	246	190	358	20	8	45	9	4	58	65	9	36	46	8	29	44	48	53	18	62	131	33	22	498	15	50	643	19	84	45	30	9	10
C[Ins(T):R5]G	126	83	26	50	107	75	55	91	50	73	259	103	13	105	91	201	25	11	41	10	10	40	48	10	33	70	10	20	30	63	65	22	70	148	15	24	302	16	45	536	26	104	34	19	14	14
C[Ins(T):R6]A	216	200	73	129	272	190	115	161	119	158	386	185	34	242	204	305	21	10	80	13	2	90	100	25	69	122	8	50	128	153	127	63	165	206	71	80	638	58	119	649	81	281	112	42	27	21
C[Ins(T):R6]C	351	279	60	167	391	210	160	198	120	157	337	374	55	204	195	286	41	16	121	20	7	169	146	27	134	213	13	70	154	184	167	73	180	301	79	112	480	48	142	580	80	378	143	89	40	32
C[Ins(T):R6]G	338	320	77	187	374	296	140	61	150	59	155	358	53	67	76	94	47	34	134	10	5	123	169	21	140	214	9	67	139	228	175	63	205	372	65	132	443	73	204	452	95	413	138	94	44	30
C[Ins(T):R7]A	317	375	144	216	415	294	208	128	243	89	182	272	47	160	138	203	42	15	96	6	1	80	227	39	146	203	5	76	191	313	247	125	299	191	96	198	563	125	278	513	184	571	224	55	70	37
C[Ins(T):R7]C	305	280	95	200	382	251	162	114	162	88	196	370	36	148	141	200	37	20	104	8	0	94	168	15	117	181	7	63	143	181	177	74	182	181	78	130	581	69	171	607	94	417	191	60	35	31
C[Ins(T):R7]G	485	432	151	265	562	379	256	74	257	45	98	589	42	79	76	131	71	39	145	13	6	127	291	39	195	251	5	79	205	353	279	117	339	299	165	223	617	127	299	561	165	624	298	89	79	43
C[Ins(T):R8]A	454	397	163	223	562	401	239	95	195	70	125	435	5	79	126	173	62	17	141	7	3	88	337	5	182	194	0	77	190	298	198	106	247	124	165	274	812	158	302	773	180	736	343	98	82	54
C[Ins(T):R8]C	488	384	156	212	572	420	245	126	194	96	168	551	8	119	176	209	57	34	158	5	1	82	319	15	190	249	1	89	189	321	183	111	292	114	164	237	1265	155	338	1184	196	698	351	97	80	44
C[Ins(T):R8]G	631	550	248	288	772	563	281	66	256	39	73	765	12	71	80	132	97	85	190	10	3	70	477	18	299	378	4	123	228	460	289	146	356	173	220	391	1142	223	439	906	299	1148	536	124	122	77
C[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]A	4	0	1	2	2	0	0	2	1	0	2	2	0	1	1	2	1	0	1	6	10	3	1	1	0	1	1	1	0	0	0	2	0	0	0	0	0	1	1	0	0	1	1	1	0	0
G[Ins(T):R0]C	0	0	0	0	2	1	0	0	1	1	0	4	0	1	0	1	0	1	0	7	7	1	2	0	1	1	0	0	0	2	1	0	1	2	0	0	3	0	0	4	0	0	1	0	0	0
G[Ins(T):R0]G	17	16	1	4	10	14	3	1	8	2	3	11	1	0	1	4	5	1	5	18	38	5	4	1	9	6	0	6	4	8	8	5	11	10	8	3	9	7	6	12	6	25	14	2	2	0
G[Ins(T):R1]A	11	0	0	3	7	3	8	1	1	3	1	3	0	1	2	3	3	0	2	10	9	4	5	0	3	3	76	2	6	4	2	1	5	7	2	3	1	1	0	2	2	13	2	1	2	0
G[Ins(T):R1]C	6	1	0	1	1	2	2	0	1	1	3	3	0	0	3	2	1	0	3	5	4	1	1	0	2	2	142	1	0	1	1	0	2	2	0	1	3	2	1	3	0	5	3	1	0	0
G[Ins(T):R1]G	21	9	5	5	4	11	6	1	5	3	2	11	0	2	2	6	6	1	9	35	69	4	4	0	7	8	120	3	2	6	7	5	12	18	6	3	7	4	8	11	5	17	4	3	3	0
G[Ins(T):R2]A	13	4	1	5	8	3	2	0	4	0	1	3	0	0	3	2	2	3	8	4	4	1	4	2	4	2	64	2	4	3	5	1	5	4	2	1	2	1	3	2	5	7	4	1	1	1
G[Ins(T):R2]C	26	11	2	3	3	5	1	0	3	1	0	7	1	0	1	0	1	1	12	2	3	1	3	0	0	3	76	2	2	2	4	3	6	6	4	2	6	2	4	10	4	16	4	5	3	2
G[Ins(T):R2]G	98	42	12	24	46	26	28	0	26	2	0	49	10	0	2	2	8	9	34	57	53	5	34	3	19	20	77	21	20	23	29	14	40	49	11	27	24	11	23	27	14	109	22	7	19	5
G[Ins(T):R3]A	12	4	3	4	6	4	3	2	1	1	2	3	1	0	2	1	2	1	8	3	7	1	6	0	2	0	41	2	2	3	4	1	8	7	1	2	8	2	3	2	1	13	3	2	0	1
G[Ins(T):R3]C	26	10	2	8	19	4	5	0	5	2	2	6	1	0	2	2	3	4	17	4	1	1	8	0	10	3	27	6	3	4	4	3	9	11	1	4	2	0	3	12	4	14	8	5	5	1
G[Ins(T):R3]G	44	32	9	15	32	14	14	4	11	2	8	24	4	1	2	2	11	4	24	22	37	8	13	3	17	9	54	7	15	16	17	6	27	44	11	18	19	5	22	23	8	37	13	2	7	6
G[Ins(T):R4]A	19	17	5	13	14	14	6	4	11	1	20	11	5	6	5	9	4	1	12	1	1	1	14	6	12	10	25	3	12	15	18	3	14	12	4	11	25	7	15	14	5	25	15	1	1	0
G[Ins(T):R4]C	19	12	5	12	22	13	10	6	6	3	9	18	2	3	2	11	1	3	7	2	0	5	4	3	7	7	30	4	8	5	5	1	8	9	3	7	22	7	9	11	4	14	13	2	1	0
G[Ins(T):R4]G	56	61	12	41	53	55	41	2	33	2	23	65	13	6	10	17	11	2	19	6	10	5	28	5	17	33	13	12	27	34	44	25	37	57	20	31	35	15	35	61	27	91	44	10	11	8
G[Ins(T):R5]A	71	75	22	38	75	54	50	60	47	72	160	69	16	63	104	112	9	6	32	4	1	17	44	6	27	46	13	21	37	52	65	21	61	56	20	33	280	15	43	274	22	77	41	8	17	4
G[Ins(T):R5]C	94	64	18	52	67	62	32	61	42	56	149	98	8	76	53	140	6	10	32	2	3	30	34	8	22	59	8	14	35	48	44	21	49	71	16	37	348	9	28	290	23	65	24	20	8	12
G[Ins(T):R5]G	137	85	30	50	134	79	53	22	45	40	102	166	14	39	46	78	30	19	54	7	14	29	52	8	43	79	9	18	45	61	74	20	69	137	21	53	295	27	56	304	34	100	45	30	20	11
G[Ins(T):R6]A	292	270	76	177	304	235	148	205	153	138	328	292	46	215	178	256	42	25	93	8	3	70	174	32	135	142	4	56	147	223	200	72	203	218	69	114	1055	64	179	747	98	401	131	63	56	32
G[Ins(T):R6]C	400	335	72	205	475	331	197	201	177	160	385	524	67	251	207	299	49	29	141	10	2	96	226	23	190	271	4	88	187	226	240	62	237	304	103	179	928	61	193	765	108	440	189	98	63	31
G[Ins(T):R6]G	761	671	168	317	850	593	328	94	354	69	169	965	94	109	101	155	115	82	285	15	4	129	347	44	355	443	4	157	332	440	433	179	475	454	236	309	933	123	425	760	205	892	343	172	95	62
G[Ins(T):R7]A	472	453	206	307	574	435	252	132	272	86	271	493	42	144	176	197	55	33	133	2	1	66	290	51	192	252	3	96	300	377	298	153	338	259	142	237	982	175	350	647	211	694	315	90	76	40
G[Ins(T):R7]C	439	412	127	214	495	374	229	127	237	117	238	593	53	171	155	272	63	30	140	10	5	90	282	30	209	210	2	79	228	302	249	91	290	272	141	190	796	97	278	647	142	606	232	103	72	48
G[Ins(T):R7]G	896	749	239	403	1004	694	415	74	438	58	112	1033	64	79	115	126	117	65	258	7	3	99	454	62	372	375	6	142	364	586	467	197	512	446	262	377	982	204	508	733	313	1148	501	169	123	76
G[Ins(T):R8]A	450	425	166	194	571	448	226	74	215	67	92	564	5	72	96	128	76	21	131	3	1	58	335	16	220	206	0	79	186	341	184	104	268	143	194	278	707	147	393	469	218	797	390	86	81	52
G[Ins(T):R8]C	526	384	150	206	542	445	247	71	218	65	112	572	5	99	137	167	65	40	136	5	1	48	300	7	227	222	1	62	191	369	219	111	286	142	180	294	810	142	343	634	228	730	354	85	85	41
G[Ins(T):R8]G	726	679	265	331	829	727	336	68	247	47	56	860	11	55	87	109	118	72	195	6	1	66	491	19	333	328	2	145	196	552	262	150	404	187	248	485	914	279	507	622	382	1291	650	125	128	70
G[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del2:U1:R1	24	19	6	12	7	9	9	0	10	4	3	1	2	2	6	6	9	4	6	20	20	30	5	4	15	5	0	15	8	20	18	8	12	13	5	9	4	3	13	8	13	10	12	8	8	5
Del3:U1:R1	16	25	8	1	15	13	5	0	13	3	0	8	0	2	0	6	7	2	0	8	3	9	0	0	5	4	0	6	8	6	6	1	15	11	3	8	0	6	19	4	5	2	6	1	0	1
Del4:U1:R1	8	5	2	2	3	3	1	0	4	0	1	5	1	0	1	1	7	0	0	2	0	5	1	0	1	3	0	2	3	7	4	1	1	6	2	1	3	4	5	5	2	2	4	1	2	1
Del5:U1:R1	2	1	1	2	3	1	0	0	1	0	1	0	0	0	1	1	2	0	2	0	1	4	0	0	0	7	0	1	2	0	0	1	1	2	0	0	0	2	5	0	0	1	2	0	1	1
Del6:U1:R1	2	1	0	0	4	2	0	0	1	0	1	0	0	0	0	2	2	2	0	1	0	0	0	0	0	3	0	1	2	0	0	1	2	2	0	0	1	0	1	0	0	1	1	0	2	0
Del7:U1:R1	3	2	1	1	3	1	1	0	0	0	0	0	0	0	0	1	2	2	0	1	2	3	1	0	1	5	0	3	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1
Del8:U1:R1	1	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	2	1	1	1	1	4	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	1	0	0
Del9:U1:R1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	3	1	2	2	0	2	0	0	0	2	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
Del(10,):U1:R1	5	6	3	4	4	2	1	0	0	2	0	0	1	1	1	8	6	3	3	9	3	18	5	1	3	37	1	15	0	2	1	1	1	1	1	3	0	0	5	1	0	5	0	2	1	3
Del2:U(2,):R1	165	161	70	90	167	137	65	3	89	3	11	112	12	5	10	19	19	2	16	33	38	16	4	6	63	23	0	35	53	123	86	43	98	68	20	70	69	44	135	57	61	52	75	25	17	9
Del3:U(2,):R1	16	10	3	5	9	10	10	1	6	2	2	7	2	1	1	3	10	3	2	11	1	8	1	2	9	6	1	6	5	13	9	2	5	11	3	4	4	6	14	8	6	4	5	2	2	1
Del4:U(2,):R1	16	10	1	3	6	4	5	1	2	4	2	2	1	0	1	2	8	2	3	6	1	10	1	0	4	7	0	3	2	7	4	3	5	5	1	2	6	3	9	3	3	3	2	2	3	0
Del5:U(2,):R1	4	1	0	4	1	4	2	0	1	0	1	2	2	0	2	3	4	0	3	6	0	6	1	0	0	9	1	1	0	5	2	2	2	3	0	1	1	3	2	1	0	4	2	0	0	2
Del6:U(2,):R1	3	0	0	1	3	2	1	0	0	0	1	1	0	0	2	2	2	0	1	2	0	8	0	0	1	6	2	3	2	3	1	1	1	3	1	3	1	0	1	1	1	1	2	1	0	1
Del7:U(2,):R1	1	1	0	0	0	0	1	1	0	0	3	0	0	1	2	1	7	1	3	4	1	11	0	1	1	5	0	2	2	0	3	0	1	0	0	1	2	2	0	1	0	1	0	0	0	2
Del8:U(2,):R1	3	3	1	0	1	1	0	1	0	0	0	0	0	2	0	1	5	0	0	1	0	10	1	1	0	1	0	4	0	1	0	0	2	0	1	1	2	1	1	2	0	0	2	0	0	0
Del9:U(2,):R1	2	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	2	1	6	2	4	2	1	1	5	0	4	1	0	1	0	0	1	0	0	0	2	0	0	0	3	0	0	0	1
Del(10,):U(2,):R1	11	11	6	9	16	6	8	4	1	5	1	6	4	0	6	11	19	8	8	28	10	50	6	3	9	47	2	37	3	12	5	7	6	5	3	3	2	9	6	6	5	12	8	3	11	5
Del2:U1:R3	142	72	8	32	53	26	42	2	31	4	8	44	12	4	7	10	87	11	43	11	11	23	4	7	55	10	1	22	36	58	98	33	43	68	30	42	37	27	98	31	40	16	24	29	17	14
Del2:U1:R4	114	37	3	26	38	14	42	2	40	2	1	21	8	2	3	2	47	15	24	10	12	13	3	3	42	8	1	13	25	28	81	17	28	51	12	13	21	24	75	19	29	15	19	16	10	14
Del2:U1:R(5,9)	1196	1773	197	395	1060	976	553	6	987	3	4	591	36	3	15	11	35	21	72	8	7	13	9	12	264	20	0	44	602	1243	1100	404	1182	1093	75	240	339	272	903	422	236	158	228	37	30	26
Del2:U2:R2	439	247	49	159	188	103	170	8	139	10	16	116	40	3	28	14	76	26	45	84	63	69	17	41	135	32	7	57	141	215	246	97	194	231	70	126	118	113	296	96	149	58	118	96	65	55
Del2:U2:R3	250	168	19	90	105	88	92	7	101	2	6	93	12	4	4	4	48	15	23	45	57	17	5	9	62	6	1	35	61	88	192	58	129	144	37	76	64	62	167	73	83	30	87	39	24	25
Del2:U2:R4	555	365	22	183	252	235	183	4	167	3	3	226	29	0	7	5	32	30	53	31	22	7	11	9	105	11	0	41	143	217	443	134	314	461	82	159	181	138	371	210	135	47	139	62	45	53
Del2:U2:R(5,9)	2577	1796	85	938	1492	1825	924	14	753	2	10	1256	122	4	18	4	99	44	239	24	13	7	59	11	523	55	0	188	704	1038	1262	620	1635	1289	459	925	974	775	1991	775	783	276	624	368	241	181
Del3:U1:R4	1	1	1	1	2	0	0	0	1	0	0	0	0	0	2	2	2	0	1	1	0	1	0	0	1	1	0	0	0	1	2	0	0	2	0	0	0	1	1	0	1	0	1	1	0	0
Del3:U1:R(5,9)	26	19	0	5	18	16	11	1	9	0	0	9	0	0	2	2	4	1	1	0	2	4	0	0	5	3	1	4	13	11	17	8	14	25	2	7	5	2	10	6	7	3	2	5	1	0
Del3:U3:R2	465	292	12	155	209	119	184	8	146	7	11	123	39	3	12	12	137	16	55	17	4	100	16	18	161	23	3	75	157	216	370	98	201	222	86	143	122	126	374	104	149	45	121	99	63	73
Del3:U3:R3	190	104	3	67	71	45	58	4	55	2	4	59	14	1	3	4	60	11	20	6	1	27	6	0	60	5	1	37	57	82	143	56	78	101	25	40	42	52	141	48	50	16	52	33	33	32
Del3:U3:R4	71	44	1	17	33	29	19	0	17	1	1	23	2	0	1	1	12	2	6	0	0	1	1	0	17	4	1	9	18	30	46	27	28	45	16	22	16	15	43	19	14	8	29	5	12	6
Del3:U3:R(5,9)	144	66	1	46	84	77	42	1	48	3	1	61	9	1	2	3	6	6	13	3	0	5	0	1	30	18	0	10	31	58	62	26	79	49	23	53	50	41	107	30	59	10	42	20	10	11
Del4:U1:R(5,9)	4	1	0	1	2	1	3	1	0	0	0	2	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	4	3	3	2	1	2	0	1	0	0	0	0	1	0	0	0
Del4:U2:R3	4	2	0	0	2	0	0	0	1	0	0	0	0	0	1	0	3	0	3	1	0	2	0	0	3	1	0	1	0	3	5	2	2	4	1	1	1	1	3	2	1	0	1	1	1	0
Del4:U2:R4	6	12	0	2	6	6	3	1	0	0	0	6	1	0	0	1	8	2	2	1	0	4	1	0	4	0	0	2	6	4	18	4	8	7	3	5	4	4	13	0	4	0	1	1	2	1
Del4:U2:R(5,9)	60	26	2	9	14	18	7	1	15	1	0	11	2	0	1	0	8	2	3	1	0	4	2	0	6	2	0	2	11	13	21	11	20	26	4	12	16	10	22	10	4	2	13	6	5	3
Del4:U4:R2	184	114	5	66	86	41	65	1	59	4	10	45	19	6	10	7	72	7	43	23	2	63	8	4	72	15	2	29	61	86	168	42	68	93	27	56	53	47	145	39	66	26	58	42	30	25
Del4:U4:R3	58	26	2	18	19	15	13	0	16	2	1	16	3	0	0	1	11	4	13	2	2	3	3	0	20	1	0	9	8	15	33	13	20	14	9	15	15	13	36	12	17	5	19	7	4	6
Del4:U4:R4	48	24	0	8	16	20	16	1	14	0	0	9	0	0	5	1	9	3	4	1	0	5	0	0	13	6	0	4	6	17	25	3	22	8	9	11	10	12	26	11	11	1	13	10	4	6
Del4:U4:R(5,9)	72	39	0	28	32	45	25	0	21	0	0	19	2	0	1	1	8	0	9	1	0	0	3	2	20	4	0	7	23	47	32	27	40	24	12	31	28	33	53	13	21	6	29	5	9	4
Del5:U1:R(5,9)	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
Del5:U5:R2	16	13	2	7	8	5	5	2	6	0	1	0	0	2	3	0	13	3	5	4	0	11	0	1	7	1	1	6	8	11	14	4	8	6	5	7	4	2	12	8	5	2	5	5	2	4
Del5:U5:R3	12	5	1	5	10	5	4	0	3	0	1	2	0	0	1	0	4	1	3	1	0	3	1	0	3	0	0	1	2	2	4	3	5	4	2	3	2	0	6	5	6	2	7	0	1	0
Del5:U5:R4	17	7	0	6	6	8	4	0	3	0	0	6	2	0	1	0	1	0	3	0	0	0	3	0	5	0	0	3	2	10	5	4	10	8	0	9	2	5	9	3	6	6	6	4	0	3
Del5:U5:R(5,9)	9	6	0	5	3	9	5	0	2	0	0	6	0	1	1	0	2	0	1	0	0	0	0	0	4	1	0	3	4	5	1	4	4	2	3	5	5	8	12	1	4	2	4	4	1	1
Del(6,):U1:R(7,9)	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
