MutationType	SP117655	SP117556	SP117627	SP117775	SP117332	SP117712	SP117017	SP117031	SP117759	SP117621	SP117425	SP117930	SP99287	SP99293	SP99289	SP99297	SP99301	SP99305	SP99309	SP99313	SP99317	SP99321	SP99325	SP99329	SP99333	SP99337	SP99341	SP99345	SP99113	SP99185	SP99209	SP99213	SP99221	SP99225	SP99241
G[Ins(T):R6]A	7	1	3	4	0	1	2	8	5	1	3	6	1	2	5	1	9	0	5	0	0	4	292	1	2	2	2	0	0	0	2	4	0	1	0
G[Ins(T):R6]C	4	6	6	4	1	1	5	10	9	5	7	19	0	1	3	0	10	1	5	2	0	0	400	1	2	2	1	0	0	3	2	5	0	1	5
G[Ins(T):R6]G	13	8	7	7	1	5	4	9	16	10	4	9	1	2	4	0	15	2	5	0	1	1	761	0	1	5	2	0	0	0	4	7	0	3	2
G[Ins(T):R7]A	10	8	4	3	1	3	6	7	9	8	6	10	1	1	1	0	2	2	4	1	0	2	472	0	2	5	1	1	0	1	6	4	0	0	1
G[Ins(T):R7]C	5	6	2	1	0	3	2	7	15	6	1	15	1	1	4	0	5	2	4	2	0	2	439	0	2	9	3	0	0	2	3	1	0	1	0
G[Ins(T):R7]G	13	6	5	9	1	3	6	10	20	4	4	33	1	0	2	0	6	3	4	0	1	3	896	1	3	9	5	1	0	1	4	2	0	2	1
G[Ins(T):R8]A	5	7	3	10	3	1	3	7	15	7	3	24	1	1	4	0	3	0	2	2	0	0	450	0	1	4	4	0	0	1	3	6	0	1	1
G[Ins(T):R8]C	6	4	3	5	0	2	1	4	5	6	1	15	0	1	1	0	3	0	4	0	0	0	526	0	2	3	1	0	0	1	3	8	0	1	3
G[Ins(T):R8]G	11	11	4	7	1	2	3	9	17	13	5	27	0	0	2	0	3	1	2	0	0	1	726	1	2	5	2	0	0	1	3	2	0	0	5
G[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del2:U1:R1	6	1	1	2	0	3	3	2	3	3	5	0	1	1	1	0	3	1	2	0	1	0	24	1	0	4	3	0	0	2	2	0	0	2	3
Del3:U1:R1	0	0	1	1	0	2	1	2	1	1	0	0	0	0	0	0	1	0	1	0	0	0	16	1	0	1	0	0	0	2	1	0	0	0	1
Del4:U1:R1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	2	0	0	2	2	0	0	0	8	1	0	1	1	0	0	0	1	0	0	0	0
Del5:U1:R1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	1	0	1	1	0	0	0	2
Del6:U1:R1	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	1	0	0	0	2	0	0	2	1	1	0	0	0	0	0	0	1	0	0	1
Del7:U1:R1	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1
Del8:U1:R1	1	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1
Del9:U1:R1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
Del(10,):U1:R1	1	3	0	4	0	1	2	4	2	2	1	2	0	3	4	0	0	0	0	14	1	2	5	4	0	2	1	1	0	7	3	1	0	1	11
Del2:U(2,):R1	4	2	2	10	2	1	1	2	5	3	3	4	2	1	5	0	0	3	1	1	1	2	165	1	0	0	3	0	0	1	6	2	1	1	6
Del3:U(2,):R1	2	1	1	2	0	2	0	2	2	1	1	5	2	0	1	0	1	1	2	3	0	0	16	3	0	4	0	0	0	1	4	1	1	2	0
Del4:U(2,):R1	1	2	2	3	0	3	1	1	4	0	3	1	1	2	2	0	1	1	3	6	0	1	16	2	1	3	0	0	0	0	1	0	0	0	2
Del5:U(2,):R1	2	0	1	2	0	2	1	0	1	1	1	1	0	0	4	0	0	0	0	1	0	0	4	5	1	0	0	1	1	4	1	2	0	0	3
Del6:U(2,):R1	3	1	1	1	0	1	1	0	0	2	0	1	0	1	3	0	0	0	0	2	0	0	3	1	1	0	1	0	0	2	2	1	0	0	0
Del7:U(2,):R1	0	1	1	0	0	0	0	1	2	1	1	1	0	0	1	0	0	1	0	2	0	1	1	3	0	0	0	0	0	0	2	1	0	1	3
Del8:U(2,):R1	0	0	1	1	0	0	1	0	1	2	0	1	0	0	2	0	0	1	1	3	0	1	3	1	0	0	0	0	0	0	1	0	0	0	1
Del9:U(2,):R1	0	0	0	2	1	1	0	0	0	0	0	1	0	0	1	0	0	0	2	3	0	0	2	0	1	0	0	0	1	0	2	2	0	0	1
Del(10,):U(2,):R1	10	1	7	11	3	3	1	4	5	9	5	4	0	3	18	0	0	4	4	44	0	0	11	13	2	1	3	1	1	8	10	3	0	3	23
Del2:U1:R3	4	0	2	4	1	4	0	1	6	5	6	2	1	4	0	0	9	1	3	1	1	2	142	1	1	1	2	1	0	1	1	5	0	1	2
Del2:U1:R4	0	0	0	2	0	1	1	2	2	5	1	0	1	0	0	0	3	2	0	0	0	0	114	2	1	0	1	0	0	1	2	0	0	0	0
Del2:U1:R(5,9)	0	1	1	4	2	2	1	1	1	0	2	1	0	1	1	0	3	1	1	0	0	0	1196	0	0	1	1	0	0	0	2	2	0	0	3
Del2:U2:R2	11	4	4	11	5	13	5	11	13	8	11	5	0	2	10	0	7	6	2	9	0	3	439	4	2	5	4	0	0	5	7	7	0	3	10
Del2:U2:R3	6	1	2	4	1	7	0	1	3	1	1	7	0	1	2	0	9	1	4	0	0	0	250	0	0	2	1	1	3	7	0	2	1	2	4
Del2:U2:R4	0	0	0	1	0	0	1	1	0	1	3	3	0	0	2	0	8	0	2	0	0	1	555	0	1	1	1	0	0	0	0	0	0	0	2
Del2:U2:R(5,9)	0	1	1	1	0	1	1	0	1	0	0	1	1	0	2	0	11	0	0	1	0	0	2577	0	2	0	0	0	0	0	1	0	0	1	0
Del3:U1:R4	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Del3:U1:R(5,9)	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	26	1	0	0	0	0	1	0	0	1	0	0	1
Del3:U3:R2	19	6	10	19	3	8	4	5	26	13	11	3	2	3	7	1	26	4	10	7	1	5	465	6	3	3	6	1	3	7	5	6	0	5	8
Del3:U3:R3	1	3	1	7	1	1	1	5	7	1	2	2	0	4	4	0	7	2	1	1	0	1	190	1	1	0	0	0	0	3	0	0	1	1	0
Del3:U3:R4	2	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	2	0	1	0	0	0	71	0	0	1	0	0	0	0	1	0	0	0	2
Del3:U3:R(5,9)	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	144	0	0	0	0	0	0	0	0	1	0	0	0
Del4:U1:R(5,9)	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0
Del4:U2:R3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
Del4:U2:R4	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	6	0	1	0	0	0	1	0	0	1	0	0	0
Del4:U2:R(5,9)	0	0	1	1	0	1	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	60	0	0	0	1	0	0	0	0	2	0	0	1
Del4:U4:R2	8	5	6	8	1	9	5	3	14	5	4	4	0	3	3	0	11	6	2	3	0	3	184	1	2	7	2	1	0	3	5	8	0	3	6
Del4:U4:R3	5	2	2	3	0	0	1	1	4	0	1	3	0	1	0	0	2	1	1	1	0	1	58	0	1	3	0	0	0	0	1	0	0	0	0
Del4:U4:R4	1	2	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	48	0	0	0	0	0	0	1	0	0	0	2	2
Del4:U4:R(5,9)	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0
Del5:U1:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del5:U5:R2	2	1	1	2	2	2	0	0	5	0	2	0	0	2	0	0	2	1	0	1	0	0	16	2	1	3	0	0	0	1	0	3	0	1	1
Del5:U5:R3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
Del5:U5:R4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0
Del5:U5:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0
Del(6,):U1:R(7,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U2:R(4,9)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U3:R(3,9)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Del(6,):U(4,):R(2,9)	4	2	1	3	2	1	1	0	3	0	3	2	0	1	0	0	0	0	1	0	0	0	30	0	0	0	1	0	0	0	1	1	0	0	1
Ins(2,4):M	8	2	1	3	0	1	1	7	1	5	2	0	1	1	2	0	0	0	0	1	0	0	77	0	0	0	3	0	0	0	0	3	0	1	5
Ins(5,):M	0	2	1	5	1	1	2	0	2	2	0	0	0	1	0	1	1	2	0	0	0	0	7	1	0	0	1	0	0	0	0	2	0	0	1
Ins2:U1:R0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins2:U2:R0	2	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	3	0	0	0	0	14	0	1	2	0	0	0	0	0	0	0	0	1
Ins3:U3:R0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1
Ins4:U2:R0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U4:R0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ins(5,):R0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ins2:U1:R1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	9	0	1	0	0	0	0	0	0	0	0	0	0
Ins2:U1:R2	0	1	1	1	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	1	6	0	1	0	0	0	0	0	1	1	0	1	1
Ins2:U1:R3	0	2	0	0	1	0	0	1	1	2	0	3	0	0	0	0	0	1	0	2	0	1	13	0	0	0	0	0	0	2	1	2	0	0	0
Ins2:U1:R4	2	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	1	0	0	0
Ins2:U1:R(5,9)	1	0	0	4	0	0	0	1	1	1	1	1	0	2	0	0	0	0	1	0	0	0	333	1	0	0	0	0	0	0	0	0	0	0	1
Ins2:U2:R1	2	1	0	1	1	2	2	0	2	1	0	4	0	0	2	0	0	0	1	0	0	3	19	1	1	0	0	0	0	1	0	3	0	1	0
Ins2:U2:R2	2	1	0	1	1	1	1	3	1	2	0	0	0	0	1	0	0	0	1	3	0	0	12	0	1	0	1	0	0	1	0	2	0	0	1
Ins2:U2:R3	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	23	0	0	0	0	0	0	1	1	0	0	0	0
Ins2:U2:R4	1	0	0	2	1	0	1	0	1	3	1	3	0	0	0	0	3	0	0	1	0	1	220	0	0	2	1	0	0	0	0	1	0	0	2
Ins2:U2:R(5,9)	8	6	2	7	0	1	2	11	12	2	1	30	0	3	3	1	22	4	3	1	0	3	1275	1	3	4	2	0	0	0	0	8	0	2	0
Ins3:U1:R1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R3	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
Ins3:U1:R(5,9)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U3:R1	3	2	1	3	0	0	1	3	1	4	3	5	0	1	1	0	0	1	1	2	0	0	3	1	0	2	1	0	0	0	3	7	0	0	3
Ins3:U3:R2	0	0	0	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	1	1	0	0	3	1	0	1	0	0	0	0	0	1	0	0	0
Ins3:U3:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0
Ins3:U3:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U3:R(5,9)	5	1	1	2	0	0	1	3	1	0	2	3	0	0	0	0	2	1	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U4:R1	4	3	2	0	1	5	1	5	2	5	4	1	0	3	1	0	0	1	0	2	1	0	2	1	3	2	1	0	0	1	4	4	0	0	1
Ins4:U4:R2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Ins4:U4:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0
Ins4:U4:R4	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1
Ins4:U4:R(5,9)	1	0	1	0	0	1	1	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	24	0	1	0	1	0	0	0	0	2	0	0	0
Ins(5,):U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R(5,9)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ins(5,):U(3,):R1	6	10	7	7	2	5	4	7	6	14	7	16	2	1	7	0	0	2	6	15	0	0	4	5	2	3	5	0	1	2	6	18	1	1	16
Ins(5,):U(3,):R2	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U(3,):R3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0
Ins(5,):U(3,):R4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U(3,):R(5,9)	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	1
Del2:M1	8	7	8	10	2	3	2	8	11	9	10	7	1	3	9	0	7	4	6	7	0	3	251	2	4	1	9	1	1	4	6	4	0	3	6
Del3:M1	0	1	0	1	0	0	2	2	1	4	1	1	0	1	2	0	1	2	2	2	0	1	23	2	4	1	3	1	1	1	2	0	0	1	3
Del3:M2	7	7	6	7	2	3	3	3	12	11	11	7	0	1	2	0	10	2	2	4	0	4	323	5	4	2	2	1	2	0	6	5	2	1	5
Del4:M1	2	2	1	3	1	5	0	0	1	3	1	2	2	4	1	0	2	2	3	1	0	3	41	2	1	1	4	0	2	1	8	1	0	5	4
Del4:M2	8	4	3	5	4	3	3	3	6	2	2	2	3	2	8	0	7	2	2	0	0	1	101	3	3	2	3	0	1	2	4	5	1	5	4
Del4:M3	6	2	4	10	1	3	4	5	7	7	5	3	1	1	4	1	7	1	2	3	2	3	84	1	1	1	1	1	1	2	2	5	1	2	4
Del5:M1	3	0	1	0	1	2	1	0	1	1	0	0	0	2	0	1	0	1	0	2	0	0	3	6	1	1	0	0	0	4	2	0	0	0	4
Del5:M2	1	0	0	0	0	2	0	1	1	1	1	4	0	0	0	0	0	0	1	1	0	0	4	3	0	0	0	0	0	0	1	0	0	1	3
Del5:M3	1	0	3	3	1	0	1	1	2	2	1	0	2	1	2	0	1	0	1	1	0	0	11	5	0	0	1	1	1	0	1	1	0	2	3
Del5:M4	0	1	0	0	0	0	1	3	1	0	2	2	0	0	1	0	1	1	0	0	0	0	8	2	0	2	0	0	0	0	0	2	0	1	0
Del6:M1	2	2	0	3	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	5	1	0	2	5	0	1	1	1	0	0	3	0	0	1	2
Del6:M2	0	0	0	2	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	5	0	0	3	5	0	2	0	0	0	0	0	1	1	1	2
Del6:M3	3	0	1	1	1	0	0	2	1	1	1	0	0	0	1	0	0	0	1	3	0	0	1	8	0	2	0	0	0	1	0	0	0	0	0
Del6:M4	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	2
Del6:M5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0
Del(7,):M1	11	10	8	9	4	14	12	16	6	11	9	11	3	8	20	0	1	7	4	58	1	6	14	39	4	4	7	2	3	15	21	5	1	4	51
Del(7,):M2	11	5	6	8	4	8	4	7	6	9	8	7	4	4	12	0	0	5	2	40	1	7	11	77	1	3	3	1	1	9	9	4	0	6	24
Del(7,):M3	5	6	2	8	3	8	2	9	4	3	2	5	0	1	11	0	0	3	1	17	0	0	11	63	5	1	0	3	0	5	5	0	0	0	21
Del(7,):M4	4	4	2	2	0	0	0	6	4	2	2	7	1	4	5	0	0	1	1	6	0	0	5	28	2	2	0	0	1	3	2	1	1	0	10
Del(7,):M5	0	2	1	2	1	1	3	0	1	2	3	5	0	1	1	0	0	0	0	7	0	0	6	13	0	0	1	0	1	1	1	0	2	0	0
Del(7,):M(6,)	5	5	3	6	0	3	1	2	5	5	1	8	1	3	1	0	0	3	1	2	0	1	6	20	2	2	1	0	0	1	1	4	0	1	2
Complex(0,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(2,5)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(6,10)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(11,20)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(21,)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
