MutationType	SP29914	SP31046	SP31334	SP30011	SP31174	SP32662	SP31126	SP32958	SP31422	SP33496	SP34005	SP30113	SP31030	SP33544	SP33688	SP30907	SP30185	SP33837	SP31790	SP30143	SP30071	SP30493	SP32014	SP30332	SP31814	SP29987	SP30083	SP32742	SP115162	SP29940	SP30843	SP32222	SP31190	SP30077	SP32694	SP33774	SP30093	SP33094	SP30803	SP30675	SP31854	SP31606	SP30213	SP32894	SP117260	SP117124	SP117932	SP117189	SP117217	SP117779	SP117376	SP117681	SP117408	SP118015	SP117509	SP117482	SP117003	CPCT02060034T	CPCT02020356T	CPCT02050063T	CPCT02030275T	CPCT02070033T	CPCT02030294T	CPCT02070038T	CPCT02080179T	CPCT02010866TII	CPCT02330133T	CPCT02050427T	DRUP01030028T	CPCT02080193T	CPCT02030556T	CPCT02120111T	CPCT02050341T	WIDE01010210T	WIDE01010208T	CPCT02290033T	CPCT02070323T	WIDE01010450T	CPCT02090049T	CPCT02010866T	CPCT02070363T	CPCT02060222T	CPCT02080251T	CPCT02070384T	CPCT02070386T	DRUP01070051T	CPCT02080137T	CPCT02080157T	CPCT02330128T	CPCT02070030T	DRUP01050009T	CPCT02070225T	CPCT02070230T	DRUP01070022T	DRUP01050010T	CPCT02050161T	CPCT02050174T	CPCT02050172T	CPCT02050186T	DRUP01070016T	CPCT02080120T	CPCT02030351T	CPCT02060119T	CPCT02080136T	DRUP01010035T	CPCT02070039T	CPCT02030302T	CPCT02070053T	CPCT02070065T	DRUP01070003T	CPCT02070099T	CPCT02020473T	DRUP01070009T	CPCT02030324T	CPCT02030330T	CPCT02050151T	CPCT02070128T	CPCT02080099T	DRUP01030004T	CPCT02070265T	CPCT02080040T	WIDE01010705T
A[Del(T):R6]G	7	1	2	2	1	1	2	0	4	7	1	9	3	1	1	3	0	2	2	1	1	0	2	7	2	2	1	1	0	1	0	0	1	3	2	0	2	2	1	8	2	1	0	0	1	1	4	0	0	2	8	1	0	1	0	4	2	0	0	1	0	1	0	1	3	7	4	1	2	1	1	1	0	1	3	2	1	2	1	8	1	0	4	3	3	2	5	197	0	0	2	0	1	2	0	2	1	6	4	3	2	5	1	2	0	1	1	13	1	0	0	0	2	3	3	2	3	3	0	6	1	3
A[Del(T):R7]A	17	2	4	1	3	6	8	2	5	8	0	7	10	5	2	2	0	1	5	1	4	1	5	5	3	4	6	2	0	1	0	0	6	11	6	0	7	5	1	5	5	1	0	1	2	4	4	2	1	2	13	1	0	0	11	2	1	1	2	0	1	3	1	0	1	13	7	4	2	1	8	1	0	0	19	2	0	8	0	11	3	1	6	3	10	1	10	548	0	0	3	1	0	12	0	2	1	9	14	2	0	3	2	7	0	1	0	9	0	0	0	0	4	7	1	0	2	5	2	1	4	2
A[Del(T):R7]C	15	1	2	1	2	5	4	2	3	10	3	4	10	6	6	1	0	0	1	3	6	0	6	6	4	10	0	1	0	5	1	0	2	8	7	1	6	7	0	4	7	1	0	1	2	11	5	0	0	4	20	1	0	1	7	3	2	0	0	2	0	2	3	1	0	5	1	5	3	3	2	0	1	0	8	1	0	5	2	6	3	0	5	0	6	4	1	367	0	0	6	2	3	6	2	5	2	8	8	0	1	2	1	0	0	1	2	9	0	0	0	0	2	6	4	0	0	3	3	4	1	3
A[Del(T):R7]G	11	1	0	2	4	3	1	2	3	4	0	7	12	3	4	2	0	0	2	1	1	0	2	6	2	6	2	3	0	0	0	0	1	3	3	1	2	6	0	5	6	0	0	2	2	4	7	1	0	1	18	1	0	2	5	3	3	0	2	1	2	0	4	1	1	5	1	1	1	1	2	0	0	0	7	0	0	3	2	5	1	0	5	1	3	1	3	474	1	0	3	0	2	7	0	1	1	7	6	1	2	4	1	3	1	2	0	10	2	1	1	0	3	9	4	0	0	2	4	0	4	0
A[Del(T):R8]A	16	0	2	2	2	5	3	0	8	15	0	5	18	3	3	2	0	0	1	0	2	0	4	11	2	3	1	0	0	2	0	0	2	8	2	3	3	1	0	5	5	0	1	0	4	8	6	0	0	3	25	2	0	2	12	1	4	0	1	1	4	3	5	1	0	13	4	5	2	2	5	1	0	1	20	5	1	4	4	7	2	1	7	7	10	2	10	1108	1	0	1	2	2	13	0	2	0	11	20	0	0	10	0	5	1	1	2	2	0	0	1	1	3	15	0	2	1	4	6	2	5	1
A[Del(T):R8]C	12	1	1	3	4	5	4	1	7	5	0	5	12	3	2	0	0	1	3	0	6	0	5	4	5	2	5	1	1	1	0	0	4	8	2	0	8	6	1	3	6	0	2	0	1	8	4	0	0	4	23	0	0	6	12	2	3	0	1	2	1	2	1	3	1	9	3	2	2	5	5	1	1	1	9	3	1	5	0	10	0	0	6	2	9	2	10	646	2	0	3	2	1	11	0	2	0	11	12	0	1	3	0	5	0	1	1	1	1	0	0	0	2	12	4	1	0	8	2	5	5	0
A[Del(T):R8]G	7	0	1	1	1	1	5	2	2	4	0	4	3	0	1	3	0	0	1	0	3	1	2	6	0	2	1	3	0	1	0	0	1	2	4	0	0	0	0	3	0	1	1	0	0	3	3	0	0	3	16	0	0	5	9	3	1	0	0	3	1	0	2	1	1	8	1	3	2	2	2	0	0	0	12	2	0	2	2	7	1	0	1	1	9	1	4	604	2	0	0	0	0	6	2	2	0	5	8	0	1	4	2	2	0	0	0	3	0	0	0	0	2	6	5	1	0	4	2	1	1	1
A[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R1]A	6	0	1	0	2	0	4	0	6	3	1	27	0	4	2	3	1	0	2	1	1	1	1	19	0	2	1	5	1	0	0	0	7	3	1	0	1	1	1	18	6	2	0	0	1	1	0	1	0	1	1	0	0	2	1	5	0	0	2	3	3	2	1	1	2	12	5	3	1	2	10	0	2	1	0	3	2	2	1	10	5	2	6	2	8	3	5	11	6	1	5	1	4	3	5	2	3	7	4	4	2	6	4	1	0	5	0	1	0	0	2	2	3	5	5	0	4	2	1	5	4	2
C[Del(T):R1]C	3	0	2	3	0	3	9	0	4	3	2	10	0	4	0	2	0	0	1	0	1	0	1	10	0	1	2	3	2	0	1	0	1	2	0	1	1	0	2	6	6	0	1	0	0	1	2	1	1	0	1	1	1	0	2	4	1	4	1	4	2	0	4	2	3	4	2	4	0	1	8	0	1	0	2	4	0	1	2	7	3	1	6	0	6	11	1	21	2	1	4	2	7	5	8	4	0	3	4	12	0	7	1	1	0	4	1	2	0	0	1	5	1	5	5	1	13	4	4	3	1	0
C[Del(T):R1]G	8	1	2	7	1	2	13	3	1	6	0	26	1	6	0	3	0	1	0	2	2	0	0	15	0	9	3	3	0	1	2	0	6	10	5	1	1	6	6	10	6	1	1	1	1	3	0	0	0	2	1	1	1	0	1	1	1	4	1	7	4	2	7	2	2	10	13	3	3	3	5	0	3	3	1	4	1	3	2	10	2	2	11	3	7	8	4	11	6	0	7	1	7	2	2	5	0	13	4	9	0	12	2	1	1	2	0	0	0	0	1	1	3	4	5	2	10	3	10	2	1	1
C[Del(T):R2]A	5	0	1	2	1	1	7	0	2	0	0	32	1	1	1	2	0	2	1	0	1	0	0	16	0	4	2	0	1	1	0	0	1	3	3	0	0	3	4	10	3	1	0	0	3	1	4	0	0	0	3	0	1	1	3	0	0	0	2	5	2	1	4	0	0	5	1	1	0	2	8	0	1	0	0	2	0	1	1	6	3	0	7	1	8	1	2	11	2	0	1	0	0	5	1	0	0	2	1	5	4	7	1	0	0	2	0	2	0	0	0	0	5	1	0	0	5	3	4	4	2	0
C[Del(T):R2]C	5	1	1	2	0	0	13	0	1	3	1	19	1	6	1	5	0	1	0	0	2	1	0	9	0	3	1	1	0	1	0	0	3	1	3	0	1	1	1	7	6	3	1	1	0	0	2	0	0	0	0	2	0	0	1	0	1	2	1	4	3	1	7	0	0	5	5	1	1	3	3	0	0	0	1	2	2	0	0	3	0	0	5	2	4	3	0	10	6	1	4	0	2	0	5	0	2	4	4	5	3	3	2	0	0	1	1	3	0	1	1	0	0	2	2	1	5	1	8	2	1	0
C[Del(T):R2]G	3	0	1	6	1	0	4	0	1	2	0	37	0	3	0	2	0	0	1	1	5	0	0	7	1	1	1	0	0	0	1	0	2	3	4	0	0	2	1	16	6	2	0	0	1	0	2	0	0	2	1	1	0	0	3	3	0	2	0	5	8	2	2	2	1	8	9	3	1	2	6	0	1	1	3	6	2	3	0	10	0	0	5	1	5	3	3	9	3	0	3	0	3	2	3	4	1	5	1	5	2	2	1	1	0	2	0	0	0	2	0	1	1	3	3	1	5	0	2	2	2	1
C[Del(T):R3]A	2	0	0	0	0	4	2	2	3	2	0	10	0	3	0	2	0	0	2	0	2	1	2	10	0	0	1	1	1	1	0	0	1	3	2	1	0	2	2	9	4	0	1	1	2	0	2	1	0	0	1	2	0	0	1	1	0	0	1	4	1	1	3	1	3	11	7	1	0	4	4	0	1	0	1	1	1	1	6	10	3	0	5	2	6	2	2	10	0	0	2	0	1	0	0	1	1	0	2	5	1	1	2	1	0	2	1	3	1	0	0	0	0	0	1	0	5	1	3	1	0	0
C[Del(T):R3]C	3	0	2	2	0	1	5	1	2	3	1	5	0	5	2	2	0	0	2	1	0	0	1	4	1	2	1	1	0	0	0	0	1	0	0	0	0	2	2	3	4	0	2	1	1	2	1	0	0	1	4	0	0	0	3	0	1	2	1	2	3	1	3	1	2	4	5	2	2	4	5	0	1	0	1	3	0	0	1	5	1	0	5	2	3	7	2	11	3	0	6	0	4	2	2	2	0	10	1	1	1	2	1	2	1	3	1	2	0	1	1	0	0	1	3	0	1	0	3	4	2	2
C[Del(T):R3]G	2	1	2	2	2	3	5	0	4	2	0	18	0	7	0	1	0	0	1	2	4	1	1	8	0	1	1	0	1	2	1	0	4	7	3	2	1	2	2	8	1	1	0	1	2	2	2	0	0	0	2	0	0	1	2	1	0	0	1	3	2	2	1	5	1	6	6	1	0	2	4	0	0	0	0	2	0	0	2	5	1	0	4	1	4	1	3	7	4	0	1	0	1	0	1	3	0	4	1	5	2	6	3	0	0	1	1	0	0	0	0	0	0	4	3	1	5	2	1	3	0	1
C[Del(T):R4]A	0	0	1	1	3	1	4	2	1	4	0	8	1	6	2	3	0	1	1	1	2	0	0	7	1	1	0	2	2	1	0	0	3	2	4	0	2	0	0	6	7	1	0	0	0	1	1	0	0	1	0	0	0	2	1	1	1	0	1	3	5	2	1	0	0	10	5	1	1	2	2	0	0	0	1	3	1	0	0	10	3	0	6	1	4	3	2	41	2	0	1	0	1	2	2	2	1	5	5	3	0	0	1	0	0	0	1	1	1	0	0	1	3	3	3	0	3	1	1	1	0	2
C[Del(T):R4]C	6	0	1	1	1	2	6	0	5	3	1	7	0	3	0	0	0	0	1	0	0	1	1	7	0	4	1	2	2	0	0	0	1	3	1	0	1	0	2	6	4	1	0	1	1	0	0	0	0	2	2	0	0	1	1	2	0	2	2	2	0	0	3	3	3	4	2	1	2	1	4	0	0	0	1	1	1	1	0	5	3	0	6	0	1	4	2	40	2	0	3	0	6	5	1	0	1	3	1	4	3	5	0	2	0	1	0	1	0	1	0	1	1	4	0	3	4	1	4	2	3	0
C[Del(T):R4]G	8	0	0	0	4	3	2	0	3	0	0	18	1	6	1	0	0	0	2	0	2	0	1	11	0	4	0	1	1	0	0	0	2	5	2	0	1	3	4	14	1	1	2	0	1	2	0	0	0	0	1	0	1	3	0	1	1	1	0	3	3	2	2	1	3	8	3	5	3	0	2	0	0	0	1	5	1	0	1	7	3	0	7	3	2	0	1	29	2	0	4	0	2	0	1	4	0	4	1	1	0	1	3	1	0	2	0	2	0	0	0	0	1	3	3	1	1	3	2	1	2	0
C[Del(T):R5]A	1	0	5	1	1	1	0	0	1	1	0	9	2	2	0	3	0	0	1	1	2	0	0	7	2	4	0	4	0	2	0	0	4	0	3	1	1	3	1	9	5	0	0	1	2	1	3	0	0	1	1	0	0	0	3	0	1	1	0	3	1	0	0	1	4	5	2	1	2	1	3	0	0	0	0	1	1	1	0	5	0	0	4	0	6	0	2	87	3	0	5	1	1	3	0	0	1	6	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	2	1	1	0	0	0	1	1	0
C[Del(T):R5]C	1	1	1	1	1	3	0	0	1	1	0	6	4	5	3	0	0	0	0	0	4	1	1	5	1	2	0	1	0	0	0	0	6	3	3	0	0	0	2	4	3	0	1	0	0	0	0	0	0	0	4	0	1	1	3	1	0	0	0	1	3	1	2	1	2	2	1	3	1	2	2	0	1	0	1	2	0	1	0	3	1	0	3	0	1	1	2	91	2	0	1	0	0	0	0	1	1	3	2	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	3	0	0	1	2	0	0	1
C[Del(T):R5]G	1	0	1	0	2	1	1	0	0	2	0	15	0	2	0	1	0	0	0	0	1	0	1	3	1	3	0	1	1	0	0	0	2	2	2	0	0	0	1	8	3	1	0	0	1	1	1	1	0	0	3	0	0	0	0	1	0	0	0	1	0	0	2	0	0	6	2	2	1	0	1	0	1	0	1	4	1	1	0	7	0	0	4	0	0	0	2	57	1	0	0	0	0	2	0	0	1	4	1	0	1	1	0	1	0	0	1	0	0	0	0	0	2	1	3	1	0	0	2	2	0	0
C[Del(T):R6]A	4	0	0	0	4	2	3	1	7	3	0	7	2	1	0	2	0	0	0	0	2	0	4	6	1	5	0	1	1	2	1	0	1	1	1	0	5	4	3	8	1	0	0	0	1	1	3	0	0	0	5	0	0	0	1	1	4	1	1	2	0	1	0	0	3	8	2	0	1	2	1	1	1	1	3	3	1	1	0	9	0	0	2	0	2	1	1	162	0	0	2	1	1	0	0	1	2	2	5	0	0	1	0	1	0	0	1	1	0	1	0	1	2	5	1	0	0	1	1	0	1	2
C[Del(T):R6]C	4	0	0	1	3	2	2	0	4	3	0	7	5	1	0	5	1	0	1	2	3	0	1	4	0	2	2	0	0	0	0	0	2	4	3	0	1	3	0	8	1	1	0	2	0	0	1	0	0	4	9	1	1	0	0	1	1	0	1	0	0	0	2	1	0	8	1	3	4	2	4	0	0	0	0	4	0	0	0	7	1	0	3	0	3	1	4	87	1	0	0	1	0	2	0	0	0	3	3	0	1	1	0	1	0	0	1	1	0	0	1	0	1	2	0	0	0	4	2	1	2	1
C[Del(T):R6]G	4	0	0	1	1	3	1	1	0	2	0	8	1	1	1	2	0	1	0	0	2	0	1	4	0	3	1	0	0	2	0	0	1	2	2	1	0	1	2	6	3	0	1	0	0	1	1	0	0	0	7	0	0	0	1	0	1	0	0	1	0	1	2	1	1	3	1	1	0	0	0	0	0	0	2	0	1	0	0	3	0	0	2	0	3	0	5	67	2	0	0	3	1	1	0	0	1	2	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	2	0	2	0
C[Del(T):R7]A	4	0	0	0	0	3	5	0	3	10	0	3	2	2	0	1	0	1	3	1	2	0	0	8	2	4	1	0	0	0	0	0	0	4	1	1	1	1	1	2	3	0	0	0	0	2	3	0	0	1	10	2	1	1	6	4	2	0	1	0	1	0	1	2	3	8	1	5	1	0	0	0	2	0	9	5	0	4	2	4	1	0	0	7	6	0	4	373	1	0	2	1	0	6	0	1	0	6	4	0	1	2	1	2	0	0	1	1	0	2	0	0	4	2	5	0	0	2	1	3	3	0
C[Del(T):R7]C	8	0	1	0	1	3	6	0	4	4	1	7	12	2	0	4	0	0	4	2	4	0	5	6	1	6	3	4	0	1	0	0	0	5	4	1	3	1	2	4	0	0	0	0	2	3	1	0	1	3	13	2	0	2	2	6	3	0	2	1	1	0	0	1	2	5	2	2	2	1	0	0	1	2	17	3	0	1	1	5	0	0	2	2	2	1	5	438	1	1	2	0	0	3	0	2	1	7	8	0	2	2	0	4	0	0	2	0	0	0	0	0	0	5	4	0	0	3	0	3	2	1
C[Del(T):R7]G	3	1	0	0	3	1	4	0	1	5	0	2	3	1	1	1	0	0	1	1	3	0	2	4	0	1	1	1	1	3	1	0	1	3	6	0	4	1	1	8	5	0	2	1	1	3	5	1	0	2	13	0	0	2	3	6	3	0	1	1	0	0	1	0	1	2	4	2	2	0	4	1	1	0	6	1	0	3	3	2	0	0	3	2	3	1	6	422	1	0	3	1	1	1	0	1	0	4	7	0	1	3	0	0	0	2	2	0	0	0	0	2	3	4	1	2	0	0	1	2	1	1
C[Del(T):R8]A	3	0	0	2	3	1	2	1	2	9	0	3	7	2	1	2	1	1	2	0	2	0	6	7	0	3	3	0	0	0	0	0	2	2	2	0	3	1	2	2	2	2	0	0	2	2	7	0	0	3	18	3	0	3	6	1	1	0	1	1	0	0	2	1	1	8	2	3	4	3	6	0	1	0	11	1	0	5	1	3	2	0	3	1	11	0	6	817	0	0	3	1	1	8	0	1	0	11	9	1	1	2	1	4	0	2	0	1	0	0	0	1	4	10	1	0	1	2	2	5	4	0
C[Del(T):R8]C	3	1	0	0	2	3	7	2	1	11	1	3	13	5	4	4	0	0	1	0	1	1	2	4	1	4	0	0	1	1	0	0	0	3	2	0	2	0	4	1	3	0	0	0	2	3	2	0	0	4	27	0	0	1	7	7	3	0	1	0	1	0	4	1	0	6	4	4	1	0	4	0	1	3	14	1	0	3	1	5	1	0	3	2	8	1	2	730	1	0	2	1	0	8	0	4	0	5	6	0	1	3	0	3	0	1	0	0	0	1	0	0	1	6	2	0	0	2	4	1	2	1
C[Del(T):R8]G	5	0	0	1	0	1	2	2	2	3	0	6	3	1	1	1	0	0	1	3	3	0	1	4	0	1	1	0	0	1	0	0	0	2	2	0	5	2	0	0	2	0	2	0	0	3	4	0	0	4	13	1	1	0	5	1	2	0	2	0	0	0	3	2	0	5	2	0	2	1	2	0	0	0	12	3	0	3	0	5	0	0	2	1	1	4	3	770	0	0	1	0	1	7	0	1	0	1	4	0	0	2	0	2	0	0	0	0	0	0	0	0	4	9	2	0	0	1	3	2	0	1
C[Del(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Del(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Del(T):R1]A	2	0	0	0	0	1	7	1	3	1	1	8	0	1	1	1	0	0	1	1	1	0	0	3	0	1	0	1	0	0	0	0	0	1	0	2	0	1	3	9	4	0	0	0	1	1	0	0	0	0	3	0	0	2	1	0	0	2	0	3	4	3	1	1	1	6	5	3	1	1	3	0	0	0	1	0	1	0	1	6	1	0	4	1	0	3	2	4	3	0	2	2	0	1	0	1	0	6	1	3	1	3	1	0	2	4	1	0	0	1	0	0	1	2	0	0	3	5	1	1	2	0
G[Del(T):R1]C	3	0	0	0	1	2	7	1	1	0	1	3	2	3	1	0	0	0	0	0	2	0	1	3	2	2	0	0	0	0	0	0	1	2	0	0	0	1	0	4	2	1	0	0	1	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	2	0	0	0	0	5	3	1	1	1	2	0	0	0	0	1	1	0	0	7	1	1	6	0	4	5	1	3	1	0	0	2	1	0	0	1	0	2	5	4	0	3	0	1	0	1	0	2	0	1	0	0	1	1	1	0	4	3	0	3	3	2
G[Del(T):R1]G	4	0	1	2	2	3	4	1	2	1	0	8	0	8	3	0	0	1	0	0	0	0	1	8	0	0	1	0	0	2	0	0	1	0	1	1	2	2	1	4	1	0	0	0	0	0	0	0	0	1	1	0	2	1	2	0	2	3	0	2	2	0	3	0	1	3	5	3	0	1	6	2	1	1	0	2	3	1	3	4	5	2	3	3	4	1	1	14	3	0	3	1	8	1	4	2	1	6	1	2	2	2	0	0	0	4	0	0	2	1	0	0	0	2	2	2	3	5	2	2	1	1
G[Del(T):R2]A	4	0	0	1	0	2	0	0	1	2	0	6	2	1	1	1	0	0	0	0	0	0	1	2	1	2	0	0	0	1	0	0	1	2	1	0	0	1	0	3	3	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	3	0	1	2	1	2	5	4	2	3	0	2	0	2	0	0	2	1	0	0	6	1	0	5	0	6	1	1	2	2	0	0	0	5	1	1	0	2	3	0	2	1	3	1	0	0	2	0	6	1	0	1	0	3	1	1	0	2	1	5	0	2	1
G[Del(T):R2]C	3	0	0	2	0	1	5	2	1	0	0	2	1	2	3	1	0	0	1	1	1	0	0	3	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	1	1	1	0	1	0	1	0	2	1	0	5	4	0	0	0	1	0	0	0	0	0	2	0	4	0	5	0	0	3	2	0	1	1	3	1	1	1	0	8	1	1	0	7	1	0	0	2	0	1	0	1	0	1	0	5	0	1	1	3	1	0	0	2
G[Del(T):R2]G	4	0	2	1	0	1	2	0	1	2	0	15	1	1	1	2	1	1	0	0	2	0	1	11	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	13	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	2	2	2	6	0	0	0	0	1	3	2	0	3	3	0	1	0	0	0	1	0	0	1	0	0	6	3	4	0	3	2	3	0	1	0	3	0	3	1	0	3	1	6	0	3	0	0	0	3	0	2	0	0	0	0	1	0	0	1	6	2	0	0	0	0
G[Del(T):R3]A	3	0	1	2	1	1	3	0	1	2	0	4	1	7	2	3	0	1	0	0	3	0	1	0	0	0	1	0	0	0	1	0	0	4	1	1	0	0	0	1	2	0	0	1	1	3	2	0	0	0	1	0	1	0	1	2	1	0	0	3	1	0	0	1	1	4	0	1	1	2	3	0	0	0	0	1	2	2	1	5	0	0	2	0	6	1	2	12	3	0	1	2	2	1	5	1	0	3	3	3	1	6	0	0	0	2	0	3	0	0	0	0	0	1	2	0	3	2	0	2	0	1
G[Del(T):R3]C	3	0	2	1	1	2	3	0	2	0	1	1	2	4	0	0	0	5	1	1	1	0	1	3	1	0	1	0	1	0	0	0	1	1	0	0	0	1	1	3	2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	3	0	1	0	0	4	0	0	0	0	1	2	1	1	1	0	0	5	0	0	4	1	14	1	0	2	0	0	0	1	0	0	2	1	3	2	1	0	0	0	1	1	4	0	2	0	0	1	1	1	1	3	0	2	0	1	0
G[Del(T):R3]G	2	0	1	1	2	1	4	0	3	4	1	9	2	4	0	0	1	0	0	0	1	2	0	4	1	0	0	1	1	0	0	0	3	1	0	1	0	0	1	2	2	0	0	0	1	0	2	0	0	0	1	1	0	2	2	0	0	1	0	2	1	0	0	2	1	5	2	0	1	1	2	0	0	0	0	0	0	1	0	4	0	0	1	2	3	1	0	12	1	0	2	0	1	0	1	0	2	3	0	1	0	2	0	1	0	1	0	0	0	0	0	1	2	2	2	1	1	0	0	3	1	0
G[Del(T):R4]A	3	0	0	3	0	1	2	4	3	1	0	5	4	4	1	3	0	0	0	1	1	0	0	3	0	0	1	1	2	1	0	0	4	5	5	1	2	2	3	3	1	0	0	0	0	0	2	0	0	0	1	0	0	2	3	0	0	0	0	0	2	0	1	0	2	5	2	1	0	3	5	0	0	0	1	2	0	3	1	5	0	0	3	1	1	0	0	33	0	0	3	0	3	2	1	2	1	2	2	2	2	2	0	2	0	2	0	1	0	1	0	0	0	2	0	0	2	3	1	0	2	0
G[Del(T):R4]C	1	0	2	2	0	2	5	0	1	1	0	3	3	4	2	1	1	0	0	1	3	0	2	0	1	0	1	0	0	2	1	0	0	1	1	0	1	1	0	3	1	1	2	0	0	0	0	0	0	0	1	0	0	4	0	0	1	1	0	0	1	0	3	0	3	1	2	1	1	4	1	1	0	1	1	2	0	2	1	3	1	1	6	0	3	1	0	42	1	0	3	0	1	1	0	2	0	2	3	1	0	1	0	1	0	2	0	0	0	0	0	0	2	4	0	0	1	1	3	1	1	1
G[Del(T):R4]G	2	0	2	2	4	3	1	1	5	3	0	8	3	5	2	2	0	2	0	0	1	0	1	10	0	1	0	1	0	1	0	0	1	3	0	0	0	0	0	4	2	1	1	0	0	0	0	0	0	0	2	1	0	1	2	0	0	0	2	3	1	1	0	1	0	4	5	0	2	2	1	0	1	0	1	1	0	0	0	1	0	0	3	3	4	1	4	36	3	0	0	0	0	2	2	0	1	3	4	4	1	3	0	0	0	1	1	0	1	0	0	0	1	2	1	1	4	2	0	0	2	1
G[Del(T):R5]A	5	0	1	0	1	2	3	2	1	2	0	4	3	4	0	0	0	2	1	0	0	0	2	7	0	1	1	2	0	1	0	0	0	2	3	0	2	2	5	4	5	0	0	1	0	1	0	0	0	2	2	0	0	1	2	1	1	1	1	0	2	1	2	1	1	5	4	2	0	1	2	0	0	1	4	1	0	2	0	6	6	1	5	1	4	0	2	95	3	0	2	2	3	1	0	0	0	3	1	1	2	0	0	1	0	0	1	2	0	0	0	0	2	1	0	0	1	1	1	1	1	1
G[Del(T):R5]C	1	0	0	1	2	1	2	2	1	1	0	4	1	2	0	4	0	0	1	0	2	1	0	3	1	1	0	2	0	1	0	0	0	1	1	0	0	1	0	3	1	0	0	0	1	0	0	0	0	0	2	0	2	2	1	2	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	2	2	1	2	0	1	0	0	3	0	4	0	0	72	1	0	1	0	1	5	0	1	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	1	0	0
