MutationType	SP53460	SP50827	SP50263	SP50317	SP54113	SP50406	SP51824	SP55387	SP52779	SP55235	SP50713	SP50611	SP50485	SP51037	SP55142	SP53387	SP54745	SP52284	SP53618	SP52232	SP50412	SP50321	SP53548	SP55004	SP56079	SP56168	SP54363	SP53810	SP50518	SP56303	SP55711	SP55509	SP55309	SP52607	SP52667	SP51446	SP50592	SP53073	SP56638	SP56537	SP57586	SP56541	SP56553	SP56771	SP57941	SP57818	SP56460	SP56474	SP56704	SP56533	SP56730	SP59245	SP57024	SP57933	SP56754	SP56827	SP57084	SP57538	SP57735	SP57669	SP56566	SP56569	SP58342	SP58349	SP56644	SP57629	SP56941	SP57619	SP58245	SP57251	SP56502	SP58668	SP58101	SP58991	SP56607	SP58326	SP57267	SP57066	SP57901	SP57651	SP57450	SP57846	SP58612	SP56821	SP58882	SP57189
G[Ins(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
G[Ins(C):R8]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
G[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R0]A	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	1	1	0	2	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	2	0	2	0	1	1	1	0	0	0	1	3	0	1	0
T[Ins(C):R0]G	0	2	0	0	3	0	0	0	2	2	1	0	0	0	0	0	2	0	2	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	2	0	4	1	0	1	2	0	0	1	1	3	1	1	1	1	1	0	1	3	0	0	2	0	1	0	0	0	0	2	2	0	0	0	0	0	3	1	1	1	0	1	0	1	2	0	3
T[Ins(C):R0]T	1	3	0	1	12	0	1	0	3	5	0	1	0	0	6	4	2	0	4	3	0	2	1	0	4	1	3	3	1	1	1	3	0	2	2	1	1	0	7	4	4	1	7	0	3	3	3	2	6	3	4	6	5	6	3	2	9	4	3	3	0	6	6	10	5	4	0	4	6	2	4	4	9	2	2	10	4	10	3	1	7	4	8	3	8	12
T[Ins(C):R1]A	2	0	1	1	3	1	0	0	2	0	0	0	2	1	0	0	0	0	1	1	0	0	1	0	0	2	1	1	1	0	0	0	0	0	0	2	0	0	2	5	0	0	1	0	4	2	1	0	1	0	0	0	2	1	2	0	1	0	0	3	1	0	2	0	1	0	0	1	1	0	1	2	1	2	0	0	0	1	0	2	0	1	0	0	3	3
T[Ins(C):R1]G	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	2	2	0	0	0	0	0	3	0	0	2	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
T[Ins(C):R1]T	0	1	0	0	4	0	2	0	0	1	0	2	0	0	4	0	0	0	0	2	0	1	0	0	1	0	1	3	1	0	1	2	0	0	1	1	0	1	2	1	4	3	5	0	1	2	1	0	4	0	2	1	1	0	1	0	3	1	2	1	0	1	2	3	3	0	1	0	2	3	1	1	4	1	1	2	2	1	2	1	2	3	2	1	0	2
T[Ins(C):R2]A	0	2	0	0	5	0	2	0	1	1	0	4	0	0	2	2	1	1	0	1	0	1	0	0	0	1	3	4	2	0	0	0	1	0	1	0	1	0	1	0	1	1	1	1	2	0	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	1	1	0	2	0	0	1	0	2	0	0	0	0	0	1	1	1
T[Ins(C):R2]G	0	0	0	0	2	0	0	0	1	2	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
T[Ins(C):R2]T	1	0	1	0	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	3	0	0	0	2	0	0	0	0	0	2	0	1	0	2	2	1	0	0	0	0	1	0	1	1	2	1	0	1	1	1	2	1	0	1	0	0	0	0	0	2	1	4	1	1	2	0	0	0	2	1	0	1	0	0	0	1	0	3
T[Ins(C):R3]A	2	2	0	0	7	0	2	1	4	5	0	1	1	0	5	3	1	0	4	0	0	0	1	0	1	0	1	4	1	0	1	2	0	0	0	0	0	1	2	0	3	0	5	0	4	0	0	2	3	1	2	1	1	0	2	1	2	3	1	1	1	3	2	2	1	0	0	1	0	2	0	5	2	3	2	5	1	2	1	0	0	0	1	0	0	6
T[Ins(C):R3]G	0	0	0	0	6	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	1	0	0	4	0	1	0	2	1	1	2	0	0	0	0	0	1	0	1	1	0	0	1	1	2	0	0	1	0	2	0	0	0	0	2	2	1	1	1	0	0	0	1	2	0	0	2	0	1	0	2
T[Ins(C):R3]T	2	2	1	2	4	0	0	1	2	4	1	1	0	0	5	1	0	0	3	0	0	0	1	0	1	0	1	5	0	0	0	1	0	0	2	0	0	0	0	0	2	1	6	0	1	3	0	0	4	4	1	2	0	3	2	0	1	2	1	0	1	1	2	1	0	1	0	1	2	0	0	2	0	0	0	3	1	1	0	0	0	0	3	1	0	5
T[Ins(C):R4]A	1	3	0	1	7	0	2	0	2	7	0	11	0	0	8	3	0	1	8	0	0	0	0	0	2	1	2	10	0	0	0	4	0	0	0	0	0	1	1	1	0	4	11	0	1	1	0	2	4	0	1	1	1	2	1	1	2	5	3	1	2	0	1	2	1	0	0	2	0	1	2	5	1	5	3	10	2	4	1	0	2	5	3	4	2	3
T[Ins(C):R4]G	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	0	1	0	0	0	0	1
T[Ins(C):R4]T	1	2	0	0	2	0	0	0	2	3	0	1	0	0	5	0	0	1	1	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	2	1	3	1	4	0	1	0	0	0	4	0	2	1	0	2	0	1	0	4	1	1	1	1	3	1	4	1	0	0	0	1	1	4	1	2	2	4	1	3	0	4	0	1	0	2	1	0
T[Ins(C):R5]A	0	1	0	0	4	0	2	3	1	2	0	0	0	0	7	2	1	0	0	1	0	2	0	0	2	1	0	4	0	0	0	3	0	0	0	0	0	1	1	1	1	4	5	0	2	1	2	0	2	0	1	3	0	2	1	1	0	2	0	0	1	0	1	2	1	1	0	0	1	1	0	4	0	1	2	2	1	1	2	0	0	2	1	1	1	2
T[Ins(C):R5]G	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
T[Ins(C):R5]T	0	1	0	0	1	0	0	0	2	1	0	1	0	0	2	1	1	1	1	1	0	1	0	0	2	1	2	3	0	0	0	0	0	0	0	0	0	1	0	0	1	1	4	1	2	1	2	0	2	0	1	0	0	3	1	1	1	0	0	0	1	0	2	2	2	0	0	0	0	1	1	3	0	0	0	0	3	0	0	1	0	0	5	2	1	2
T[Ins(C):R6]A	0	0	1	0	1	0	0	0	2	1	0	0	0	0	5	1	0	0	1	2	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	1	3	2	1	0	1	1	1	1	1	0	0	2	1	0	0	2	0	0	0	0	2	0	0	1	0	1	0	1	1	3	0	0	0	3	1	2	0	0	0	1	1	2	2	2
T[Ins(C):R6]G	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
T[Ins(C):R6]T	1	0	0	0	2	0	1	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	1	1	2	0	1	0
T[Ins(C):R7]A	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	3	0	2	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	1	1	2	3	0	0	0	2	1	0	1	0
T[Ins(C):R7]G	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
T[Ins(C):R7]T	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1
T[Ins(C):R8]A	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1
T[Ins(C):R8]G	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R8]T	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]A	3	6	1	0	5	0	0	0	3	7	0	2	0	2	9	3	2	1	2	1	0	0	1	0	0	1	5	10	1	2	2	4	0	0	2	1	0	4	6	6	3	2	2	2	5	9	1	4	3	2	9	4	1	4	3	3	6	7	2	5	2	4	9	5	5	5	3	3	5	8	6	2	6	5	3	6	6	6	3	2	3	4	2	1	4	9
A[Ins(T):R0]C	0	3	0	0	5	0	0	1	2	3	0	1	0	0	6	1	2	0	0	0	0	2	0	0	0	1	3	13	0	0	0	1	0	0	0	0	0	1	2	3	1	3	2	1	4	1	1	2	3	2	3	1	0	3	0	1	5	2	0	4	0	0	2	4	2	1	0	0	1	4	0	2	3	1	0	3	3	2	2	0	0	3	2	1	1	5
A[Ins(T):R0]G	5	7	0	0	4	0	0	1	1	6	0	2	0	0	5	1	3	1	5	7	0	1	0	0	2	1	3	23	0	0	0	10	0	0	1	0	0	2	3	1	2	5	1	1	5	6	2	3	5	0	2	8	0	3	1	2	4	2	5	6	1	4	9	5	2	2	0	3	3	4	4	5	7	0	1	7	7	8	1	2	1	5	2	3	1	12
A[Ins(T):R1]A	1	3	1	0	3	0	3	1	2	8	1	2	1	2	9	6	7	1	4	0	0	2	0	0	3	0	4	9	2	1	1	5	1	0	3	1	0	2	3	1	1	1	5	3	3	11	1	1	4	3	2	3	4	3	4	3	1	2	5	3	1	0	6	4	2	1	0	3	3	3	3	4	3	6	0	5	6	6	4	0	0	1	4	2	1	4
A[Ins(T):R1]C	7	2	0	0	6	0	2	0	2	2	0	3	0	1	6	2	1	1	1	0	0	2	0	0	2	0	1	6	0	1	1	1	0	0	0	0	0	0	1	5	1	1	2	3	3	3	0	0	3	1	0	0	0	1	2	0	2	0	1	2	0	1	4	2	2	0	0	1	4	3	0	4	1	1	0	3	6	1	3	0	2	1	0	0	0	0
A[Ins(T):R1]G	12	22	2	1	28	0	5	1	14	41	5	21	0	1	28	17	6	0	23	11	1	3	0	0	14	1	15	57	1	1	1	23	0	0	11	0	1	8	11	9	8	11	13	2	24	10	4	3	35	7	10	13	7	10	9	8	13	7	8	10	2	9	20	9	13	4	1	14	16	11	7	27	9	4	2	18	10	22	6	3	4	11	10	13	1	37
A[Ins(T):R2]A	3	1	0	0	2	0	0	0	3	5	0	2	1	0	3	1	0	1	0	2	0	3	1	0	2	0	1	2	1	0	1	4	0	0	0	0	0	2	1	2	3	2	0	2	2	4	1	2	2	1	2	2	0	2	1	1	3	0	0	2	2	2	1	0	1	1	0	0	2	2	0	1	3	3	2	3	1	1	2	0	0	0	0	0	4	5
A[Ins(T):R2]C	0	1	0	0	2	0	0	0	1	2	1	0	0	0	2	1	0	1	2	1	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	2	0	0	0	0	0	0	1	3	0	1	0	0	2	0	0	1	1	1	1	2	2	1	0	0	0	0	1	1	2	0	1	1	1	0	0	1	1	0	1	0	0	4	0	0	2
A[Ins(T):R2]G	15	24	0	2	37	0	4	8	21	57	5	27	0	0	46	15	8	4	43	12	1	9	0	0	26	3	16	92	0	1	0	28	0	2	7	0	2	5	17	16	11	16	19	4	43	25	2	2	17	6	18	17	6	19	9	14	16	11	10	19	4	15	30	19	15	9	0	9	21	17	13	22	18	8	5	39	23	9	7	4	1	13	13	14	8	59
A[Ins(T):R3]A	0	2	0	1	4	0	1	0	2	1	0	2	0	0	6	0	2	0	1	0	0	2	0	0	0	0	1	6	2	1	2	2	0	0	0	0	0	1	4	2	0	1	1	0	0	1	0	1	0	0	1	2	0	0	0	2	2	1	0	1	2	0	5	2	2	3	0	1	0	2	0	1	1	4	0	3	2	6	2	1	1	3	0	1	1	4
A[Ins(T):R3]C	1	1	0	0	2	0	1	0	1	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	2	1	1	1	2	1	0	0	2	1	1	1	1	1	0	1	2	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	2	0	1	0	0	1	0
A[Ins(T):R3]G	7	16	0	1	17	0	8	3	6	16	4	10	0	0	28	11	6	0	18	6	0	3	0	0	9	2	11	43	0	0	1	19	0	0	4	0	0	2	12	8	13	8	16	6	24	15	4	1	17	5	9	13	3	9	8	4	13	11	7	9	3	4	15	10	10	3	2	10	15	11	14	21	7	6	7	23	17	20	5	2	2	9	5	7	4	30
A[Ins(T):R4]A	0	4	2	2	1	0	0	0	0	2	0	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	2	1	3	2	3	2	2	3	0	2	0	1	1	0	3	1	0	2	2	0	3	1	1	6	0	2	1	2	1	1	0	3	0	3	1	3	1	1	0	0	1	1	0	3
A[Ins(T):R4]C	0	1	0	1	1	0	2	0	2	0	0	0	0	0	5	1	1	0	0	0	0	1	1	0	1	2	4	2	1	0	1	1	0	0	1	0	1	0	0	2	0	0	1	1	2	2	4	0	0	2	1	2	0	1	0	0	0	4	1	0	1	3	3	0	6	1	1	0	2	2	0	2	1	0	1	5	1	1	3	2	1	3	0	0	0	2
A[Ins(T):R4]G	2	4	1	2	8	1	2	1	3	8	0	4	0	1	23	2	2	1	2	3	0	3	0	0	2	2	3	15	0	2	0	7	0	0	0	0	0	3	0	6	2	2	4	0	5	7	4	1	9	2	4	8	1	4	2	2	5	0	1	4	2	2	9	2	5	4	1	2	3	3	2	2	1	9	4	9	3	9	1	1	0	4	3	5	1	12
A[Ins(T):R5]A	2	2	1	3	2	0	3	1	1	3	0	1	0	1	10	1	9	0	3	0	2	5	2	0	0	3	5	3	0	2	1	4	0	0	1	3	0	1	1	4	4	1	6	5	4	2	10	5	3	3	4	3	3	4	4	1	6	3	0	2	2	0	4	2	9	8	0	1	3	5	4	2	0	4	6	3	4	4	4	0	0	2	4	8	1	6
A[Ins(T):R5]C	0	0	4	1	2	0	2	1	1	3	0	1	0	3	11	0	5	3	3	0	0	0	2	0	1	4	5	2	4	3	5	1	0	0	2	2	3	0	5	3	2	0	7	3	1	4	7	3	3	3	2	2	5	5	2	0	10	3	2	2	3	1	7	3	6	10	2	2	4	2	4	5	3	10	4	5	4	9	5	0	4	3	2	6	3	10
A[Ins(T):R5]G	1	3	2	2	13	0	3	3	4	7	1	6	1	0	24	5	8	2	8	2	2	4	1	0	4	4	5	10	2	4	3	10	1	3	5	0	2	2	4	8	4	5	12	3	6	3	6	2	7	4	4	7	1	9	4	0	9	1	1	4	6	4	9	5	9	7	0	6	5	6	6	9	5	5	0	12	11	12	4	2	1	5	6	5	6	16
A[Ins(T):R6]A	0	5	7	1	5	0	5	0	1	5	2	2	2	4	12	2	5	4	4	0	1	2	3	1	1	3	7	4	4	9	6	6	1	1	1	3	3	1	4	4	11	1	6	3	10	1	11	9	1	7	8	6	5	4	5	3	12	3	2	5	7	2	4	0	11	26	4	1	1	9	8	5	3	10	5	13	7	20	14	4	6	6	15	9	7	13
A[Ins(T):R6]C	1	12	2	3	1	0	6	1	2	8	2	6	1	3	19	1	12	12	1	0	0	2	5	0	3	10	11	6	3	2	4	10	1	2	2	6	5	1	3	7	9	0	10	6	3	4	18	7	1	7	9	4	6	6	6	0	19	4	3	6	9	5	19	4	11	24	5	2	4	15	11	8	5	7	5	19	15	15	8	5	9	8	6	14	6	16
A[Ins(T):R6]G	4	12	5	4	11	0	6	1	7	13	0	13	2	3	25	2	7	5	7	3	2	2	4	0	5	9	19	8	7	5	5	9	0	3	1	9	4	6	9	7	6	6	10	13	15	9	23	6	12	13	14	7	5	19	4	3	13	5	2	9	17	11	26	6	21	30	0	11	8	21	16	12	4	8	9	24	20	31	22	3	10	8	10	9	15	28
A[Ins(T):R7]A	0	4	9	2	4	0	1	0	5	0	0	2	2	4	10	2	4	2	0	0	3	4	2	0	4	5	11	3	3	6	3	8	0	0	0	7	3	2	7	7	13	3	7	9	8	5	21	6	6	11	15	13	10	10	4	1	17	8	2	6	10	3	14	2	15	49	4	1	1	13	7	11	7	13	9	12	6	14	20	5	18	8	12	13	6	11
A[Ins(T):R7]C	0	6	12	5	5	0	7	0	5	4	1	5	5	4	17	3	9	6	3	0	0	0	3	0	0	2	15	6	4	6	4	3	0	0	4	4	8	0	2	13	9	3	9	9	6	5	9	10	7	7	7	6	7	10	10	5	18	8	4	7	5	4	12	3	12	36	4	1	7	11	15	10	4	19	4	10	7	21	16	9	14	8	9	12	9	15
A[Ins(T):R7]G	3	3	7	1	11	0	7	0	7	11	3	3	1	2	31	3	12	11	6	3	0	1	3	1	5	7	12	12	2	13	10	5	1	1	1	9	7	1	11	11	7	5	13	15	16	7	26	10	11	5	11	4	8	10	8	2	11	7	8	5	6	7	18	10	17	28	2	5	15	8	9	17	2	16	6	18	11	15	17	5	8	9	8	10	10	24
A[Ins(T):R8]A	0	7	8	4	1	0	5	0	5	4	0	2	2	6	12	1	5	7	4	1	2	2	2	0	1	2	7	2	5	7	0	4	0	0	1	2	2	1	6	8	5	0	9	2	5	6	15	7	8	2	8	9	9	6	11	2	17	3	2	7	13	5	8	3	7	36	5	2	3	12	5	4	4	18	3	14	10	21	15	4	10	5	3	9	8	20
A[Ins(T):R8]C	0	8	10	0	2	0	1	0	8	2	0	2	0	6	22	2	3	2	6	0	0	1	0	0	0	1	6	1	4	9	3	1	1	0	0	4	1	3	11	8	2	0	7	11	10	4	17	6	4	4	11	8	6	8	5	2	13	4	5	9	11	5	19	1	15	27	3	2	4	10	11	10	5	2	3	10	3	13	11	6	7	5	11	13	12	14
A[Ins(T):R8]G	2	8	7	4	1	0	0	1	7	2	0	5	2	3	11	1	4	5	2	1	0	2	1	0	1	0	10	8	6	7	3	2	0	0	0	3	4	5	10	7	2	0	12	12	5	4	21	8	6	5	8	7	4	7	3	4	15	3	1	5	7	6	10	4	10	32	3	2	0	4	6	8	3	12	6	13	2	16	11	1	13	7	5	12	7	16
A[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]A	3	2	2	0	5	0	1	0	4	4	1	2	0	0	5	6	2	0	4	3	0	3	0	0	3	1	4	10	0	1	1	3	0	0	4	0	1	1	2	0	2	1	0	0	5	5	0	2	2	0	1	4	1	4	3	1	1	2	2	4	0	3	4	1	2	1	0	5	1	2	3	5	1	1	3	7	7	1	2	0	1	1	2	1	0	10
C[Ins(T):R0]C	2	2	0	0	6	0	2	1	4	9	0	2	0	0	3	0	2	0	3	2	0	0	0	0	5	0	0	7	0	0	0	5	0	1	3	0	0	5	0	2	2	3	2	1	3	3	0	0	3	2	1	1	0	4	0	1	1	1	0	3	1	0	2	2	1	0	0	5	1	2	1	2	0	1	1	5	3	3	0	2	1	1	1	1	2	2
C[Ins(T):R0]G	0	2	0	0	6	0	1	0	1	3	0	2	0	0	3	1	1	0	6	2	0	0	0	0	3	0	2	6	0	0	0	4	0	1	1	0	0	0	3	0	0	2	1	0	2	2	0	0	0	0	1	0	0	1	0	1	1	2	2	2	0	0	1	1	2	1	1	1	2	2	2	1	3	1	1	5	3	1	0	0	0	1	2	1	0	6
C[Ins(T):R1]A	3	4	2	0	2	0	3	0	3	5	1	5	0	0	4	4	3	0	4	2	1	3	0	0	2	0	8	8	1	1	2	7	0	1	2	1	1	1	3	5	3	2	5	0	1	4	0	2	6	0	0	1	3	0	2	0	0	3	1	1	2	1	3	3	5	0	0	0	1	5	4	7	0	3	3	3	3	4	1	1	0	5	1	2	4	8
C[Ins(T):R1]C	1	6	1	1	4	0	3	0	4	1	0	4	0	0	4	2	0	0	7	4	0	0	0	0	2	0	4	14	0	1	0	4	0	0	0	1	0	1	3	2	2	2	1	1	5	4	1	1	2	3	2	1	3	1	1	2	3	3	1	3	3	0	2	2	3	1	0	0	1	1	2	0	3	0	0	6	3	3	0	0	1	3	2	1	1	8
C[Ins(T):R1]G	17	25	0	3	53	0	7	3	37	52	8	29	1	0	54	22	15	1	51	13	1	8	0	0	22	3	19	101	1	0	2	35	0	1	16	1	0	12	18	14	12	25	38	1	46	32	1	1	33	8	7	11	8	18	7	13	15	14	15	20	3	7	31	19	14	4	0	18	33	18	9	34	13	14	8	40	21	23	7	2	6	17	12	16	3	72
C[Ins(T):R2]A	1	2	0	3	1	0	2	0	0	2	2	3	0	0	2	0	0	1	1	0	0	0	0	0	2	2	3	6	0	1	0	0	0	1	1	2	1	1	0	1	0	0	2	0	1	1	1	2	1	0	0	2	1	0	2	0	0	3	2	0	1	0	0	3	0	1	0	1	1	1	1	3	0	0	0	2	2	1	1	1	0	1	2	1	2	2
C[Ins(T):R2]C	1	1	1	0	4	0	1	0	1	2	0	1	1	0	3	1	0	1	2	1	0	0	0	0	1	1	1	8	0	0	0	2	0	0	1	0	0	0	1	1	0	0	5	1	3	0	1	0	2	0	1	2	0	0	0	0	0	1	1	2	0	1	2	2	2	1	0	1	0	0	0	1	2	2	0	5	2	2	1	0	0	1	2	0	0	3
